point_id,lat,lon,crop,period_start,period_end,label,month,biweek,mean_C,std_C,precip_total_mm,precip_rainy_days,pet_mm,spei_1m,spei_3m,spei_6m,spei_12m,AWC_mm,Storage_mm,P_acum_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_3m,future_deficit_6m,future_deficit_1m_mm,future_deficit_3m_mm,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2016-12-16,2016-12-31,2016-12_Q2,12,2,18.62,0.38,24.91,1.0,33.31,1.599,0.136,-0.43,-1.444,131.13,13.37,89.14,1.0,0.0,41.5371,42.716,22.8854,42.48,139.4,163.65,0.7733,15.6533,HIGH
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-01-01,2017-01-15,2017-01_Q1,1,1,18.22,1.06,46.43,4.0,31.71,0.633,0.87,-0.125,-1.3,131.13,8.82,71.34,1.0,0.0,78.029,48.3693,22.3584,81.43,163.65,163.65,0.0,10.0862,NOT_SUITABLE
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-01-16,2017-01-31,2017-01_Q2,1,2,18.52,0.98,0.0,0.0,31.71,0.869,1.246,-0.069,-1.346,131.13,0.0,46.43,0.5846,41.54,82.1397,34.6037,16.1866,87.43,121.17,121.17,0.0,4.9219,NOT_SUITABLE
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-02-01,2017-02-15,2017-02_Q1,2,1,19.42,0.55,14.11,2.0,32.59,-0.164,1.376,-0.443,-1.188,131.13,0.0,14.11,0.2197,78.03,51.8202,22.6322,11.7844,57.97,82.23,89.97,12.3862,6.321,NOT_SUITABLE
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-02-16,2017-02-28,2017-02_Q2,2,2,19.44,0.5,4.9,1.0,32.59,-0.652,0.801,-0.407,-1.311,131.13,0.0,19.01,0.1786,82.14,8.0668,8.967,5.3301,9.49,33.74,41.48,24.4124,11.9014,LOW
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-03-01,2017-03-15,2017-03_Q1,3,1,19.09,0.36,49.0,6.0,35.32,0.651,0.52,0.171,-0.729,131.13,0.0,53.9,0.4818,51.82,19.8616,6.3362,4.0785,24.25,24.25,32.0,40.0427,18.9884,MEDIUM
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-03-16,2017-03-31,2017-03_Q2,3,2,19.04,0.27,75.53,8.0,35.32,1.786,1.318,0.753,-0.349,131.13,16.4,124.53,0.9193,8.07,19.2333,6.2387,4.0495,24.25,24.25,32.0,43.5053,20.4624,MEDIUM
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-04-01,2017-04-15,2017-04_Q1,4,1,19.63,0.5,22.33,7.0,37.53,0.73,0.64,0.875,-0.512,131.13,0.0,97.86,0.8014,19.86,0.0,0.0,0.9784,0.0,0.0,7.74,42.716,20.1429,LOW
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-04-16,2017-04-30,2017-04_Q2,4,2,19.9,0.52,96.07,11.0,37.53,-0.605,0.68,1.441,-0.685,131.13,32.95,118.4,0.8077,19.23,0.0,0.0,0.9772,0.0,0.0,7.74,48.3693,23.6311,LOW
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-05-01,2017-05-15,2017-05_Q1,5,1,19.42,0.25,135.21,15.0,39.27,1.046,1.246,1.461,-0.527,131.13,101.95,231.28,1.0,0.0,0.0,1.9349,0.9865,0.0,7.74,7.74,34.6037,23.6098,LOW
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-05-16,2017-05-31,2017-05_Q2,5,2,20.05,0.45,63.62,11.0,39.27,0.801,1.1,1.471,-0.48,131.13,99.21,198.83,1.0,0.0,0.0,1.9259,0.9961,0.0,7.74,7.74,22.6322,23.4843,LOW
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-06-01,2017-06-15,2017-06_Q1,6,1,19.89,0.67,35.86,8.0,38.37,-0.818,0.69,0.902,-0.387,131.13,70.09,99.48,1.0,0.0,0.0,1.9272,1.0053,0.0,7.74,7.74,8.967,23.3549,LOW
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-06-16,2017-06-30,2017-06_Q2,6,2,19.61,0.23,70.47,10.0,38.37,0.555,0.461,1.234,-0.019,131.13,75.45,106.33,1.0,0.0,0.0,1.929,1.0149,0.0,7.74,7.74,6.3362,23.2726,LOW
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-07-01,2017-07-15,2017-07_Q1,7,1,19.79,0.33,36.23,9.0,39.92,1.238,0.974,1.168,0.15,131.13,43.85,106.7,1.0,0.0,5.6988,1.9469,1.0306,7.74,7.74,7.74,6.2387,22.8854,LOW
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-07-16,2017-07-31,2017-07_Q2,7,2,19.9,0.54,31.23,10.0,39.92,0.248,0.984,1.02,0.213,131.13,7.15,67.46,1.0,0.0,5.686,1.9657,1.1853,7.74,7.74,8.77,0.0,22.3584,LOW
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-08-01,2017-08-15,2017-08_Q1,8,1,20.02,0.4,53.04,9.0,39.75,-0.114,-0.11,1.012,0.079,131.13,0.0,84.27,0.943,5.7,0.0,0.0,6.5973,0.0,0.0,47.71,0.0,16.1866,LOW
p061,8.219816537218886,-73.23998996030639,cacao_ccn51,2017-08-16,2017-08-31,2017-08_Q2,8,2,19.85,0.29,119.2,14.0,39.75,1.329,0.883,1.262,0.685,131.13,50.97,172.24,0.9431,5.69,0.0,0.0,12.7226,0.0,0.0,89.9,1.9349,11.7844,LOW
