point_id,lat,lon,crop,period_start,period_end,label,month,biweek,mean_C,std_C,precip_total_mm,precip_rainy_days,pet_mm,spei_1m,spei_3m,spei_6m,spei_12m,AWC_mm,Storage_mm,P_acum_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_3m,future_deficit_6m,future_deficit_1m_mm,future_deficit_3m_mm,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
p181,6.63650095,-73.00263344,cacao_ccn51,2016-12-16,2016-12-31,2016-12_Q2,12,2,17.89,0.34,24.91,1.0,29.87,0.856,0.785,-0.456,-0.856,130.11,85.42,86.2,1.0,0.0,0.0,14.2947,6.7585,0.0,49.75,49.75,0.0,0.0,LOW
p181,6.63650095,-73.00263344,cacao_ccn51,2017-01-01,2017-01-15,2017-01_Q1,1,1,17.94,0.81,46.43,4.0,30.08,0.876,0.669,-0.173,-0.718,130.11,89.95,86.32,1.0,0.0,14.6394,14.0045,6.6711,16.71,49.75,49.75,0.0,0.0,LOW
p181,6.63650095,-73.00263344,cacao_ccn51,2017-01-16,2017-01-31,2017-01_Q2,1,2,17.9,0.75,0.0,0.0,30.08,0.323,0.99,-0.047,-0.675,130.11,33.03,61.11,1.0,0.0,43.394,13.7325,6.5891,49.75,49.75,49.75,0.0,0.0,HIGH
p181,6.63650095,-73.00263344,cacao_ccn51,2017-02-01,2017-02-15,2017-02_Q1,2,1,19.2,0.69,14.11,2.0,30.14,-1.451,0.205,-0.138,-0.717,130.11,0.0,7.48,0.8536,14.64,28.2167,8.898,4.3184,33.04,33.04,33.04,0.0,0.0,MEDIUM
p181,6.63650095,-73.00263344,cacao_ccn51,2017-02-16,2017-02-28,2017-02_Q2,2,2,18.45,0.42,4.9,1.0,30.14,-1.12,0.342,-0.058,-0.745,130.11,0.0,31.86,0.5661,43.39,0.0,0.0,0.0,0.0,0.0,0.0,4.7532,2.2999,LOW
p181,6.63650095,-73.00263344,cacao_ccn51,2017-03-01,2017-03-15,2017-03_Q1,3,1,18.04,0.46,49.0,6.0,31.04,1.433,0.696,0.47,-0.28,130.11,41.71,125.76,0.7178,28.22,0.0,0.0,0.0,0.0,0.0,0.0,14.3587,6.8954,LOW
p181,6.63650095,-73.00263344,cacao_ccn51,2017-03-16,2017-03-31,2017-03_Q2,3,2,17.84,0.16,75.53,8.0,31.04,1.671,0.959,0.839,-0.297,130.11,65.89,185.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.477,6.9226,LOW
p181,6.63650095,-73.00263344,cacao_ccn51,2017-04-01,2017-04-15,2017-04_Q1,4,1,18.72,0.56,22.33,7.0,32.79,0.323,0.451,0.583,-0.376,130.11,64.13,146.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2947,6.9447,LOW
p181,6.63650095,-73.00263344,cacao_ccn51,2017-04-16,2017-04-30,2017-04_Q2,4,2,18.52,0.5,96.07,11.0,32.79,-0.126,0.842,1.589,-0.352,130.11,101.13,162.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0045,6.9322,LOW
p181,6.63650095,-73.00263344,cacao_ccn51,2017-05-01,2017-05-15,2017-05_Q1,5,1,18.05,0.37,135.21,15.0,33.93,0.815,1.351,0.81,-0.152,130.11,130.11,233.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7325,6.9182,LOW
p181,6.63650095,-73.00263344,cacao_ccn51,2017-05-16,2017-05-31,2017-05_Q2,5,2,18.89,0.51,63.62,11.0,33.93,-0.892,0.755,0.452,-0.522,130.11,108.27,177.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.898,6.8823,LOW
