period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,57.29,20.61,40.19,17.1,,,,
2016-01-16,2016-01-31,2016-01_Q2,0.0,21.0,40.19,-40.19,-1.104,,,
2016-02-01,2016-02-15,2016-02_Q1,0.0,21.41,38.86,-38.86,-1.902,,,
2016-02-16,2016-02-29,2016-02_Q2,51.74,21.32,38.86,12.88,-4.753,,,
2016-03-01,2016-03-15,2016-03_Q1,17.82,21.07,44.41,-26.59,-1.45,,,
2016-03-16,2016-03-31,2016-03_Q2,83.07,22.03,44.41,38.66,-1.44,-1.439,,
2016-04-01,2016-04-15,2016-04_Q1,160.43,20.61,39.98,120.45,-1.014,-1.533,,
2016-04-16,2016-04-30,2016-04_Q2,160.59,20.79,39.98,120.61,-0.609,-1.497,,
2016-05-01,2016-05-15,2016-05_Q1,156.36,20.49,42.68,113.68,-0.749,-1.475,,
2016-05-16,2016-05-31,2016-05_Q2,159.5,21.31,42.68,116.82,-0.766,-1.42,,
2016-06-01,2016-06-15,2016-06_Q1,95.84,20.53,41.09,54.75,-1.36,-1.342,,
2016-06-16,2016-06-30,2016-06_Q2,73.44,21.05,41.09,32.35,-1.379,-1.395,-1.721,
2016-07-01,2016-07-15,2016-07_Q1,220.87,21.04,42.07,178.8,0.33,-1.203,-1.85,
2016-07-16,2016-07-31,2016-07_Q2,142.24,20.41,42.07,100.17,1.048,-0.969,-1.625,
2016-08-01,2016-08-15,2016-08_Q1,178.56,21.56,45.02,133.54,0.472,-0.886,-1.503,
2016-08-16,2016-08-31,2016-08_Q2,196.59,21.41,45.02,151.57,0.695,0.004,-1.306,
2016-09-01,2016-09-15,2016-09_Q1,298.0,20.4,39.12,258.88,1.516,0.837,-0.398,
2016-09-16,2016-09-30,2016-09_Q2,252.83,20.75,39.12,213.71,1.513,1.255,-0.001,
2016-10-01,2016-10-15,2016-10_Q1,267.42,19.87,37.01,230.41,1.062,0.99,0.324,
2016-10-16,2016-10-31,2016-10_Q2,241.95,19.9,37.01,204.94,0.608,1.056,0.412,
2016-11-01,2016-11-15,2016-11_Q1,175.86,19.56,33.73,142.13,-0.855,0.774,0.392,
2016-11-16,2016-11-30,2016-11_Q2,246.08,19.35,33.73,212.35,-0.18,0.798,0.642,
2016-12-01,2016-12-15,2016-12_Q1,233.25,19.51,34.53,198.72,1.558,0.87,0.947,
2016-12-16,2016-12-31,2016-12_Q2,172.26,19.34,34.53,137.73,1.516,1.206,1.384,-0.272
2017-01-01,2017-01-15,2017-01_Q1,162.87,19.45,34.6,128.27,1.282,1.216,1.211,0.04
2017-01-16,2017-01-31,2017-01_Q2,62.46,19.38,34.6,27.86,0.737,1.287,1.285,0.183
2017-02-01,2017-02-15,2017-02_Q1,87.5,20.47,34.59,52.91,0.312,1.327,1.368,0.339
2017-02-16,2017-02-28,2017-02_Q2,25.1,20.02,34.59,-9.49,-0.178,0.978,1.038,0.176
2017-03-01,2017-03-15,2017-03_Q1,257.33,20.01,36.75,220.58,0.739,1.009,1.156,0.562
2017-03-16,2017-03-31,2017-03_Q2,289.46,19.48,36.75,252.71,1.575,0.993,1.224,0.844
2017-04-01,2017-04-15,2017-04_Q1,149.41,20.47,39.54,109.87,1.0,0.748,1.049,0.811
2017-04-16,2017-04-30,2017-04_Q2,145.12,20.72,39.54,105.58,-1.011,0.591,0.911,0.744
2017-05-01,2017-05-15,2017-05_Q1,336.8,19.87,40.4,296.4,0.96,1.207,1.29,1.324
2017-05-16,2017-05-31,2017-05_Q2,226.62,20.88,40.4,186.22,1.148,1.353,1.289,1.375
2017-06-01,2017-06-15,2017-06_Q1,193.2,20.58,39.73,153.47,0.358,1.099,1.14,1.548
2017-06-16,2017-06-30,2017-06_Q2,226.33,20.36,39.73,186.6,1.348,0.995,1.22,1.66
2017-07-01,2017-07-15,2017-07_Q1,66.47,20.97,43.35,23.12,0.312,1.303,1.12,1.598
2017-07-16,2017-07-31,2017-07_Q2,100.03,21.06,43.35,56.68,-0.848,1.113,0.989,1.659
2017-08-01,2017-08-15,2017-08_Q1,193.33,21.4,43.07,150.26,0.185,0.698,1.089,1.597
2017-08-16,2017-08-31,2017-08_Q2,179.88,20.7,43.07,136.81,0.728,0.331,1.253,1.527
2017-09-01,2017-09-15,2017-09_Q1,265.89,20.76,40.28,225.61,0.816,0.489,1.113,1.407
2017-09-16,2017-09-30,2017-09_Q2,184.21,20.95,40.28,143.93,0.34,0.072,0.654,1.181
