crop,period_start,period_end,label,mean_C,std_C,var_C,temp_status,temp_detail,temp_score
cacao_ccn51,2016-01-01,2016-01-15,2016-01_Q1,10.7,0.58,0.33,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-01-16,2016-01-31,2016-01_Q2,10.68,0.83,0.7,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-02-01,2016-02-15,2016-02_Q1,10.73,0.33,0.11,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-02-16,2016-02-29,2016-02_Q2,11.05,0.49,0.24,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-03-01,2016-03-15,2016-03_Q1,11.32,0.41,0.17,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-03-16,2016-03-31,2016-03_Q2,11.53,0.38,0.14,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-04-01,2016-04-15,2016-04_Q1,10.87,0.49,0.24,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-04-16,2016-04-30,2016-04_Q2,10.74,0.39,0.15,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-05-01,2016-05-15,2016-05_Q1,10.07,0.41,0.17,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-05-16,2016-05-31,2016-05_Q2,10.3,0.37,0.14,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-06-01,2016-06-15,2016-06_Q1,9.42,0.44,0.2,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-06-16,2016-06-30,2016-06_Q2,9.29,0.38,0.14,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-07-01,2016-07-15,2016-07_Q1,9.17,0.33,0.11,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-07-16,2016-07-31,2016-07_Q2,8.93,0.28,0.08,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-08-01,2016-08-15,2016-08_Q1,9.67,0.31,0.1,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-08-16,2016-08-31,2016-08_Q2,9.59,0.33,0.11,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-09-01,2016-09-15,2016-09_Q1,9.52,0.27,0.07,NOT_RECOMMENDED,too cold for crop,0.0
cacao_ccn51,2016-09-16,2016-09-30,2016-09_Q2,9.3,0.45,0.2,NOT_RECOMMENDED,too cold for crop,0.0
