period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,53.19,12.7,27.93,25.26,,,,
2016-01-16,2016-01-31,2016-01_Q2,0.0,12.55,27.93,-27.93,0.276,,,
2016-02-01,2016-02-15,2016-02_Q1,0.0,12.75,26.24,-26.24,-1.516,,,
2016-02-16,2016-02-29,2016-02_Q2,16.23,13.09,26.24,-10.01,-1.557,,,
2016-03-01,2016-03-15,2016-03_Q1,0.0,13.12,30.64,-30.64,-1.176,,,
2016-03-16,2016-03-31,2016-03_Q2,40.6,13.57,30.64,9.96,-1.378,-1.227,,
2016-04-01,2016-04-15,2016-04_Q1,46.53,12.75,28.28,18.25,-0.667,-1.697,,
2016-04-16,2016-04-30,2016-04_Q2,61.26,12.56,28.28,32.98,-1.246,-1.51,,
2016-05-01,2016-05-15,2016-05_Q1,86.49,11.92,28.05,58.44,-0.741,-1.029,,
2016-05-16,2016-05-31,2016-05_Q2,86.62,12.28,28.05,58.57,-0.095,-1.014,,
2016-06-01,2016-06-15,2016-06_Q1,28.0,11.42,25.56,2.44,-1.093,-1.221,,
2016-06-16,2016-06-30,2016-06_Q2,51.0,11.46,25.56,25.44,-1.489,-1.26,-1.284,
2016-07-01,2016-07-15,2016-07_Q1,44.95,11.43,25.72,19.23,0.168,-0.897,-1.484,
2016-07-16,2016-07-31,2016-07_Q2,29.88,11.0,25.72,4.16,-1.415,-1.469,-1.59,
2016-08-01,2016-08-15,2016-08_Q1,55.71,11.71,26.84,28.87,-1.126,-1.323,-1.442,
2016-08-16,2016-08-31,2016-08_Q2,39.92,11.75,26.84,13.08,-0.145,-1.407,-1.491,
2016-09-01,2016-09-15,2016-09_Q1,62.85,11.45,24.76,38.09,-0.917,-0.92,-1.358,
2016-09-16,2016-09-30,2016-09_Q2,33.11,11.38,24.76,8.35,-1.048,-1.363,-1.479,
2016-10-01,2016-10-15,2016-10_Q1,62.76,11.78,25.91,36.85,-1.39,-1.375,-1.354,
2016-10-16,2016-10-31,2016-10_Q2,85.68,11.6,25.91,59.77,-0.663,-1.114,-1.512,
2016-11-01,2016-11-15,2016-11_Q1,154.69,11.64,24.42,130.27,0.493,-0.399,-1.234,
2016-11-16,2016-11-30,2016-11_Q2,70.94,11.49,24.42,46.52,1.25,0.004,-0.782,
2016-12-01,2016-12-15,2016-12_Q1,51.16,11.08,23.55,27.61,0.983,0.422,-0.136,
