period_start,period_end,label,precip_total_mm,precip_rainy_days,precip_max_daily_mm
2016-01-01,2016-01-15,2016-01_Q1,38.34,2.0,23.91
2016-01-16,2016-01-31,2016-01_Q2,0.0,0.0,0.0
2016-02-01,2016-02-15,2016-02_Q1,6.53,1.0,6.53
2016-02-16,2016-02-29,2016-02_Q2,5.58,1.0,5.58
2016-03-01,2016-03-15,2016-03_Q1,5.06,1.0,5.06
2016-03-16,2016-03-31,2016-03_Q2,15.44,3.0,6.1
2016-04-01,2016-04-15,2016-04_Q1,35.02,5.0,10.54
2016-04-16,2016-04-30,2016-04_Q2,122.34,13.0,17.29
2016-05-01,2016-05-15,2016-05_Q1,78.79,10.0,19.74
2016-05-16,2016-05-31,2016-05_Q2,66.29,12.0,11.55
2016-06-01,2016-06-15,2016-06_Q1,23.44,7.0,4.76
2016-06-16,2016-06-30,2016-06_Q2,25.03,8.0,5.02
2016-07-01,2016-07-15,2016-07_Q1,47.07,11.0,7.58
2016-07-16,2016-07-31,2016-07_Q2,44.15,11.0,14.84
2016-08-01,2016-08-15,2016-08_Q1,52.19,10.0,9.29
2016-08-16,2016-08-31,2016-08_Q2,51.92,11.0,9.16
2016-09-01,2016-09-15,2016-09_Q1,70.27,11.0,15.4
2016-09-16,2016-09-30,2016-09_Q2,44.51,11.0,5.73
2016-10-01,2016-10-15,2016-10_Q1,74.93,9.0,14.25
2016-10-16,2016-10-31,2016-10_Q2,79.05,10.0,17.42
2016-11-01,2016-11-15,2016-11_Q1,86.37,9.0,20.88
2016-11-16,2016-11-30,2016-11_Q2,128.64,6.0,40.61
2016-12-01,2016-12-15,2016-12_Q1,32.53,2.0,19.52
2016-12-16,2016-12-31,2016-12_Q2,8.2,2.0,4.1
2017-01-01,2017-01-15,2017-01_Q1,42.22,3.0,21.11
2017-01-16,2017-01-31,2017-01_Q2,0.0,0.0,0.0
2017-02-01,2017-02-15,2017-02_Q1,0.0,0.0,0.0
2017-02-16,2017-02-28,2017-02_Q2,10.99,1.0,10.99
2017-03-01,2017-03-15,2017-03_Q1,44.44,6.0,20.16
2017-03-16,2017-03-31,2017-03_Q2,61.91,4.0,21.67
2017-04-01,2017-04-15,2017-04_Q1,21.94,7.0,4.34
2017-04-16,2017-04-30,2017-04_Q2,63.93,11.0,13.69
2017-05-01,2017-05-15,2017-05_Q1,144.64,13.0,21.85
2017-05-16,2017-05-31,2017-05_Q2,64.37,12.0,9.62
2017-06-01,2017-06-15,2017-06_Q1,71.76,12.0,22.1
2017-06-16,2017-06-30,2017-06_Q2,70.73,11.0,13.25
2017-07-01,2017-07-15,2017-07_Q1,66.44,11.0,12.82
2017-07-16,2017-07-31,2017-07_Q2,61.05,14.0,14.07
2017-08-01,2017-08-15,2017-08_Q1,48.9,10.0,9.34
2017-08-16,2017-08-31,2017-08_Q2,72.87,14.0,8.9
2017-09-01,2017-09-15,2017-09_Q1,103.45,14.0,16.83
2017-09-16,2017-09-30,2017-09_Q2,60.2,11.0,11.08
2017-10-01,2017-10-15,2017-10_Q1,66.95,9.0,15.51
2017-10-16,2017-10-31,2017-10_Q2,88.41,10.0,19.18
2017-11-01,2017-11-15,2017-11_Q1,87.23,8.0,13.43
2017-11-16,2017-11-30,2017-11_Q2,34.68,3.0,17.92
2017-12-01,2017-12-15,2017-12_Q1,18.0,4.0,5.29
2017-12-16,2017-12-31,2017-12_Q2,19.82,2.0,9.91
2018-01-01,2018-01-15,2018-01_Q1,43.16,7.0,10.57
2018-01-16,2018-01-31,2018-01_Q2,17.01,2.0,11.63
2018-02-01,2018-02-15,2018-02_Q1,7.09,2.0,3.71
2018-02-16,2018-02-28,2018-02_Q2,0.0,0.0,0.0
2018-03-01,2018-03-15,2018-03_Q1,3.94,1.0,3.94
2018-03-16,2018-03-31,2018-03_Q2,34.18,10.0,10.95
2018-04-01,2018-04-15,2018-04_Q1,50.98,6.0,12.97
2018-04-16,2018-04-30,2018-04_Q2,86.82,11.0,18.68
2018-05-01,2018-05-15,2018-05_Q1,121.41,12.0,23.67
2018-05-16,2018-05-31,2018-05_Q2,117.09,13.0,18.49
2018-06-01,2018-06-15,2018-06_Q1,20.13,8.0,4.12
