crop,period_start,period_end,label,mean_C,std_C,var_C,temp_status,temp_detail,temp_score
cacao_ccn51,2016-01-01,2016-01-15,2016-01_Q1,18.33,0.51,0.26,VIABLE,optimal temperature range,1.0
cacao_ccn51,2016-01-16,2016-01-31,2016-01_Q2,18.03,0.73,0.54,VIABLE,optimal temperature range,1.0
cacao_ccn51,2016-02-01,2016-02-15,2016-02_Q1,18.63,0.44,0.2,VIABLE,optimal temperature range,1.0
cacao_ccn51,2016-02-16,2016-02-29,2016-02_Q2,18.9,0.58,0.33,VIABLE,optimal temperature range,1.0
cacao_ccn51,2016-03-01,2016-03-15,2016-03_Q1,18.56,0.62,0.39,VIABLE,optimal temperature range,1.0
cacao_ccn51,2016-03-16,2016-03-31,2016-03_Q2,19.59,0.7,0.49,VIABLE,optimal temperature range,1.0
cacao_ccn51,2016-04-01,2016-04-15,2016-04_Q1,18.14,0.71,0.5,VIABLE,optimal temperature range,1.0
cacao_ccn51,2016-04-16,2016-04-30,2016-04_Q2,17.81,0.48,0.23,VIABLE_WITH_RESERVE,cool for crop,0.9367
cacao_ccn51,2016-05-01,2016-05-15,2016-05_Q1,17.27,0.66,0.43,VIABLE_WITH_RESERVE,cool for crop,0.7567
cacao_ccn51,2016-05-16,2016-05-31,2016-05_Q2,17.99,0.75,0.57,VIABLE_WITH_RESERVE,cool for crop,0.9967
cacao_ccn51,2016-06-01,2016-06-15,2016-06_Q1,17.29,0.68,0.47,VIABLE_WITH_RESERVE,cool for crop,0.7633
cacao_ccn51,2016-06-16,2016-06-30,2016-06_Q2,17.68,0.66,0.43,VIABLE_WITH_RESERVE,cool for crop,0.8933
cacao_ccn51,2016-07-01,2016-07-15,2016-07_Q1,17.75,0.5,0.25,VIABLE_WITH_RESERVE,cool for crop,0.9167
cacao_ccn51,2016-07-16,2016-07-31,2016-07_Q2,17.07,0.32,0.1,VIABLE_WITH_RESERVE,cool for crop,0.69
cacao_ccn51,2016-08-01,2016-08-15,2016-08_Q1,17.66,0.59,0.35,VIABLE_WITH_RESERVE,cool for crop,0.8867
cacao_ccn51,2016-08-16,2016-08-31,2016-08_Q2,18.02,0.73,0.54,VIABLE,optimal temperature range,1.0
cacao_ccn51,2016-09-01,2016-09-15,2016-09_Q1,17.12,0.29,0.08,VIABLE_WITH_RESERVE,cool for crop,0.7067
cacao_ccn51,2016-09-16,2016-09-30,2016-09_Q2,17.36,0.39,0.15,VIABLE_WITH_RESERVE,cool for crop,0.7867
cacao_ccn51,2016-10-01,2016-10-15,2016-10_Q1,17.15,0.42,0.18,VIABLE_WITH_RESERVE,cool for crop,0.7167
cacao_ccn51,2016-10-16,2016-10-31,2016-10_Q2,16.93,0.48,0.23,VIABLE_WITH_RESERVE,cool for crop,0.6433
cacao_ccn51,2016-11-01,2016-11-15,2016-11_Q1,16.85,0.62,0.39,VIABLE_WITH_RESERVE,cool for crop,0.6167
cacao_ccn51,2016-11-16,2016-11-30,2016-11_Q2,16.58,0.48,0.23,VIABLE_WITH_RESERVE,cool for crop,0.5267
cacao_ccn51,2016-12-01,2016-12-15,2016-12_Q1,16.97,0.5,0.25,VIABLE_WITH_RESERVE,cool for crop,0.6567
cacao_ccn51,2016-12-16,2016-12-31,2016-12_Q2,16.83,0.34,0.12,VIABLE_WITH_RESERVE,cool for crop,0.61
cacao_ccn51,2017-01-01,2017-01-15,2017-01_Q1,17.13,0.7,0.49,VIABLE_WITH_RESERVE,cool for crop,0.71
cacao_ccn51,2017-01-16,2017-01-31,2017-01_Q2,16.85,0.72,0.52,VIABLE_WITH_RESERVE,cool for crop,0.6167
cacao_ccn51,2017-02-01,2017-02-15,2017-02_Q1,18.05,0.62,0.38,VIABLE,optimal temperature range,1.0
cacao_ccn51,2017-02-16,2017-02-28,2017-02_Q2,17.13,0.41,0.16,VIABLE_WITH_RESERVE,cool for crop,0.71
cacao_ccn51,2017-03-01,2017-03-15,2017-03_Q1,17.05,0.56,0.31,VIABLE_WITH_RESERVE,cool for crop,0.6833
cacao_ccn51,2017-03-16,2017-03-31,2017-03_Q2,16.74,0.19,0.04,VIABLE_WITH_RESERVE,cool for crop,0.58
