period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,55.01,26.64,75.35,-20.34,,,,
2016-01-16,2016-01-31,2016-01_Q2,0.0,27.85,75.35,-75.35,-1.111,,,
2016-02-01,2016-02-15,2016-02_Q1,0.0,28.19,72.6,-72.6,-1.864,,,
2016-02-16,2016-02-29,2016-02_Q2,23.49,27.34,72.6,-49.11,-1.663,,,
2016-03-01,2016-03-15,2016-03_Q1,53.0,25.59,64.33,-11.33,-1.089,,,
2016-03-16,2016-03-31,2016-03_Q2,86.27,26.02,64.33,21.94,-0.57,-1.255,,
2016-04-01,2016-04-15,2016-04_Q1,85.12,23.92,52.36,32.76,0.095,-1.255,,
2016-04-16,2016-04-30,2016-04_Q2,105.12,24.8,52.36,52.76,0.011,-0.918,,
2016-05-01,2016-05-15,2016-05_Q1,46.65,24.55,56.7,-10.05,-0.496,-0.773,,
2016-05-16,2016-05-31,2016-05_Q2,29.55,24.81,56.7,-27.15,-1.144,-0.741,,
2016-06-01,2016-06-15,2016-06_Q1,26.1,24.5,52.3,-26.2,-1.742,-0.956,,
2016-06-16,2016-06-30,2016-06_Q2,10.81,24.06,52.3,-41.49,-1.449,-1.203,-1.356,
2016-07-01,2016-07-15,2016-07_Q1,18.55,24.27,53.49,-34.94,-0.823,-1.524,-1.533,
2016-07-16,2016-07-31,2016-07_Q2,18.95,24.15,53.49,-34.54,-0.0,-1.369,-1.38,
2016-08-01,2016-08-15,2016-08_Q1,0.0,25.09,62.99,-62.99,-0.674,-1.794,-1.234,
2016-08-16,2016-08-31,2016-08_Q2,28.02,26.01,62.99,-34.97,-0.771,-1.321,-1.106,
2016-09-01,2016-09-15,2016-09_Q1,49.22,25.58,61.16,-11.94,0.572,-0.563,-0.873,
2016-09-16,2016-09-30,2016-09_Q2,31.83,25.69,61.16,-29.33,0.539,-0.097,-1.134,
2016-10-01,2016-10-15,2016-10_Q1,100.99,24.18,53.28,47.71,0.901,0.524,-0.662,
2016-10-16,2016-10-31,2016-10_Q2,50.48,24.48,53.28,-2.8,0.295,0.35,-1.014,
2016-11-01,2016-11-15,2016-11_Q1,101.54,23.35,43.95,57.59,-0.47,0.424,-0.852,
2016-11-16,2016-11-30,2016-11_Q2,87.06,22.98,43.95,43.11,-0.321,0.291,-0.477,
2016-12-01,2016-12-15,2016-12_Q1,103.59,23.08,47.24,56.35,0.413,0.282,0.09,
2016-12-16,2016-12-31,2016-12_Q2,46.05,23.88,47.24,-1.19,0.593,0.213,0.178,-1.201
2017-01-01,2017-01-15,2017-01_Q1,57.67,23.72,47.18,10.49,-0.463,-0.188,0.18,-1.063
2017-01-16,2017-01-31,2017-01_Q2,37.76,23.2,47.18,-9.42,0.603,0.264,0.307,-0.76
2017-02-01,2017-02-15,2017-02_Q1,10.32,25.11,48.11,-37.79,-0.041,0.323,0.24,-0.723
2017-02-16,2017-02-28,2017-02_Q2,121.03,23.58,48.11,72.92,0.846,0.853,0.477,-0.254
2017-03-01,2017-03-15,2017-03_Q1,81.38,23.81,47.9,33.48,0.639,0.32,0.273,-0.163
2017-03-16,2017-03-31,2017-03_Q2,173.9,23.16,47.9,126.0,0.906,0.94,0.535,0.072
2017-04-01,2017-04-15,2017-04_Q1,87.49,23.75,48.3,39.19,1.522,1.276,0.436,0.043
2017-04-16,2017-04-30,2017-04_Q2,42.89,23.73,48.3,-5.41,-0.885,0.576,0.366,-0.14
2017-05-01,2017-05-15,2017-05_Q1,157.47,23.02,48.9,108.57,0.414,1.22,0.813,0.197
2017-05-16,2017-05-31,2017-05_Q2,36.5,24.06,48.9,-12.4,1.443,0.781,0.79,0.2
2017-06-01,2017-06-15,2017-06_Q1,60.48,24.35,50.14,10.34,-0.664,1.156,0.606,0.286
