period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,30.2,23.45,48.78,-18.58,,,,
2016-01-16,2016-01-31,2016-01_Q2,0.0,23.96,48.78,-48.78,-1.225,,,
2016-02-01,2016-02-15,2016-02_Q1,0.0,24.62,48.62,-48.62,-1.475,,,
2016-02-16,2016-02-29,2016-02_Q2,84.09,24.17,48.62,35.47,0.175,,,
2016-03-01,2016-03-15,2016-03_Q1,0.0,23.08,55.04,-55.04,0.161,,,
2016-03-16,2016-03-31,2016-03_Q2,69.32,25.8,55.04,14.28,-1.131,-1.071,,
2016-04-01,2016-04-15,2016-04_Q1,91.45,23.74,52.87,38.58,0.329,-0.551,,
2016-04-16,2016-04-30,2016-04_Q2,138.54,24.7,52.87,85.67,0.373,-0.331,,
2016-05-01,2016-05-15,2016-05_Q1,37.03,23.66,56.62,-19.59,0.179,-0.043,,
2016-05-16,2016-05-31,2016-05_Q2,37.48,25.12,56.62,-19.14,-1.018,-0.728,,
2016-06-01,2016-06-15,2016-06_Q1,15.0,25.34,60.37,-45.37,-1.405,-0.668,,
2016-06-16,2016-06-30,2016-06_Q2,14.74,24.94,60.37,-45.63,-1.83,-0.621,-1.027,
2016-07-01,2016-07-15,2016-07_Q1,19.61,25.3,61.94,-42.33,-0.934,-0.604,-0.946,
2016-07-16,2016-07-31,2016-07_Q2,17.95,24.91,61.94,-43.99,0.305,-1.378,-0.82,
2016-08-01,2016-08-15,2016-08_Q1,26.33,26.05,68.51,-42.18,-0.1,-1.445,-0.48,
2016-08-16,2016-08-31,2016-08_Q2,26.73,26.14,68.51,-41.78,-0.742,-1.234,-0.852,
2016-09-01,2016-09-15,2016-09_Q1,51.47,24.98,60.51,-9.04,-0.372,-0.653,-0.562,
2016-09-16,2016-09-30,2016-09_Q2,33.16,25.93,60.51,-27.35,-0.733,-0.912,-0.841,
2016-10-01,2016-10-15,2016-10_Q1,89.4,23.95,50.8,38.6,-0.866,-0.867,-1.244,
2016-10-16,2016-10-31,2016-10_Q2,102.74,23.79,50.8,51.94,-0.138,-0.73,-1.528,
2016-11-01,2016-11-15,2016-11_Q1,222.53,22.38,39.02,183.51,0.44,0.073,-0.544,
2016-11-16,2016-11-30,2016-11_Q2,115.28,22.0,39.02,76.26,1.182,0.428,0.174,
2016-12-01,2016-12-15,2016-12_Q1,112.9,22.07,36.63,76.27,1.488,0.869,0.662,
2016-12-16,2016-12-31,2016-12_Q2,55.04,21.0,36.63,18.41,1.583,1.154,0.875,0.221
2017-01-01,2017-01-15,2017-01_Q1,116.05,20.66,32.51,83.54,1.361,1.404,0.983,0.614
2017-01-16,2017-01-31,2017-01_Q2,0.0,20.64,32.51,-32.51,1.451,1.605,1.036,0.751
2017-02-01,2017-02-15,2017-02_Q1,23.97,21.96,35.06,-11.09,-0.01,1.741,1.114,0.911
2017-02-16,2017-02-28,2017-02_Q2,39.05,21.7,35.06,3.99,0.575,1.631,1.173,0.787
2017-03-01,2017-03-15,2017-03_Q1,41.88,21.52,38.32,3.56,0.739,1.217,1.227,0.812
2017-03-16,2017-03-31,2017-03_Q2,106.46,21.7,38.32,68.14,1.409,1.487,1.451,1.04
2017-04-01,2017-04-15,2017-04_Q1,75.34,23.23,48.77,26.57,0.817,1.012,1.45,0.882
2017-04-16,2017-04-30,2017-04_Q2,104.52,23.9,48.77,55.75,-0.384,0.543,1.773,0.648
2017-05-01,2017-05-15,2017-05_Q1,112.15,22.87,50.35,61.8,0.753,1.06,1.85,0.913
2017-05-16,2017-05-31,2017-05_Q2,27.76,24.0,50.35,-22.59,0.851,0.768,1.804,0.795
2017-06-01,2017-06-15,2017-06_Q1,21.59,24.59,56.17,-34.58,-1.229,0.411,1.065,0.817
2017-06-16,2017-06-30,2017-06_Q2,33.53,24.47,56.17,-22.64,-0.221,0.159,1.113,0.9
2017-07-01,2017-07-15,2017-07_Q1,12.28,25.08,61.18,-48.9,0.252,0.219,0.654,0.881
2017-07-16,2017-07-31,2017-07_Q2,17.47,24.92,61.18,-43.71,-0.995,0.446,0.594,0.882
2017-08-01,2017-08-15,2017-08_Q1,22.99,25.48,62.98,-39.99,0.107,-0.994,0.627,0.802
2017-08-16,2017-08-31,2017-08_Q2,74.9,25.24,62.98,11.92,1.323,0.455,0.805,0.975
2017-09-01,2017-09-15,2017-09_Q1,58.29,25.11,60.1,-1.81,1.105,0.81,0.837,1.104
2017-09-16,2017-09-30,2017-09_Q2,50.33,25.68,60.1,-9.77,-0.231,0.316,0.518,1.175
2017-10-01,2017-10-15,2017-10_Q1,73.36,24.79,56.57,16.79,-0.977,-0.083,0.4,1.11
2017-10-16,2017-10-31,2017-10_Q2,72.16,24.73,56.57,15.59,-1.392,-0.426,-0.143,0.83
2017-11-01,2017-11-15,2017-11_Q1,133.12,23.66,44.62,88.5,-0.945,-0.62,-1.269,0.857
2017-11-16,2017-11-30,2017-11_Q2,89.91,22.79,44.62,45.29,0.026,-0.795,-0.491,0.855
2017-12-01,2017-12-15,2017-12_Q1,86.73,22.94,41.43,45.3,0.768,-0.619,-0.061,0.867
2017-12-16,2017-12-31,2017-12_Q2,0.0,21.97,41.43,-41.43,0.292,-0.854,-0.512,0.788
2018-01-01,2018-01-15,2018-01_Q1,78.77,22.79,45.01,33.76,-0.357,-0.263,-0.227,0.422
2018-01-16,2018-01-31,2018-01_Q2,0.0,23.34,45.01,-45.01,0.271,0.068,-0.343,0.435
2018-02-01,2018-02-15,2018-02_Q1,5.4,21.61,32.71,-27.31,-0.863,-0.072,-0.519,0.372
2018-02-16,2018-02-28,2018-02_Q2,36.21,21.03,32.71,3.5,-0.399,0.222,-0.677,0.349
2018-03-01,2018-03-15,2018-03_Q1,6.86,23.08,46.69,-39.83,-0.25,-0.834,-1.216,0.015
