period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,26.86,24.65,62.78,-35.92,,,,
2016-01-16,2016-01-31,2016-01_Q2,0.0,26.26,62.78,-62.78,-1.571,,,
2016-02-01,2016-02-15,2016-02_Q1,13.18,23.96,47.61,-34.43,-1.528,,,
2016-02-16,2016-02-29,2016-02_Q2,23.76,23.52,47.61,-23.85,-1.583,,,
2016-03-01,2016-03-15,2016-03_Q1,155.92,23.46,50.21,105.71,-0.578,,,
2016-03-16,2016-03-31,2016-03_Q2,105.13,23.06,50.21,54.92,-0.112,-1.67,,
2016-04-01,2016-04-15,2016-04_Q1,161.53,22.9,46.36,115.17,0.134,-1.663,,
2016-04-16,2016-04-30,2016-04_Q2,157.32,22.7,46.36,110.96,0.254,-1.107,,
2016-05-01,2016-05-15,2016-05_Q1,150.7,22.11,43.4,107.3,-0.627,-1.219,,
2016-05-16,2016-05-31,2016-05_Q2,168.77,21.7,43.4,125.37,-1.139,-0.609,,
2016-06-01,2016-06-15,2016-06_Q1,240.3,21.7,37.35,202.95,0.864,-0.039,,
2016-06-16,2016-06-30,2016-06_Q2,0.0,20.11,37.35,-37.35,-1.096,-1.023,-1.932,
2016-07-01,2016-07-15,2016-07_Q1,81.16,20.79,37.43,43.73,-1.494,-1.381,-1.702,
2016-07-16,2016-07-31,2016-07_Q2,256.81,20.53,37.43,219.38,0.148,-1.051,-1.15,
2016-08-01,2016-08-15,2016-08_Q1,88.18,21.7,43.0,45.18,0.662,-1.087,-1.362,
2016-08-16,2016-08-31,2016-08_Q2,92.31,21.98,43.0,49.31,-0.794,-1.047,-1.128,
2016-09-01,2016-09-15,2016-09_Q1,194.29,21.79,41.79,152.5,0.831,-0.636,-0.687,
2016-09-16,2016-09-30,2016-09_Q2,103.34,22.03,41.79,61.55,1.668,0.315,-0.45,
2016-10-01,2016-10-15,2016-10_Q1,185.04,22.47,46.24,138.8,1.223,1.0,-0.175,
2016-10-16,2016-10-31,2016-10_Q2,89.31,22.61,46.24,43.07,0.742,0.549,-0.248,
2016-11-01,2016-11-15,2016-11_Q1,93.1,22.5,43.85,49.25,-0.547,0.825,0.087,
2016-11-16,2016-11-30,2016-11_Q2,158.82,22.28,43.85,114.97,0.558,1.235,0.272,
2016-12-01,2016-12-15,2016-12_Q1,71.08,22.34,44.5,26.58,1.39,0.767,0.045,
2016-12-16,2016-12-31,2016-12_Q2,46.68,22.15,44.5,2.18,0.063,0.616,0.595,-1.03
2017-01-01,2017-01-15,2017-01_Q1,6.98,21.87,42.25,-35.27,-1.236,-0.325,0.727,-0.952
2017-01-16,2017-01-31,2017-01_Q2,74.81,21.71,42.25,32.56,-0.407,0.127,0.315,-0.694
2017-02-01,2017-02-15,2017-02_Q1,9.31,23.42,43.82,-34.51,-0.628,-0.443,-0.095,-0.842
2017-02-16,2017-02-28,2017-02_Q2,116.38,22.54,43.82,72.56,-0.506,-0.862,0.527,-0.469
2017-03-01,2017-03-15,2017-03_Q1,144.61,22.24,44.82,99.79,0.749,-0.71,0.163,-0.403
2017-03-16,2017-03-31,2017-03_Q2,204.9,22.25,44.82,160.08,1.845,0.186,0.713,0.004
2017-04-01,2017-04-15,2017-04_Q1,138.59,22.73,44.72,93.87,1.544,0.711,0.439,-0.029
2017-04-16,2017-04-30,2017-04_Q2,160.66,22.23,44.72,115.94,-0.106,0.48,0.598,-0.054
2017-05-01,2017-05-15,2017-05_Q1,285.71,22.14,45.79,239.92,1.01,1.545,0.888,0.445
2017-05-16,2017-05-31,2017-05_Q2,99.35,22.6,45.79,53.56,-0.006,0.916,0.445,0.22
2017-06-01,2017-06-15,2017-06_Q1,215.9,22.02,40.62,175.28,-0.798,1.15,0.335,0.094
2017-06-16,2017-06-30,2017-06_Q2,70.07,21.19,40.62,29.45,-0.434,-0.253,-0.025,0.381
2017-07-01,2017-07-15,2017-07_Q1,84.5,20.57,36.7,47.8,-0.826,-0.52,-0.038,0.369
2017-07-16,2017-07-31,2017-07_Q2,276.88,20.43,36.7,240.18,0.59,-0.176,0.279,0.574
2017-08-01,2017-08-15,2017-08_Q1,113.08,22.26,46.18,66.9,1.148,-0.913,0.654,0.391
2017-08-16,2017-08-31,2017-08_Q2,208.15,22.66,46.18,161.97,1.116,0.719,0.853,0.814
2017-09-01,2017-09-15,2017-09_Q1,58.5,22.78,44.59,13.91,0.499,0.049,0.511,0.34
2017-09-16,2017-09-30,2017-09_Q2,166.54,22.17,44.59,121.95,0.381,0.961,0.629,0.64
2017-10-01,2017-10-15,2017-10_Q1,112.68,22.64,45.69,66.99,1.07,1.028,0.448,0.407
2017-10-16,2017-10-31,2017-10_Q2,79.79,22.23,45.69,34.1,-0.182,0.39,0.314,0.312
2017-11-01,2017-11-15,2017-11_Q1,114.81,22.22,43.72,71.09,-0.261,0.641,0.012,0.345
2017-11-16,2017-11-30,2017-11_Q2,122.43,22.51,43.72,78.71,0.22,0.024,0.394,0.232
2017-12-01,2017-12-15,2017-12_Q1,104.83,22.73,47.3,57.53,1.298,0.738,0.434,0.336
2017-12-16,2017-12-31,2017-12_Q2,59.02,22.84,47.3,11.72,0.64,0.127,0.752,0.425
2018-01-01,2018-01-15,2018-01_Q1,105.53,21.99,43.77,61.76,0.723,0.576,1.233,0.669
2018-01-16,2018-01-31,2018-01_Q2,25.76,22.2,43.77,-18.01,0.378,0.728,0.621,0.491
2018-02-01,2018-02-15,2018-02_Q1,0.0,24.31,49.15,-49.15,-1.277,0.015,0.001,0.59
2018-02-16,2018-02-28,2018-02_Q2,85.55,23.77,49.15,36.4,-1.104,-0.304,-0.365,0.308
2018-03-01,2018-03-15,2018-03_Q1,54.8,23.26,48.9,5.9,-1.463,-1.938,-0.413,0.016
2018-03-16,2018-03-31,2018-03_Q2,148.12,22.78,48.9,99.22,-1.173,-0.988,-0.852,-0.19
2018-04-01,2018-04-15,2018-04_Q1,182.46,21.87,40.69,141.77,1.376,-1.221,-0.338,0.046
2018-04-16,2018-04-30,2018-04_Q2,124.69,21.45,40.69,84.0,0.246,-1.191,-0.248,-0.123
2018-05-01,2018-05-15,2018-05_Q1,165.5,21.82,41.31,124.19,-0.792,-0.849,-0.676,-0.92
2018-05-16,2018-05-31,2018-05_Q2,207.27,21.15,41.31,165.96,-0.068,-0.592,-0.735,-0.182
2018-06-01,2018-06-15,2018-06_Q1,213.42,20.94,35.8,177.62,1.064,0.749,-1.109,-0.147
2018-06-16,2018-06-30,2018-06_Q2,178.13,20.18,35.8,142.33,1.133,0.774,-0.206,0.359
2018-07-01,2018-07-15,2018-07_Q1,69.64,20.65,38.22,31.42,0.011,-0.045,-0.718,0.24
2018-07-16,2018-07-31,2018-07_Q2,157.46,21.01,38.22,119.24,-1.196,-0.393,-0.769,-0.136
2018-08-01,2018-08-15,2018-08_Q1,142.42,21.43,40.25,102.17,0.136,0.496,-0.37,-0.331
2018-08-16,2018-08-31,2018-08_Q2,88.81,21.13,40.25,48.56,0.135,-0.04,-0.507,-0.634
2018-09-01,2018-09-15,2018-09_Q1,114.87,22.18,45.02,69.85,-0.465,-0.306,-0.009,-0.359
2018-09-16,2018-09-30,2018-09_Q2,30.62,22.94,45.02,-14.4,-1.676,-1.349,-0.478,-0.883
2018-10-01,2018-10-15,2018-10_Q1,148.83,22.01,44.38,104.45,-0.643,-0.405,-0.549,-0.609
2018-10-16,2018-10-31,2018-10_Q2,154.28,22.35,44.38,109.9,0.989,0.082,-0.072,-0.283
2018-11-01,2018-11-15,2018-11_Q1,49.14,22.49,44.3,4.84,-0.074,-1.066,-0.15,-0.561
2018-11-16,2018-11-30,2018-11_Q2,87.47,22.47,44.3,43.17,-1.496,-0.62,-0.507,-0.691
2018-12-01,2018-12-15,2018-12_Q1,0.0,22.2,45.37,-45.37,-1.212,-1.057,-0.893,-1.043
2018-12-16,2018-12-31,2018-12_Q2,45.46,22.63,45.37,0.09,-1.195,-0.838,-1.472,-1.121
2019-01-01,2019-01-15,2019-01_Q1,40.24,23.22,47.23,-6.99,-0.567,-1.144,-1.151,-1.239
2019-01-16,2019-01-31,2019-01_Q2,102.75,22.31,47.23,55.52,0.464,-1.3,-0.88,-1.073
2019-02-01,2019-02-15,2019-02_Q1,76.63,22.57,43.82,32.81,0.48,-0.846,-1.41,-1.025
2019-02-16,2019-02-28,2019-02_Q2,30.31,23.39,43.82,-13.51,-0.734,-1.68,-1.386,-1.142
2019-03-01,2019-03-15,2019-03_Q1,138.71,22.43,45.93,92.78,-0.629,-0.449,-1.251,-0.734
2019-03-16,2019-03-31,2019-03_Q2,145.23,22.49,45.93,99.3,0.558,-0.107,-0.651,-0.796
2019-04-01,2019-04-15,2019-04_Q1,145.35,22.83,45.21,100.14,0.722,0.15,-1.072,-0.897
2019-04-16,2019-04-30,2019-04_Q2,155.57,22.32,45.21,110.36,-0.09,-0.291,-1.619,-0.884
2019-05-01,2019-05-15,2019-05_Q1,204.25,22.61,45.45,158.8,0.114,-0.053,-0.732,-1.051
2019-05-16,2019-05-31,2019-05_Q2,217.44,22.0,45.45,171.99,0.652,0.605,-0.236,-0.898
2019-06-01,2019-06-15,2019-06_Q1,161.0,21.3,38.48,122.52,0.361,0.459,-0.134,-1.087
2019-06-16,2019-06-30,2019-06_Q2,136.36,21.0,38.48,97.88,-0.179,0.212,0.081,-1.389
2019-07-01,2019-07-15,2019-07_Q1,109.64,21.13,38.81,70.83,-0.03,0.004,0.024,-1.262
2019-07-16,2019-07-31,2019-07_Q2,192.63,20.78,38.81,153.82,-0.423,-0.267,-0.205,-0.816
2019-08-01,2019-08-15,2019-08_Q1,63.51,21.2,40.75,22.76,-0.413,-0.585,-0.642,-1.341
2019-08-16,2019-08-31,2019-08_Q2,83.29,21.57,40.75,42.54,-1.31,-1.196,-0.499,-1.231
