period_start,period_end,label,precip_total_mm,precip_rainy_days,precip_max_daily_mm
2016-01-01,2016-01-15,2016-01_Q1,32.5,2.0,16.25
2016-01-16,2016-01-31,2016-01_Q2,0.0,0.0,0.0
2016-02-01,2016-02-15,2016-02_Q1,31.05,1.0,31.05
2016-02-16,2016-02-29,2016-02_Q2,36.24,1.0,36.24
2016-03-01,2016-03-15,2016-03_Q1,74.83,9.0,22.25
2016-03-16,2016-03-31,2016-03_Q2,51.67,5.0,24.89
2016-04-01,2016-04-15,2016-04_Q1,48.52,4.0,14.74
2016-04-16,2016-04-30,2016-04_Q2,62.84,9.0,10.18
2016-05-01,2016-05-15,2016-05_Q1,50.34,5.0,23.66
2016-05-16,2016-05-31,2016-05_Q2,57.17,4.0,31.88
2016-06-01,2016-06-15,2016-06_Q1,32.89,2.0,16.44
2016-06-16,2016-06-30,2016-06_Q2,25.38,1.0,25.38
2016-07-01,2016-07-15,2016-07_Q1,18.67,2.0,14.27
2016-07-16,2016-07-31,2016-07_Q2,35.42,4.0,14.01
2016-08-01,2016-08-15,2016-08_Q1,2.13,1.0,2.13
2016-08-16,2016-08-31,2016-08_Q2,30.89,2.0,29.26
2016-09-01,2016-09-15,2016-09_Q1,30.04,3.0,11.78
2016-09-16,2016-09-30,2016-09_Q2,39.41,4.0,20.83
2016-10-01,2016-10-15,2016-10_Q1,112.59,8.0,23.12
2016-10-16,2016-10-31,2016-10_Q2,67.9,5.0,20.45
2016-11-01,2016-11-15,2016-11_Q1,48.09,7.0,21.54
2016-11-16,2016-11-30,2016-11_Q2,123.46,7.0,54.62
2016-12-01,2016-12-15,2016-12_Q1,113.12,4.0,48.92
2016-12-16,2016-12-31,2016-12_Q2,53.67,6.0,12.23
2017-01-01,2017-01-15,2017-01_Q1,48.77,5.0,16.73
2017-01-16,2017-01-31,2017-01_Q2,9.33,2.0,6.66
2017-02-01,2017-02-15,2017-02_Q1,0.0,0.0,0.0
2017-02-16,2017-02-28,2017-02_Q2,42.47,2.0,29.18
2017-03-01,2017-03-15,2017-03_Q1,139.07,7.0,29.75
2017-03-16,2017-03-31,2017-03_Q2,130.23,8.0,33.56
2017-04-01,2017-04-15,2017-04_Q1,49.93,4.0,37.8
2017-04-16,2017-04-30,2017-04_Q2,106.99,7.0,38.27
2017-05-01,2017-05-15,2017-05_Q1,149.35,8.0,31.25
2017-05-16,2017-05-31,2017-05_Q2,66.8,3.0,33.09
2017-06-01,2017-06-15,2017-06_Q1,93.84,4.0,42.27
2017-06-16,2017-06-30,2017-06_Q2,46.96,6.0,11.52
2017-07-01,2017-07-15,2017-07_Q1,9.87,1.0,9.87
2017-07-16,2017-07-31,2017-07_Q2,20.19,1.0,20.19
2017-08-01,2017-08-15,2017-08_Q1,12.78,2.0,8.71
2017-08-16,2017-08-31,2017-08_Q2,62.95,6.0,16.81
2017-09-01,2017-09-15,2017-09_Q1,77.48,5.0,22.98
2017-09-16,2017-09-30,2017-09_Q2,11.28,1.0,11.28
2017-10-01,2017-10-15,2017-10_Q1,57.68,6.0,19.15
2017-10-16,2017-10-31,2017-10_Q2,87.23,6.0,25.28
2017-11-01,2017-11-15,2017-11_Q1,154.2,8.0,41.35
