period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,90.65,20.22,38.6,52.05,,,,
2016-01-16,2016-01-31,2016-01_Q2,0.0,20.34,38.6,-38.6,-0.086,,,
2016-02-01,2016-02-15,2016-02_Q1,0.0,20.63,37.3,-37.3,-1.304,,,
2016-02-16,2016-02-29,2016-02_Q2,72.9,21.01,37.3,35.6,-0.61,,,
2016-03-01,2016-03-15,2016-03_Q1,21.4,21.05,43.87,-22.47,-0.775,,,
2016-03-16,2016-03-31,2016-03_Q2,84.28,21.5,43.87,40.41,-2.651,-1.517,,
2016-04-01,2016-04-15,2016-04_Q1,63.59,20.58,40.37,23.22,-0.391,-2.256,,
2016-04-16,2016-04-30,2016-04_Q2,71.98,20.61,40.37,31.61,-0.803,-1.747,,
2016-05-01,2016-05-15,2016-05_Q1,127.66,20.12,41.11,86.55,-0.028,-0.98,,
2016-05-16,2016-05-31,2016-05_Q2,105.37,20.51,41.11,64.26,1.162,-0.983,,
2016-06-01,2016-06-15,2016-06_Q1,28.03,19.7,37.92,-9.89,-0.319,-0.534,,
2016-06-16,2016-06-30,2016-06_Q2,31.69,19.87,37.92,-6.23,-1.973,-0.292,-1.302,
2016-07-01,2016-07-15,2016-07_Q1,17.96,19.68,38.1,-20.14,-0.759,-0.256,-1.618,
2016-07-16,2016-07-31,2016-07_Q2,34.33,19.42,38.1,-3.77,-0.856,-0.07,-1.303,
2016-08-01,2016-08-15,2016-08_Q1,28.66,20.16,40.17,-11.51,-1.132,-1.017,-1.224,
2016-08-16,2016-08-31,2016-08_Q2,25.6,20.17,40.17,-14.57,-1.455,-1.554,-1.393,
2016-09-01,2016-09-15,2016-09_Q1,33.3,19.67,36.27,-2.97,-1.265,-1.427,-0.985,
2016-09-16,2016-09-30,2016-09_Q2,30.42,19.65,36.27,-5.85,-1.396,-1.606,-1.3,
2016-10-01,2016-10-15,2016-10_Q1,99.0,19.8,37.43,61.57,-0.849,-1.32,-1.045,
2016-10-16,2016-10-31,2016-10_Q2,124.11,19.82,37.43,86.68,-0.448,-1.557,-1.12,
2016-11-01,2016-11-15,2016-11_Q1,136.88,19.65,34.78,102.1,-0.463,-1.068,-1.359,
2016-11-16,2016-11-30,2016-11_Q2,58.23,19.48,34.78,23.45,-0.561,-1.226,-1.792,
2016-12-01,2016-12-15,2016-12_Q1,44.38,19.26,34.16,10.22,-0.271,-1.205,-1.487,
2016-12-16,2016-12-31,2016-12_Q2,7.72,19.06,34.16,-26.44,-0.664,-1.541,-1.643,-1.786
2017-01-01,2017-01-15,2017-01_Q1,40.25,19.09,33.52,6.73,-1.259,-1.292,-1.493,-2.017
2017-01-16,2017-01-31,2017-01_Q2,0.0,18.82,33.52,-33.52,-0.867,-1.144,-1.569,-1.653
2017-02-01,2017-02-15,2017-02_Q1,16.59,19.88,33.27,-16.68,-0.917,-1.426,-1.881,-1.807
2017-02-16,2017-02-28,2017-02_Q2,18.44,19.54,33.27,-14.83,-1.202,-1.44,-1.563,-1.662
2017-03-01,2017-03-15,2017-03_Q1,115.84,19.57,36.87,78.97,-0.143,-1.102,-1.266,-1.28
2017-03-16,2017-03-31,2017-03_Q2,81.33,19.58,36.87,44.46,0.351,-1.047,-1.474,-1.492
2017-04-01,2017-04-15,2017-04_Q1,75.6,20.26,38.49,37.11,-0.112,-0.807,-1.456,-1.506
2017-04-16,2017-04-30,2017-04_Q2,133.45,20.0,38.49,94.96,1.154,-0.095,-1.123,-1.382
2017-05-01,2017-05-15,2017-05_Q1,86.53,19.79,39.58,46.95,0.533,0.113,-0.985,-1.518
2017-05-16,2017-05-31,2017-05_Q2,31.01,20.11,39.58,-8.57,-1.521,-0.253,-1.297,-1.588
2017-06-01,2017-06-15,2017-06_Q1,45.48,19.94,38.24,7.24,-1.715,-0.678,-1.455,-1.575
2017-06-16,2017-06-30,2017-06_Q2,37.95,19.79,38.24,-0.29,0.071,-0.473,-1.077,-1.566
2017-07-01,2017-07-15,2017-07_Q1,21.89,19.79,39.31,-17.42,-0.291,-0.608,-1.042,-1.575
2017-07-16,2017-07-31,2017-07_Q2,36.77,19.9,39.31,-2.54,-0.562,-1.529,-0.877,-1.623
2017-08-01,2017-08-15,2017-08_Q1,24.27,19.86,38.61,-14.34,-1.208,-1.66,-0.777,-1.678
2017-08-16,2017-08-31,2017-08_Q2,38.44,19.71,38.61,-0.17,-0.987,-0.955,-0.558,-1.553
2017-09-01,2017-09-15,2017-09_Q1,45.87,19.94,37.49,8.38,-0.201,-0.747,-0.852,-1.505
2017-09-16,2017-09-30,2017-09_Q2,46.25,20.01,37.49,8.76,-0.679,-0.977,-1.117,-1.494
2017-10-01,2017-10-15,2017-10_Q1,81.16,19.58,37.28,43.88,-0.928,-0.977,-1.061,-1.486
2017-10-16,2017-10-31,2017-10_Q2,178.64,19.96,37.28,141.36,0.087,-0.292,-1.237,-1.377
2017-11-01,2017-11-15,2017-11_Q1,112.78,19.51,34.5,78.28,0.005,-0.423,-1.316,-1.326
2017-11-16,2017-11-30,2017-11_Q2,108.01,19.47,34.5,73.51,0.189,-0.048,-0.456,-1.331
2017-12-01,2017-12-15,2017-12_Q1,68.43,19.37,34.12,34.31,0.731,0.024,-0.239,-1.626
2017-12-16,2017-12-31,2017-12_Q2,55.76,18.93,34.12,21.64,0.811,0.558,-0.259,-0.847
2018-01-01,2018-01-15,2018-01_Q1,99.52,19.03,33.95,65.57,0.519,0.799,0.086,-0.4
2018-01-16,2018-01-31,2018-01_Q2,0.0,19.11,33.95,-33.95,0.227,0.392,-0.057,-0.42
2018-02-01,2018-02-15,2018-02_Q1,6.75,19.75,32.95,-26.2,-1.071,0.051,-0.223,-0.498
2018-02-16,2018-02-28,2018-02_Q2,23.6,19.49,32.95,-9.35,-1.286,-0.342,-0.457,-0.654
2018-03-01,2018-03-15,2018-03_Q1,0.0,20.13,38.5,-38.5,-1.492,-1.194,-0.819,-0.957
2018-03-16,2018-03-31,2018-03_Q2,231.6,19.84,38.5,193.1,0.762,-0.114,-0.075,-0.481
2018-04-01,2018-04-15,2018-04_Q1,88.37,19.2,35.88,52.49,1.565,-0.279,0.187,-0.396
2018-04-16,2018-04-30,2018-04_Q2,82.17,19.73,35.88,46.29,0.269,-0.155,0.184,-0.596
2018-05-01,2018-05-15,2018-05_Q1,131.11,19.54,38.39,92.72,0.459,0.602,0.455,-0.389
2018-05-16,2018-05-31,2018-05_Q2,70.06,19.78,38.39,31.67,0.267,0.656,0.177,-0.211
2018-06-01,2018-06-15,2018-06_Q1,42.17,20.07,37.46,4.71,-0.813,1.644,-0.19,-0.206
2018-06-16,2018-06-30,2018-06_Q2,33.85,19.27,37.46,-3.61,-0.313,0.254,0.039,-0.191
2018-07-01,2018-07-15,2018-07_Q1,28.74,19.49,38.21,-9.47,-0.039,-0.005,-0.34,-0.172
2018-07-16,2018-07-31,2018-07_Q2,35.55,19.66,38.21,-2.66,-0.022,-0.017,-0.29,-0.177
2018-08-01,2018-08-15,2018-08_Q1,50.01,19.64,38.12,11.89,0.459,-0.672,0.457,0.091
2018-08-16,2018-08-31,2018-08_Q2,60.93,19.69,38.12,22.81,1.205,0.124,0.831,0.184
2018-09-01,2018-09-15,2018-09_Q1,57.61,19.92,37.2,20.41,0.987,0.669,1.849,0.208
2018-09-16,2018-09-30,2018-09_Q2,71.72,19.88,37.2,34.52,0.442,0.619,0.354,0.218
2018-10-01,2018-10-15,2018-10_Q1,192.74,19.51,36.45,156.29,1.35,1.334,0.953,0.678
2018-10-16,2018-10-31,2018-10_Q2,158.4,19.61,36.45,121.95,1.061,1.198,1.006,0.688
2018-11-01,2018-11-15,2018-11_Q1,108.08,19.51,35.32,72.76,-0.376,0.941,0.648,0.652
2018-11-16,2018-11-30,2018-11_Q2,55.67,19.91,35.32,20.35,-1.424,0.638,0.587,0.523
2018-12-01,2018-12-15,2018-12_Q1,15.27,19.24,34.95,-19.68,-0.841,0.093,0.363,0.278
2018-12-16,2018-12-31,2018-12_Q2,13.61,19.5,34.95,-21.34,-1.473,-0.233,0.014,0.034
2019-01-01,2019-01-15,2019-01_Q1,115.58,19.96,37.91,77.67,-0.033,-0.766,0.314,0.18
2019-01-16,2019-01-31,2019-01_Q2,0.0,20.25,37.91,-37.91,0.358,-1.06,0.157,0.075
2019-02-01,2019-02-15,2019-02_Q1,14.68,20.24,35.02,-20.34,-1.042,-1.148,-0.139,0.108
2019-02-16,2019-02-28,2019-02_Q2,54.72,20.16,35.02,19.7,-0.59,-0.814,-0.354,-0.002
2019-03-01,2019-03-15,2019-03_Q1,75.76,20.39,39.72,36.04,-0.247,-0.715,-0.401,0.275
2019-03-16,2019-03-31,2019-03_Q2,138.28,20.18,39.72,98.56,0.512,0.093,-0.314,-0.052
2019-04-01,2019-04-15,2019-04_Q1,112.32,20.43,39.54,72.78,0.98,0.066,-0.642,0.067
2019-04-16,2019-04-30,2019-04_Q2,80.71,20.35,39.54,41.17,0.676,0.128,-0.782,0.14
2019-05-01,2019-05-15,2019-05_Q1,81.55,20.48,40.5,41.05,-0.685,0.339,-0.548,-0.134
2019-05-16,2019-05-31,2019-05_Q2,152.96,19.86,40.5,112.46,1.261,0.903,-0.006,0.169
2019-06-01,2019-06-15,2019-06_Q1,47.85,19.86,38.9,8.95,1.421,1.108,0.013,0.204
2019-06-16,2019-06-30,2019-06_Q2,23.0,20.2,38.9,-15.9,-0.97,0.826,0.436,0.183
2019-07-01,2019-07-15,2019-07_Q1,20.84,19.81,39.27,-18.43,-1.171,0.105,-0.011,0.139
2019-07-16,2019-07-31,2019-07_Q2,37.05,19.86,39.27,-2.22,-0.613,0.245,0.037,0.147
2019-08-01,2019-08-15,2019-08_Q1,34.97,20.13,39.82,-4.85,-0.691,0.402,0.65,0.236
2019-08-16,2019-08-31,2019-08_Q2,43.81,20.03,39.82,3.99,-0.374,-0.972,0.529,0.142
2019-09-01,2019-09-15,2019-09_Q1,31.88,20.59,38.32,-6.44,-0.636,-1.118,0.385,-0.004
2019-09-16,2019-09-30,2019-09_Q2,90.81,19.78,38.32,52.49,0.185,-0.271,0.11,-0.047
2019-10-01,2019-10-15,2019-10_Q1,91.16,19.49,35.8,55.36,0.279,-0.156,-0.269,-0.554
2019-10-16,2019-10-31,2019-10_Q2,111.67,19.29,35.8,75.87,-0.722,-0.45,-0.327,-0.652
2019-11-01,2019-11-15,2019-11_Q1,202.74,19.61,34.76,167.98,0.389,0.297,0.384,-0.106
2019-11-16,2019-11-30,2019-11_Q2,17.79,19.51,34.76,-16.97,0.167,-0.352,-0.723,-0.343
2019-12-01,2019-12-15,2019-12_Q1,8.71,19.35,35.72,-27.01,-1.703,-0.847,-1.068,-0.583
2019-12-16,2019-12-31,2019-12_Q2,101.36,19.8,35.72,65.64,0.551,-0.379,-0.515,0.017
2020-01-01,2020-01-15,2020-01_Q1,43.23,19.17,36.08,7.15,0.262,-0.541,-0.501,-0.236
2020-01-16,2020-01-31,2020-01_Q2,146.75,20.1,36.08,110.67,1.326,1.023,0.311,0.353
2020-02-01,2020-02-15,2020-02_Q1,0.0,20.19,36.08,-36.08,1.22,-0.235,0.03,0.304
2020-02-16,2020-02-29,2020-02_Q2,76.2,20.79,36.08,40.12,-0.502,0.537,0.016,0.168
2020-03-01,2020-03-15,2020-03_Q1,155.46,20.65,40.56,114.9,0.888,1.018,0.423,0.427
2020-03-16,2020-03-31,2020-03_Q2,20.68,20.33,40.56,-19.88,-0.147,0.432,-0.11,0.018
2020-04-01,2020-04-15,2020-04_Q1,61.21,20.51,39.29,21.92,-1.451,0.638,-0.102,-0.164
2020-04-16,2020-04-30,2020-04_Q2,23.52,20.15,39.29,-15.77,-1.669,-1.357,-0.141,-0.364
2020-05-01,2020-05-15,2020-05_Q1,57.23,20.6,41.79,15.44,-1.601,-1.455,-0.915,-0.521
2020-05-16,2020-05-31,2020-05_Q2,77.6,20.35,41.79,35.81,-1.345,-1.617,-0.599,-0.811
2020-06-01,2020-06-15,2020-06_Q1,54.54,19.71,37.64,16.9,-0.366,-1.955,-0.501,-0.78
2020-06-16,2020-06-30,2020-06_Q2,23.94,19.72,37.64,-13.7,-0.167,-1.851,-0.755,-0.75
2020-07-01,2020-07-15,2020-07_Q1,33.01,19.32,37.48,-4.47,-0.316,-1.73,-0.636,-0.709
2020-07-16,2020-07-31,2020-07_Q2,35.92,19.47,37.48,-1.56,0.349,-1.199,-1.464,-0.729
2020-08-01,2020-08-15,2020-08_Q1,41.02,20.11,38.41,2.61,-0.16,-0.613,-1.372,-0.598
2020-08-16,2020-08-31,2020-08_Q2,34.72,19.36,38.41,-3.69,-0.383,-0.497,-1.449,-0.622
2020-09-01,2020-09-15,2020-09_Q1,58.92,19.62,35.84,23.08,0.226,-0.113,-1.663,-0.497
2020-09-16,2020-09-30,2020-09_Q2,39.27,19.48,35.84,3.43,-0.401,-0.36,-1.562,-0.875
2020-10-01,2020-10-15,2020-10_Q1,81.33,19.48,36.18,45.15,-1.034,-0.585,-1.475,-0.912
2020-10-16,2020-10-31,2020-10_Q2,181.96,19.5,36.18,145.78,0.162,0.058,-0.696,-0.459
2020-11-01,2020-11-15,2020-11_Q1,157.45,19.27,33.73,123.72,0.794,0.184,-0.119,-0.601
2020-11-16,2020-11-30,2020-11_Q2,107.54,19.29,33.73,73.81,1.329,0.545,0.295,-0.209
2020-12-01,2020-12-15,2020-12_Q1,32.04,19.3,33.79,-1.75,0.298,0.138,0.096,-0.183
2020-12-16,2020-12-31,2020-12_Q2,13.18,18.82,33.79,-20.61,-0.847,0.254,-0.176,-0.612
2021-01-01,2021-01-15,2021-01_Q1,18.39,18.89,33.71,-15.32,-1.475,-0.195,-0.475,-0.59
2021-01-16,2021-01-31,2021-01_Q2,11.7,19.12,33.71,-22.01,-1.085,-0.626,-0.549,-1.14
2021-02-01,2021-02-15,2021-02_Q1,71.0,20.02,33.94,37.06,0.214,-0.703,-0.412,-0.92
2021-02-16,2021-02-28,2021-02_Q2,45.17,19.78,33.94,11.23,0.252,-0.897,-0.472,-1.084
2021-03-01,2021-03-15,2021-03_Q1,46.54,19.43,35.76,10.78,-0.666,-1.059,-0.653,-1.284
2021-03-16,2021-03-31,2021-03_Q2,100.62,19.15,35.76,64.86,-0.577,-0.787,-0.635,-1.185
2021-04-01,2021-04-15,2021-04_Q1,86.19,19.55,36.33,49.86,0.351,-0.117,-0.4,-1.101
2021-04-16,2021-04-30,2021-04_Q2,58.53,19.61,36.33,22.2,-0.412,-0.372,-0.841,-0.99
2021-05-01,2021-05-15,2021-05_Q1,56.59,19.44,38.12,18.47,-1.222,-1.198,-1.172,-0.961
2021-05-16,2021-05-31,2021-05_Q2,108.27,19.75,38.12,70.15,-0.679,-0.857,-1.254,-0.714
2021-06-01,2021-06-15,2021-06_Q1,60.58,19.28,35.38,25.2,0.809,-0.378,-1.226,-0.677
2021-06-16,2021-06-30,2021-06_Q2,33.01,19.0,35.38,-2.37,0.818,-0.383,-0.821,-0.605
2021-07-01,2021-07-15,2021-07_Q1,27.59,19.38,37.94,-10.35,-0.02,-0.602,-0.556,-0.651
2021-07-16,2021-07-31,2021-07_Q2,53.57,19.64,37.94,15.63,0.914,0.052,-0.429,-0.593
2021-08-01,2021-08-15,2021-08_Q1,37.02,19.59,37.16,-0.14,0.964,0.884,-0.526,-0.499
2021-08-16,2021-08-31,2021-08_Q2,55.19,19.26,37.16,18.03,0.502,0.667,-0.411,-0.38
