period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,104.38,16.97,34.83,69.55,,,,
2016-01-16,2016-01-31,2016-01_Q2,15.35,16.98,34.83,-19.48,-0.651,,,
2016-02-01,2016-02-15,2016-02_Q1,55.99,16.24,30.29,25.7,-1.033,,,
2016-02-16,2016-02-29,2016-02_Q2,37.55,16.83,30.29,7.26,-1.14,,,
2016-03-01,2016-03-15,2016-03_Q1,137.78,17.05,34.47,103.31,-0.348,,,
2016-03-16,2016-03-31,2016-03_Q2,12.74,16.54,34.47,-21.73,-0.815,-1.218,,
2016-04-01,2016-04-15,2016-04_Q1,65.64,16.78,32.9,32.74,-1.744,-1.627,,
2016-04-16,2016-04-30,2016-04_Q2,79.29,16.43,32.9,46.39,-1.807,-1.506,,
2016-05-01,2016-05-15,2016-05_Q1,129.96,15.65,30.93,99.03,-0.039,-1.175,,
2016-05-16,2016-05-31,2016-05_Q2,0.0,15.52,30.93,-30.93,-1.299,-1.331,,
2016-06-01,2016-06-15,2016-06_Q1,168.37,15.13,26.6,141.77,-1.044,-1.425,,
2016-06-16,2016-06-30,2016-06_Q2,0.0,13.71,26.6,-26.6,-0.064,-1.371,-1.509,
2016-07-01,2016-07-15,2016-07_Q1,35.19,14.05,25.81,9.38,-1.422,-1.245,-1.683,
2016-07-16,2016-07-31,2016-07_Q2,96.46,13.65,25.81,70.65,-0.341,-0.828,-1.343,
2016-08-01,2016-08-15,2016-08_Q1,0.0,14.15,26.81,-26.81,-0.777,-1.558,-1.652,
2016-08-16,2016-08-31,2016-08_Q2,89.55,14.29,26.81,62.74,-1.146,-0.74,-1.412,
2016-09-01,2016-09-15,2016-09_Q1,109.13,15.04,27.91,81.22,1.446,-0.541,-1.524,
2016-09-16,2016-09-30,2016-09_Q2,31.19,14.85,27.91,3.28,1.095,-0.374,-1.272,
2016-10-01,2016-10-15,2016-10_Q1,85.37,16.07,31.6,53.77,-0.436,0.495,-0.728,
2016-10-16,2016-10-31,2016-10_Q2,45.82,15.72,31.6,14.22,-0.424,-0.433,-1.036,
2016-11-01,2016-11-15,2016-11_Q1,81.94,16.53,32.44,49.5,-1.03,0.217,-1.195,
2016-11-16,2016-11-30,2016-11_Q2,93.55,16.57,32.44,61.11,-0.204,-0.023,-0.647,
2016-12-01,2016-12-15,2016-12_Q1,50.84,15.79,31.54,19.3,-0.795,-1.644,-1.263,
2016-12-16,2016-12-31,2016-12_Q2,74.08,16.06,31.54,42.54,-0.731,-0.928,-1.108,-1.426
2017-01-01,2017-01-15,2017-01_Q1,102.56,15.78,30.6,71.96,0.526,-0.62,-0.243,-1.413
2017-01-16,2017-01-31,2017-01_Q2,133.65,15.43,30.6,103.05,1.317,0.755,0.11,-1.042
2017-02-01,2017-02-15,2017-02_Q1,47.23,16.27,29.35,17.88,0.814,0.461,0.358,-1.287
2017-02-16,2017-02-28,2017-02_Q2,87.47,16.13,29.35,58.12,-0.147,0.297,0.032,-1.06
2017-03-01,2017-03-15,2017-03_Q1,140.1,16.01,32.41,107.69,0.779,0.883,0.022,-0.94
2017-03-16,2017-03-31,2017-03_Q2,162.03,16.26,32.41,129.62,1.527,1.334,0.626,-0.297
2017-04-01,2017-04-15,2017-04_Q1,68.87,15.96,31.02,37.85,0.956,1.177,0.348,-0.277
2017-04-16,2017-04-30,2017-04_Q2,107.28,16.0,31.02,76.26,-0.189,0.77,0.882,-0.11
2017-05-01,2017-05-15,2017-05_Q1,152.84,16.26,32.1,120.74,1.048,1.283,1.256,0.087
2017-05-16,2017-05-31,2017-05_Q2,62.62,15.67,32.1,30.52,0.921,1.117,1.055,0.381
