crop,period_start,period_end,label,mean_C,std_C,var_C,temp_status,temp_detail,temp_score
cacao_ccn51,2016-01-01,2016-01-15,2016-01_Q1,16.38,0.25,0.06,VIABLE_WITH_RESERVE,cool for crop,0.46
cacao_ccn51,2016-01-16,2016-01-31,2016-01_Q2,16.63,0.32,0.1,VIABLE_WITH_RESERVE,cool for crop,0.5433
cacao_ccn51,2016-02-01,2016-02-15,2016-02_Q1,16.87,0.28,0.08,VIABLE_WITH_RESERVE,cool for crop,0.6233
cacao_ccn51,2016-02-16,2016-02-29,2016-02_Q2,17.24,0.44,0.19,VIABLE_WITH_RESERVE,cool for crop,0.7467
cacao_ccn51,2016-03-01,2016-03-15,2016-03_Q1,17.21,0.31,0.1,VIABLE_WITH_RESERVE,cool for crop,0.7367
cacao_ccn51,2016-03-16,2016-03-31,2016-03_Q2,17.77,0.44,0.19,VIABLE_WITH_RESERVE,cool for crop,0.9233
cacao_ccn51,2016-04-01,2016-04-15,2016-04_Q1,16.75,0.54,0.29,VIABLE_WITH_RESERVE,cool for crop,0.5833
cacao_ccn51,2016-04-16,2016-04-30,2016-04_Q2,16.78,0.36,0.13,VIABLE_WITH_RESERVE,cool for crop,0.5933
cacao_ccn51,2016-05-01,2016-05-15,2016-05_Q1,16.33,0.54,0.29,VIABLE_WITH_RESERVE,cool for crop,0.4433
cacao_ccn51,2016-05-16,2016-05-31,2016-05_Q2,16.74,0.44,0.19,VIABLE_WITH_RESERVE,cool for crop,0.58
cacao_ccn51,2016-06-01,2016-06-15,2016-06_Q1,15.94,0.31,0.1,VIABLE_WITH_RESERVE,cool for crop,0.3133
cacao_ccn51,2016-06-16,2016-06-30,2016-06_Q2,16.08,0.34,0.11,VIABLE_WITH_RESERVE,cool for crop,0.36
cacao_ccn51,2016-07-01,2016-07-15,2016-07_Q1,16.01,0.31,0.1,VIABLE_WITH_RESERVE,cool for crop,0.3367
cacao_ccn51,2016-07-16,2016-07-31,2016-07_Q2,15.62,0.36,0.13,VIABLE_WITH_RESERVE,cool for crop,0.2067
cacao_ccn51,2016-08-01,2016-08-15,2016-08_Q1,16.38,0.39,0.15,VIABLE_WITH_RESERVE,cool for crop,0.46
cacao_ccn51,2016-08-16,2016-08-31,2016-08_Q2,16.36,0.31,0.1,VIABLE_WITH_RESERVE,cool for crop,0.4533
cacao_ccn51,2016-09-01,2016-09-15,2016-09_Q1,15.92,0.27,0.07,VIABLE_WITH_RESERVE,cool for crop,0.3067
cacao_ccn51,2016-09-16,2016-09-30,2016-09_Q2,15.96,0.3,0.09,VIABLE_WITH_RESERVE,cool for crop,0.32
cacao_ccn51,2016-10-01,2016-10-15,2016-10_Q1,16.0,0.29,0.09,VIABLE_WITH_RESERVE,cool for crop,0.3333
cacao_ccn51,2016-10-16,2016-10-31,2016-10_Q2,16.02,0.36,0.13,VIABLE_WITH_RESERVE,cool for crop,0.34
