period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,4.82,26.03,76.18,-71.36,,,,
2016-01-16,2016-01-31,2016-01_Q2,28.32,24.9,76.18,-47.86,0.414,,,
2016-02-01,2016-02-15,2016-02_Q1,0.0,24.92,61.65,-61.65,0.459,,,
2016-02-16,2016-02-29,2016-02_Q2,4.88,24.69,61.65,-56.77,-1.067,,,
2016-03-01,2016-03-15,2016-03_Q1,13.29,28.8,60.35,-47.06,-0.107,,,
2016-03-16,2016-03-31,2016-03_Q2,12.32,19.64,60.35,-48.03,-0.785,-0.51,,
2016-04-01,2016-04-15,2016-04_Q1,0.0,17.93,32.41,-32.41,-1.29,-0.397,,
2016-04-16,2016-04-30,2016-04_Q2,18.3,19.09,32.41,-14.11,-0.551,-1.032,,
2016-05-01,2016-05-15,2016-05_Q1,14.65,15.93,19.12,-4.47,0.015,-0.8,,
2016-05-16,2016-05-31,2016-05_Q2,22.05,12.66,19.12,2.93,0.407,-0.701,,
2016-06-01,2016-06-15,2016-06_Q1,0.0,10.71,9.46,-9.46,-1.079,-1.251,,
2016-06-16,2016-06-30,2016-06_Q2,28.81,9.63,9.46,19.35,0.088,-0.532,-0.523,
2016-07-01,2016-07-15,2016-07_Q1,33.99,10.03,10.64,23.35,1.27,0.553,-0.031,
2016-07-16,2016-07-31,2016-07_Q2,0.0,11.04,10.64,-10.64,0.411,0.408,-0.853,
2016-08-01,2016-08-15,2016-08_Q1,0.0,9.87,11.72,-11.72,-1.565,-0.533,-0.781,
2016-08-16,2016-08-31,2016-08_Q2,41.91,11.38,11.72,30.19,0.59,0.725,-0.169,
2016-09-01,2016-09-15,2016-09_Q1,40.32,12.79,16.35,23.97,1.664,1.638,0.604,
2016-09-16,2016-09-30,2016-09_Q2,41.2,11.8,16.35,24.85,1.616,1.588,1.196,
2016-10-01,2016-10-15,2016-10_Q1,12.64,14.2,24.1,-11.46,1.091,1.241,1.206,
2016-10-16,2016-10-31,2016-10_Q2,23.12,14.23,24.1,-0.98,0.791,1.327,1.377,
2016-11-01,2016-11-15,2016-11_Q1,8.95,17.15,42.36,-33.41,0.793,1.42,1.278,
2016-11-16,2016-11-30,2016-11_Q2,14.03,20.76,42.36,-28.33,0.023,1.281,1.286,
2016-12-01,2016-12-15,2016-12_Q1,7.7,22.1,66.93,-59.23,-0.035,1.023,1.331,
2016-12-16,2016-12-31,2016-12_Q2,3.64,24.9,66.93,-63.29,-0.641,0.492,1.144,0.574
2017-01-01,2017-01-15,2017-01_Q1,16.12,25.81,78.89,-62.77,0.144,0.36,0.936,0.662
2017-01-16,2017-01-31,2017-01_Q2,0.0,26.11,78.89,-78.89,-0.4,-0.197,0.863,0.48
2017-02-01,2017-02-15,2017-02_Q1,14.81,25.04,56.2,-41.39,-0.222,0.094,1.135,0.638
2017-02-16,2017-02-28,2017-02_Q2,0.0,22.11,56.2,-56.2,1.302,-0.103,0.945,0.661
2017-03-01,2017-03-15,2017-03_Q1,0.0,26.29,61.12,-61.12,-1.365,-0.5,0.498,0.577
2017-03-16,2017-03-31,2017-03_Q2,29.0,22.49,61.12,-32.12,-0.612,-0.504,0.189,0.669
2017-04-01,2017-04-15,2017-04_Q1,0.0,17.77,28.99,-28.99,0.065,-0.568,-0.174,0.661
2017-04-16,2017-04-30,2017-04_Q2,50.26,17.05,28.99,21.27,0.998,0.605,-0.072,0.866
2017-05-01,2017-05-15,2017-05_Q1,0.0,11.89,14.79,-14.79,1.133,0.219,-0.215,0.791
2017-05-16,2017-05-31,2017-05_Q2,29.86,12.94,14.79,15.07,0.613,0.535,-0.109,0.849
2017-06-01,2017-06-15,2017-06_Q1,11.43,9.26,7.59,3.84,1.093,0.902,0.052,0.935
2017-06-16,2017-06-30,2017-06_Q2,0.0,8.77,7.59,-7.59,-1.76,0.582,0.013,0.792
2017-07-01,2017-07-15,2017-07_Q1,0.0,8.82,9.04,-9.04,-1.566,0.093,-0.339,0.601
2017-07-16,2017-07-31,2017-07_Q2,21.52,10.44,9.04,12.48,-0.532,-0.884,0.251,0.797
2017-08-01,2017-08-15,2017-08_Q1,39.45,10.96,10.73,28.72,1.544,0.812,0.446,0.936
2017-08-16,2017-08-31,2017-08_Q2,7.96,9.29,10.73,-2.77,0.845,0.054,0.396,0.703
2017-09-01,2017-09-15,2017-09_Q1,10.43,11.94,19.03,-8.6,0.021,0.233,0.786,0.546
2017-09-16,2017-09-30,2017-09_Q2,3.69,14.79,19.03,-15.34,-0.331,0.273,0.448,0.247
2017-10-01,2017-10-15,2017-10_Q1,9.37,16.99,36.62,-27.25,-0.72,0.496,0.506,0.068
2017-10-16,2017-10-31,2017-10_Q2,4.92,18.79,36.62,-31.7,-0.953,0.035,-0.398,-0.122
2017-11-01,2017-11-15,2017-11_Q1,22.29,20.69,59.73,-37.44,-0.981,-1.015,-0.227,-0.172
