period_start,period_end,label,precip_total_mm,precip_rainy_days,precip_max_daily_mm
2016-01-01,2016-01-15,2016-01_Q1,6.41,1,6.41
2016-01-16,2016-01-31,2016-01_Q2,55.42,5,21.0
2016-02-01,2016-02-15,2016-02_Q1,0.0,0,0.0
2016-02-16,2016-02-29,2016-02_Q2,0.0,0,0.0
2016-03-01,2016-03-15,2016-03_Q1,21.22,4,10.7
2016-03-16,2016-03-31,2016-03_Q2,21.64,3,16.76
2016-04-01,2016-04-15,2016-04_Q1,3.97,2,2.12
2016-04-16,2016-04-30,2016-04_Q2,18.25,2,13.69
2016-05-01,2016-05-15,2016-05_Q1,34.89,2,21.41
2016-05-16,2016-05-31,2016-05_Q2,31.31,2,21.65
2016-06-01,2016-06-15,2016-06_Q1,49.68,2,37.26
2016-06-16,2016-06-30,2016-06_Q2,49.35,2,32.9
2016-07-01,2016-07-15,2016-07_Q1,55.04,3,34.58
2016-07-16,2016-07-31,2016-07_Q2,0.0,0,0.0
2016-08-01,2016-08-15,2016-08_Q1,22.67,1,22.67
2016-08-16,2016-08-31,2016-08_Q2,30.26,2,15.13
2016-09-01,2016-09-15,2016-09_Q1,44.09,4,17.96
2016-09-16,2016-09-30,2016-09_Q2,63.08,2,36.18
2016-10-01,2016-10-15,2016-10_Q1,12.11,1,12.11
2016-10-16,2016-10-31,2016-10_Q2,32.05,4,12.18
2016-11-01,2016-11-15,2016-11_Q1,10.91,3,8.62
2016-11-16,2016-11-30,2016-11_Q2,9.48,2,7.46
2016-12-01,2016-12-15,2016-12_Q1,31.19,5,16.2
2016-12-16,2016-12-31,2016-12_Q2,17.43,2,8.71
2017-01-01,2017-01-15,2017-01_Q1,11.75,2,6.63
2017-01-16,2017-01-31,2017-01_Q2,3.97,1,3.97
2017-02-01,2017-02-15,2017-02_Q1,10.93,1,10.93
2017-02-16,2017-02-28,2017-02_Q2,0.0,0,0.0
2017-03-01,2017-03-15,2017-03_Q1,29.44,1,29.44
2017-03-16,2017-03-31,2017-03_Q2,0.0,0,0.0
2017-04-01,2017-04-15,2017-04_Q1,0.0,0,0.0
2017-04-16,2017-04-30,2017-04_Q2,23.16,3,16.56
2017-05-01,2017-05-15,2017-05_Q1,6.49,2,3.25
2017-05-16,2017-05-31,2017-05_Q2,31.15,1,31.15
2017-06-01,2017-06-15,2017-06_Q1,4.13,1,4.13
2017-06-16,2017-06-30,2017-06_Q2,7.25,1,7.25
2017-07-01,2017-07-15,2017-07_Q1,0.0,0,0.0
2017-07-16,2017-07-31,2017-07_Q2,26.6,2,13.3
2017-08-01,2017-08-15,2017-08_Q1,29.49,1,29.49
2017-08-16,2017-08-31,2017-08_Q2,0.0,0,0.0
2017-09-01,2017-09-15,2017-09_Q1,0.0,0,0.0
2017-09-16,2017-09-30,2017-09_Q2,9.36,2,4.84
2017-10-01,2017-10-15,2017-10_Q1,19.3,2,9.65
2017-10-16,2017-10-31,2017-10_Q2,17.16,2,11.44
2017-11-01,2017-11-15,2017-11_Q1,7.22,2,3.85
2017-11-16,2017-11-30,2017-11_Q2,15.52,3,5.94
2017-12-01,2017-12-15,2017-12_Q1,49.31,3,39.91
2017-12-16,2017-12-31,2017-12_Q2,25.19,3,19.21
2018-01-01,2018-01-15,2018-01_Q1,18.59,3,9.01
2018-01-16,2018-01-31,2018-01_Q2,19.64,3,7.06
2018-02-01,2018-02-15,2018-02_Q1,6.92,2,4.42
2018-02-16,2018-02-28,2018-02_Q2,0.0,0,0.0
2018-03-01,2018-03-15,2018-03_Q1,0.0,0,0.0
2018-03-16,2018-03-31,2018-03_Q2,14.39,1,14.39
2018-04-01,2018-04-15,2018-04_Q1,3.07,1,3.07
2018-04-16,2018-04-30,2018-04_Q2,2.62,1,2.62
2018-05-01,2018-05-15,2018-05_Q1,14.77,1,14.77
2018-05-16,2018-05-31,2018-05_Q2,11.57,1,11.57
2018-06-01,2018-06-15,2018-06_Q1,16.97,2,8.49
2018-06-16,2018-06-30,2018-06_Q2,19.29,2,9.64
2018-07-01,2018-07-15,2018-07_Q1,5.65,1,5.65
2018-07-16,2018-07-31,2018-07_Q2,7.56,2,4.21
2018-08-01,2018-08-15,2018-08_Q1,10.36,2,5.63
2018-08-16,2018-08-31,2018-08_Q2,5.61,1,5.61
2018-09-01,2018-09-15,2018-09_Q1,8.58,1,8.58
2018-09-16,2018-09-30,2018-09_Q2,3.62,1,3.62
2018-10-01,2018-10-15,2018-10_Q1,19.03,4,9.63
2018-10-16,2018-10-31,2018-10_Q2,13.14,3,5.92
2018-11-01,2018-11-15,2018-11_Q1,42.22,6,13.55
2018-11-16,2018-11-30,2018-11_Q2,11.1,2,5.82
2018-12-01,2018-12-15,2018-12_Q1,22.44,4,9.4
2018-12-16,2018-12-31,2018-12_Q2,8.61,4,3.44
2019-01-01,2019-01-15,2019-01_Q1,0.0,0,0.0
2019-01-16,2019-01-31,2019-01_Q2,20.0,3,10.01
2019-02-01,2019-02-15,2019-02_Q1,15.69,1,15.69
2019-02-16,2019-02-28,2019-02_Q2,0.82,0,0.82
2019-03-01,2019-03-15,2019-03_Q1,10.16,3,4.8
2019-03-16,2019-03-31,2019-03_Q2,21.71,4,10.58
2019-04-01,2019-04-15,2019-04_Q1,0.0,0,0.0
2019-04-16,2019-04-30,2019-04_Q2,39.18,4,29.29
2019-05-01,2019-05-15,2019-05_Q1,38.21,2,28.66
2019-05-16,2019-05-31,2019-05_Q2,0.0,0,0.0
2019-06-01,2019-06-15,2019-06_Q1,30.64,1,28.91
2019-06-16,2019-06-30,2019-06_Q2,0.0,0,0.0
2019-07-01,2019-07-15,2019-07_Q1,4.88,1,4.88
2019-07-16,2019-07-31,2019-07_Q2,19.98,2,13.9
2019-08-01,2019-08-15,2019-08_Q1,5.65,1,5.65
2019-08-16,2019-08-31,2019-08_Q2,9.69,2,5.03
2019-09-01,2019-09-15,2019-09_Q1,7.95,1,7.95
2019-09-16,2019-09-30,2019-09_Q2,8.51,1,8.51
2019-10-01,2019-10-15,2019-10_Q1,1.99,1,1.99
2019-10-16,2019-10-31,2019-10_Q2,12.36,4,5.49
2019-11-01,2019-11-15,2019-11_Q1,26.37,2,18.27
2019-11-16,2019-11-30,2019-11_Q2,1.29,1,1.29
2019-12-01,2019-12-15,2019-12_Q1,3.43,1,3.43
2019-12-16,2019-12-31,2019-12_Q2,5.03,1,5.03
2020-01-01,2020-01-15,2020-01_Q1,8.88,3,3.88
2020-01-16,2020-01-31,2020-01_Q2,22.98,2,11.49
2020-02-01,2020-02-15,2020-02_Q1,27.3,2,17.98
2020-02-16,2020-02-29,2020-02_Q2,0.0,0,0.0
2020-03-01,2020-03-15,2020-03_Q1,75.86,3,43.35
2020-03-16,2020-03-31,2020-03_Q2,0.0,0,0.0
2020-04-01,2020-04-15,2020-04_Q1,36.16,3,17.66
2020-04-16,2020-04-30,2020-04_Q2,59.82,5,31.23
2020-05-01,2020-05-15,2020-05_Q1,0.0,0,0.0
2020-05-16,2020-05-31,2020-05_Q2,21.32,3,9.44
2020-06-01,2020-06-15,2020-06_Q1,26.79,3,17.43
2020-06-16,2020-06-30,2020-06_Q2,0.0,0,0.0
2020-07-01,2020-07-15,2020-07_Q1,10.98,1,10.98
2020-07-16,2020-07-31,2020-07_Q2,14.61,3,10.31
2020-08-01,2020-08-15,2020-08_Q1,41.75,3,18.81
2020-08-16,2020-08-31,2020-08_Q2,0.0,0,0.0
2020-09-01,2020-09-15,2020-09_Q1,4.34,1,4.34
2020-09-16,2020-09-30,2020-09_Q2,27.94,2,19.38
