period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,22.51,26.0,76.03,-53.52,,,,
2016-01-16,2016-01-31,2016-01_Q2,14.31,24.89,76.03,-61.72,0.765,,,
2016-02-01,2016-02-15,2016-02_Q1,3.39,24.71,59.91,-56.52,0.121,,,
2016-02-16,2016-02-29,2016-02_Q2,0.0,24.11,59.91,-59.91,-0.784,,,
2016-03-01,2016-03-15,2016-03_Q1,6.73,28.22,58.29,-51.56,-1.27,,,
2016-03-16,2016-03-31,2016-03_Q2,5.16,19.27,58.29,-53.13,-1.329,-0.562,,
2016-04-01,2016-04-15,2016-04_Q1,3.44,17.53,31.61,-28.17,-1.035,-0.868,,
2016-04-16,2016-04-30,2016-04_Q2,9.9,18.87,31.61,-21.71,-0.411,-1.015,,
2016-05-01,2016-05-15,2016-05_Q1,15.4,16.1,19.87,-4.47,0.092,-0.986,,
2016-05-16,2016-05-31,2016-05_Q2,23.5,12.95,19.87,3.63,0.394,-0.755,,
2016-06-01,2016-06-15,2016-06_Q1,0.0,10.85,9.81,-9.81,-1.713,-1.143,,
2016-06-16,2016-06-30,2016-06_Q2,29.2,9.74,9.81,19.39,0.452,-0.249,-0.474,
2016-07-01,2016-07-15,2016-07_Q1,39.49,9.94,10.79,28.7,1.512,0.738,-0.319,
2016-07-16,2016-07-31,2016-07_Q2,0.0,11.12,10.79,-10.79,0.992,1.115,-0.625,
2016-08-01,2016-08-15,2016-08_Q1,0.0,10.2,12.44,-12.44,-1.75,-0.265,-0.699,
2016-08-16,2016-08-31,2016-08_Q2,37.23,11.6,12.44,24.79,0.331,0.565,-0.186,
2016-09-01,2016-09-15,2016-09_Q1,39.99,12.82,16.55,23.44,1.653,1.623,0.662,
2016-09-16,2016-09-30,2016-09_Q2,45.94,11.79,16.55,29.39,1.736,1.649,1.307,
2016-10-01,2016-10-15,2016-10_Q1,8.03,14.62,25.18,-17.15,1.244,1.306,1.24,
2016-10-16,2016-10-31,2016-10_Q2,22.74,14.38,25.18,-2.44,0.761,1.34,1.371,
2016-11-01,2016-11-15,2016-11_Q1,6.28,17.07,42.24,-35.96,0.458,1.445,1.294,
2016-11-16,2016-11-30,2016-11_Q2,14.98,20.7,42.24,-27.26,-0.104,1.358,1.281,
2016-12-01,2016-12-15,2016-12_Q1,10.0,21.74,65.43,-55.43,-0.025,1.138,1.335,
2016-12-16,2016-12-31,2016-12_Q2,4.0,24.66,65.43,-61.43,-0.476,0.434,1.195,0.641
2017-01-01,2017-01-15,2017-01_Q1,17.45,25.31,75.28,-57.83,0.539,0.514,1.161,0.68
2017-01-16,2017-01-31,2017-01_Q2,0.0,25.3,75.28,-75.28,-0.07,0.192,1.102,0.629
2017-02-01,2017-02-15,2017-02_Q1,22.69,24.63,53.99,-31.3,0.839,0.856,1.321,0.85
