period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,8.22,24.34,61.75,-53.53,,,,
2016-01-16,2016-01-31,2016-01_Q2,55.5,20.69,61.75,-6.25,1.726,,,
2016-02-01,2016-02-15,2016-02_Q1,5.16,23.05,51.97,-46.81,1.624,,,
2016-02-16,2016-02-29,2016-02_Q2,0.0,21.61,51.97,-51.97,-0.246,,,
2016-03-01,2016-03-15,2016-03_Q1,2.36,22.85,47.15,-44.79,-1.041,,,
2016-03-16,2016-03-31,2016-03_Q2,34.69,18.53,47.15,-12.46,0.909,1.434,,
2016-04-01,2016-04-15,2016-04_Q1,29.4,17.26,28.38,1.02,1.639,1.607,,
2016-04-16,2016-04-30,2016-04_Q2,21.13,15.54,28.38,-7.25,1.628,1.177,,
2016-05-01,2016-05-15,2016-05_Q1,0.0,13.06,17.24,-17.24,-0.319,0.886,,
2016-05-16,2016-05-31,2016-05_Q2,63.31,11.93,17.24,46.07,1.27,1.609,,
2016-06-01,2016-06-15,2016-06_Q1,36.65,11.07,11.96,24.69,1.612,1.56,,
2016-06-16,2016-06-30,2016-06_Q2,0.0,9.93,11.96,-11.96,-0.67,1.354,1.673,
2016-07-01,2016-07-15,2016-07_Q1,40.83,9.03,10.4,30.43,-0.374,0.717,1.288,
2016-07-16,2016-07-31,2016-07_Q2,0.0,9.68,10.4,-10.4,-0.629,0.002,0.643,
2016-08-01,2016-08-15,2016-08_Q1,19.96,9.37,10.73,9.23,-1.302,-0.051,0.423,
2016-08-16,2016-08-31,2016-08_Q2,27.16,8.88,10.73,16.43,-0.28,-1.057,0.576,
2016-09-01,2016-09-15,2016-09_Q1,14.95,9.73,11.74,3.21,-0.061,-1.154,0.791,
2016-09-16,2016-09-30,2016-09_Q2,19.58,8.88,11.74,7.84,1.211,-0.483,0.521,
2016-10-01,2016-10-15,2016-10_Q1,10.01,13.07,23.21,-13.2,1.481,-0.494,0.138,
2016-10-16,2016-10-31,2016-10_Q2,6.81,13.12,23.21,-16.4,0.276,0.18,-0.061,
2016-11-01,2016-11-15,2016-11_Q1,4.35,17.9,43.96,-39.61,-0.289,0.209,0.035,
2016-11-16,2016-11-30,2016-11_Q2,5.63,19.85,43.96,-38.33,-0.877,-0.035,-0.793,
2016-12-01,2016-12-15,2016-12_Q1,14.44,19.54,49.9,-35.46,0.839,0.581,-0.541,
2016-12-16,2016-12-31,2016-12_Q2,6.17,19.68,49.9,-43.73,1.807,0.512,-0.102,1.093
2017-01-01,2017-01-15,2017-01_Q1,0.0,23.37,62.27,-62.27,0.433,0.054,-0.2,0.978
2017-01-16,2017-01-31,2017-01_Q2,12.06,21.89,62.27,-50.21,0.055,0.492,0.383,0.596
2017-02-01,2017-02-15,2017-02_Q1,33.57,19.53,43.87,-10.3,1.497,1.402,1.235,1.027
2017-02-16,2017-02-28,2017-02_Q2,0.0,20.78,43.87,-43.87,1.673,1.566,1.31,1.147
2017-03-01,2017-03-15,2017-03_Q1,23.31,21.57,40.69,-17.38,1.072,1.488,1.5,1.529
2017-03-16,2017-03-31,2017-03_Q2,0.0,16.28,40.69,-40.69,0.834,1.215,1.446,1.179
2017-04-01,2017-04-15,2017-04_Q1,3.87,17.1,29.11,-25.24,-0.182,1.227,1.306,0.805
2017-04-16,2017-04-30,2017-04_Q2,4.59,16.21,29.11,-24.52,-0.998,1.186,1.114,0.448
2017-05-01,2017-05-15,2017-05_Q1,24.41,15.23,20.37,4.04,-0.055,0.36,1.255,0.863
2017-05-16,2017-05-31,2017-05_Q2,12.79,12.41,20.37,-7.58,-0.071,-0.021,1.23,0.013
2017-06-01,2017-06-15,2017-06_Q1,16.84,13.12,14.72,2.12,-1.176,-0.985,0.503,-0.318
2017-06-16,2017-06-30,2017-06_Q2,37.07,10.7,14.72,22.35,0.105,-0.814,0.275,0.026
2017-07-01,2017-07-15,2017-07_Q1,35.41,8.94,10.85,24.56,0.475,-0.302,0.563,0.197
2017-07-16,2017-07-31,2017-07_Q2,36.25,10.25,10.85,25.4,0.525,0.289,0.79,0.596
2017-08-01,2017-08-15,2017-08_Q1,31.12,9.77,13.19,17.93,0.766,-0.128,0.057,0.729
2017-08-16,2017-08-31,2017-08_Q2,33.89,10.91,13.19,20.7,0.65,0.253,0.113,0.795
2017-09-01,2017-09-15,2017-09_Q1,31.75,11.86,17.82,13.93,0.675,0.785,-0.173,0.874
2017-09-16,2017-09-30,2017-09_Q2,14.49,12.09,17.82,-3.33,1.168,0.613,-0.03,0.767
2017-10-01,2017-10-15,2017-10_Q1,17.29,13.02,26.61,-9.32,0.825,1.39,0.326,0.831
2017-10-16,2017-10-31,2017-10_Q2,10.35,15.43,26.61,-16.26,0.503,0.761,0.415,0.844
2017-11-01,2017-11-15,2017-11_Q1,0.0,19.93,46.0,-46.0,-0.693,0.26,0.002,0.822
2017-11-16,2017-11-30,2017-11_Q2,16.21,18.87,46.0,-29.79,-0.745,0.175,0.303,0.973
2017-12-01,2017-12-15,2017-12_Q1,5.92,21.49,56.08,-50.16,0.313,-0.146,0.536,0.842
2017-12-16,2017-12-31,2017-12_Q2,9.74,20.6,56.08,-46.34,0.825,0.073,0.419,0.694
2018-01-01,2018-01-15,2018-01_Q1,48.92,22.35,57.77,-8.85,1.876,1.44,1.529,1.145
2018-01-16,2018-01-31,2018-01_Q2,0.0,20.9,57.77,-57.77,1.614,1.707,1.362,1.172
2018-02-01,2018-02-15,2018-02_Q1,4.11,22.18,49.04,-44.93,0.215,1.442,1.306,0.863
2018-02-16,2018-02-28,2018-02_Q2,9.46,20.94,49.04,-39.58,0.647,1.544,1.38,0.926
2018-03-01,2018-03-15,2018-03_Q1,9.27,22.18,47.66,-38.39,0.231,1.38,1.046,0.718
2018-03-16,2018-03-31,2018-03_Q2,0.0,19.47,47.66,-47.66,-1.444,0.882,0.868,0.491
2018-04-01,2018-04-15,2018-04_Q1,0.0,17.27,30.38,-30.38,-1.347,-0.533,0.552,0.43
2018-04-16,2018-04-30,2018-04_Q2,17.88,16.91,30.38,-12.5,-0.289,-0.705,0.657,0.533
2018-05-01,2018-05-15,2018-05_Q1,0.0,14.81,21.38,-21.38,-0.954,-1.558,0.61,0.068
2018-05-16,2018-05-31,2018-05_Q2,46.12,13.65,21.38,24.74,0.306,-0.631,0.974,1.008
2018-06-01,2018-06-15,2018-06_Q1,22.87,10.71,12.35,10.52,0.391,-0.541,0.667,0.721
2018-06-16,2018-06-30,2018-06_Q2,40.83,10.71,12.35,28.48,0.78,0.134,0.592,0.869
2018-07-01,2018-07-15,2018-07_Q1,51.18,10.6,13.15,38.03,0.918,0.77,0.224,0.926
2018-07-16,2018-07-31,2018-07_Q2,20.54,10.96,13.15,7.39,0.383,0.713,0.193,0.753
2018-08-01,2018-08-15,2018-08_Q1,58.93,9.23,11.72,47.21,1.278,1.429,0.633,1.176
2018-08-16,2018-08-31,2018-08_Q2,9.29,10.02,11.72,-2.43,0.984,0.664,0.155,0.869
2018-09-01,2018-09-15,2018-09_Q1,0.0,9.96,16.53,-16.53,-1.578,0.269,-0.377,0.402
2018-09-16,2018-09-30,2018-09_Q2,22.87,12.92,16.53,6.34,-0.781,0.132,0.206,0.559
2018-10-01,2018-10-15,2018-10_Q1,4.75,14.45,28.6,-23.85,0.374,-0.268,0.321,0.438
2018-10-16,2018-10-31,2018-10_Q2,28.1,15.27,28.6,-0.5,0.57,0.288,0.476,0.678
2018-11-01,2018-11-15,2018-11_Q1,13.35,16.69,35.09,-21.74,1.404,-0.352,0.944,0.938
2018-11-16,2018-11-30,2018-11_Q2,0.0,16.25,35.09,-35.09,0.57,0.152,0.586,0.969
2018-12-01,2018-12-15,2018-12_Q1,0.0,20.72,57.16,-57.16,-0.663,0.709,0.538,0.912
2018-12-16,2018-12-31,2018-12_Q2,8.34,21.86,57.16,-48.82,0.133,0.493,0.276,0.771
2019-01-01,2019-01-15,2019-01_Q1,9.57,22.53,61.05,-51.48,0.73,0.812,0.336,0.295
2019-01-16,2019-01-31,2019-01_Q2,0.0,22.19,61.05,-61.05,0.052,0.257,0.329,0.267
2019-02-01,2019-02-15,2019-02_Q1,0.0,21.94,52.67,-52.67,-0.452,-0.158,-0.376,0.12
2019-02-16,2019-02-28,2019-02_Q2,5.32,23.08,52.67,-47.35,-0.342,-0.002,-0.026,-0.032
2019-03-01,2019-03-15,2019-03_Q1,17.58,20.63,46.01,-28.43,0.359,0.258,0.47,0.146
2019-03-16,2019-03-31,2019-03_Q2,11.53,20.14,46.01,-34.48,0.383,-0.291,0.196,0.211
2019-04-01,2019-04-15,2019-04_Q1,0.0,18.05,28.39,-28.39,0.027,-0.321,0.29,0.258
2019-04-16,2019-04-30,2019-04_Q2,19.55,14.76,28.39,-8.84,0.186,-0.226,0.12,0.212
2019-05-01,2019-05-15,2019-05_Q1,9.8,13.73,17.6,-7.8,0.187,0.05,-0.101,0.412
2019-05-16,2019-05-31,2019-05_Q2,10.84,11.57,17.6,-6.76,-0.791,-0.151,-0.262,0.011
2019-06-01,2019-06-15,2019-06_Q1,65.92,11.45,12.93,52.99,0.807,0.525,0.424,0.556
2019-06-16,2019-06-30,2019-06_Q2,36.96,10.57,12.93,24.03,1.743,1.029,0.342,0.459
2019-07-01,2019-07-15,2019-07_Q1,42.96,10.35,12.83,30.13,0.651,1.01,0.539,0.465
2019-07-16,2019-07-31,2019-07_Q2,24.68,10.89,12.83,11.85,0.268,1.035,0.721,0.507
2019-08-01,2019-08-15,2019-08_Q1,20.09,10.75,14.18,5.91,-0.489,0.648,0.566,-0.009
