period_start,period_end,label,precip_total_mm,precip_rainy_days,precip_max_daily_mm
2016-01-01,2016-01-15,2016-01_Q1,10.01,3,4.74
2016-01-16,2016-01-31,2016-01_Q2,33.87,4,14.82
2016-02-01,2016-02-15,2016-02_Q1,5.19,1,5.19
2016-02-16,2016-02-29,2016-02_Q2,0.0,0,0.0
2016-03-01,2016-03-15,2016-03_Q1,15.42,1,15.42
2016-03-16,2016-03-31,2016-03_Q2,14.39,1,14.39
2016-04-01,2016-04-15,2016-04_Q1,5.7,2,4.21
2016-04-16,2016-04-30,2016-04_Q2,8.09,3,2.8
2016-05-01,2016-05-15,2016-05_Q1,8.06,3,4.28
2016-05-16,2016-05-31,2016-05_Q2,35.39,4,15.12
2016-06-01,2016-06-15,2016-06_Q1,13.04,1,13.04
2016-06-16,2016-06-30,2016-06_Q2,26.34,1,26.34
2016-07-01,2016-07-15,2016-07_Q1,55.97,3,29.52
2016-07-16,2016-07-31,2016-07_Q2,0.0,0,0.0
2016-08-01,2016-08-15,2016-08_Q1,8.7,1,8.7
2016-08-16,2016-08-31,2016-08_Q2,33.15,3,16.58
2016-09-01,2016-09-15,2016-09_Q1,40.91,1,40.91
2016-09-16,2016-09-30,2016-09_Q2,43.94,2,33.58
2016-10-01,2016-10-15,2016-10_Q1,20.55,1,20.55
2016-10-16,2016-10-31,2016-10_Q2,31.13,2,23.35
2016-11-01,2016-11-15,2016-11_Q1,9.9,1,9.9
2016-11-16,2016-11-30,2016-11_Q2,6.61,3,3.48
2016-12-01,2016-12-15,2016-12_Q1,8.33,2,4.3
2016-12-16,2016-12-31,2016-12_Q2,27.66,3,19.49
2017-01-01,2017-01-15,2017-01_Q1,12.29,2,6.37
2017-01-16,2017-01-31,2017-01_Q2,19.65,2,12.06
2017-02-01,2017-02-15,2017-02_Q1,22.0,3,9.57
2017-02-16,2017-02-28,2017-02_Q2,0.0,0,0.0
2017-03-01,2017-03-15,2017-03_Q1,10.38,1,10.38
2017-03-16,2017-03-31,2017-03_Q2,6.52,1,6.52
2017-04-01,2017-04-15,2017-04_Q1,0.0,0,0.0
2017-04-16,2017-04-30,2017-04_Q2,37.49,3,18.27
2017-05-01,2017-05-15,2017-05_Q1,0.0,0,0.0
2017-05-16,2017-05-31,2017-05_Q2,51.22,4,17.04
2017-06-01,2017-06-15,2017-06_Q1,12.76,1,12.76
2017-06-16,2017-06-30,2017-06_Q2,0.0,0,0.0
2017-07-01,2017-07-15,2017-07_Q1,0.0,0,0.0
2017-07-16,2017-07-31,2017-07_Q2,40.16,2,21.14
2017-08-01,2017-08-15,2017-08_Q1,42.61,4,13.31
2017-08-16,2017-08-31,2017-08_Q2,15.6,1,15.6
2017-09-01,2017-09-15,2017-09_Q1,26.37,3,10.16
2017-09-16,2017-09-30,2017-09_Q2,8.35,1,8.35
2017-10-01,2017-10-15,2017-10_Q1,19.85,2,15.0
2017-10-16,2017-10-31,2017-10_Q2,26.87,1,26.87
2017-11-01,2017-11-15,2017-11_Q1,19.96,2,14.97
2017-11-16,2017-11-30,2017-11_Q2,29.84,2,24.24
2017-12-01,2017-12-15,2017-12_Q1,3.22,1,3.22
2017-12-16,2017-12-31,2017-12_Q2,14.81,6,4.3
2018-01-01,2018-01-15,2018-01_Q1,12.44,1,12.44
2018-01-16,2018-01-31,2018-01_Q2,5.05,1,4.32
2018-02-01,2018-02-15,2018-02_Q1,0.0,0,0.0
2018-02-16,2018-02-28,2018-02_Q2,9.28,1,9.28
2018-03-01,2018-03-15,2018-03_Q1,1.87,1,1.87
2018-03-16,2018-03-31,2018-03_Q2,11.88,3,7.33
2018-04-01,2018-04-15,2018-04_Q1,2.71,1,2.71
2018-04-16,2018-04-30,2018-04_Q2,7.65,1,7.65
2018-05-01,2018-05-15,2018-05_Q1,28.6,4,14.42
2018-05-16,2018-05-31,2018-05_Q2,13.27,1,13.27
2018-06-01,2018-06-15,2018-06_Q1,27.34,3,18.43
2018-06-16,2018-06-30,2018-06_Q2,12.87,2,6.58
2018-07-01,2018-07-15,2018-07_Q1,14.94,2,7.47
2018-07-16,2018-07-31,2018-07_Q2,23.78,1,23.78
2018-08-01,2018-08-15,2018-08_Q1,37.81,3,24.78
2018-08-16,2018-08-31,2018-08_Q2,20.41,5,6.22
2018-09-01,2018-09-15,2018-09_Q1,10.72,1,10.72
2018-09-16,2018-09-30,2018-09_Q2,0.0,0,0.0
2018-10-01,2018-10-15,2018-10_Q1,22.83,4,12.23
2018-10-16,2018-10-31,2018-10_Q2,10.05,1,10.05
2018-11-01,2018-11-15,2018-11_Q1,23.22,4,8.57
2018-11-16,2018-11-30,2018-11_Q2,9.68,4,4.26
2018-12-01,2018-12-15,2018-12_Q1,37.23,3,25.92
2018-12-16,2018-12-31,2018-12_Q2,9.85,3,5.01
2019-01-01,2019-01-15,2019-01_Q1,0.0,0,0.0
2019-01-16,2019-01-31,2019-01_Q2,15.54,4,7.56
2019-02-01,2019-02-15,2019-02_Q1,13.84,1,13.19
2019-02-16,2019-02-28,2019-02_Q2,0.0,0,0.0
2019-03-01,2019-03-15,2019-03_Q1,7.56,3,3.43
2019-03-16,2019-03-31,2019-03_Q2,6.64,3,2.87
2019-04-01,2019-04-15,2019-04_Q1,0.0,0,0.0
2019-04-16,2019-04-30,2019-04_Q2,12.48,2,9.45
2019-05-01,2019-05-15,2019-05_Q1,26.79,1,26.79
2019-05-16,2019-05-31,2019-05_Q2,19.92,2,12.15
2019-06-01,2019-06-15,2019-06_Q1,56.58,5,38.08
2019-06-16,2019-06-30,2019-06_Q2,0.0,0,0.0
2019-07-01,2019-07-15,2019-07_Q1,14.93,2,10.84
2019-07-16,2019-07-31,2019-07_Q2,20.14,2,14.83
2019-08-01,2019-08-15,2019-08_Q1,42.21,2,31.65
2019-08-16,2019-08-31,2019-08_Q2,0.0,0,0.0
2019-09-01,2019-09-15,2019-09_Q1,16.34,3,10.08
2019-09-16,2019-09-30,2019-09_Q2,13.84,2,9.23
2019-10-01,2019-10-15,2019-10_Q1,14.36,3,7.23
2019-10-16,2019-10-31,2019-10_Q2,5.42,1,5.42
2019-11-01,2019-11-15,2019-11_Q1,19.57,2,12.91
2019-11-16,2019-11-30,2019-11_Q2,5.25,3,3.22
2019-12-01,2019-12-15,2019-12_Q1,0.0,0,0.0
2019-12-16,2019-12-31,2019-12_Q2,9.22,3,3.86
2020-01-01,2020-01-15,2020-01_Q1,6.87,1,6.87
2020-01-16,2020-01-31,2020-01_Q2,40.72,5,16.35
2020-02-01,2020-02-15,2020-02_Q1,30.41,3,12.73
2020-02-16,2020-02-29,2020-02_Q2,0.0,0,0.0
2020-03-01,2020-03-15,2020-03_Q1,13.95,2,6.97
2020-03-16,2020-03-31,2020-03_Q2,8.37,4,2.81
2020-04-01,2020-04-15,2020-04_Q1,15.08,2,12.71
2020-04-16,2020-04-30,2020-04_Q2,34.13,4,23.34
2020-05-01,2020-05-15,2020-05_Q1,16.77,1,16.77
2020-05-16,2020-05-31,2020-05_Q2,22.66,2,19.72
2020-06-01,2020-06-15,2020-06_Q1,20.36,5,7.07
2020-06-16,2020-06-30,2020-06_Q2,9.28,1,9.28
2020-07-01,2020-07-15,2020-07_Q1,6.33,1,6.33
2020-07-16,2020-07-31,2020-07_Q2,11.93,3,5.78
2020-08-01,2020-08-15,2020-08_Q1,55.66,3,19.96
2020-08-16,2020-08-31,2020-08_Q2,0.0,0,0.0
2020-09-01,2020-09-15,2020-09_Q1,28.34,5,10.22
2020-09-16,2020-09-30,2020-09_Q2,30.69,4,14.4
2020-10-01,2020-10-15,2020-10_Q1,23.58,3,14.18
2020-10-16,2020-10-31,2020-10_Q2,41.73,6,13.73
