crop,period_start,period_end,label,mean_C,std_C,var_C,temp_status,temp_detail,temp_score
wheat,2016-01-01,2016-01-15,2016-01_Q1,24.38,2.93,8.59,VIABLE_WITH_RESERVE,warm for crop,0.9367
wheat,2016-01-16,2016-01-31,2016-01_Q2,20.72,2.84,8.08,VIABLE,optimal temperature range,1.0
wheat,2016-02-01,2016-02-15,2016-02_Q1,23.08,4.75,22.53,VIABLE,optimal temperature range,1.0
wheat,2016-02-16,2016-02-29,2016-02_Q2,21.71,3.74,13.96,VIABLE,optimal temperature range,1.0
wheat,2016-03-01,2016-03-15,2016-03_Q1,22.91,2.67,7.14,VIABLE,optimal temperature range,1.0
wheat,2016-03-16,2016-03-31,2016-03_Q2,18.58,2.29,5.25,VIABLE,optimal temperature range,1.0
wheat,2016-04-01,2016-04-15,2016-04_Q1,17.31,2.05,4.19,VIABLE,optimal temperature range,1.0
wheat,2016-04-16,2016-04-30,2016-04_Q2,15.61,2.86,8.18,VIABLE,optimal temperature range,1.0
wheat,2016-05-01,2016-05-15,2016-05_Q1,13.09,1.42,2.03,VIABLE,optimal temperature range,1.0
wheat,2016-05-16,2016-05-31,2016-05_Q2,11.97,2.05,4.19,VIABLE,optimal temperature range,1.0
wheat,2016-06-01,2016-06-15,2016-06_Q1,11.11,1.96,3.82,VIABLE,optimal temperature range,1.0
wheat,2016-06-16,2016-06-30,2016-06_Q2,9.96,1.33,1.76,VIABLE_WITH_RESERVE,cool for crop,0.992
wheat,2016-07-01,2016-07-15,2016-07_Q1,9.04,1.75,3.05,VIABLE_WITH_RESERVE,cool for crop,0.808
wheat,2016-07-16,2016-07-31,2016-07_Q2,9.73,2.52,6.36,VIABLE_WITH_RESERVE,cool for crop,0.946
wheat,2016-08-01,2016-08-15,2016-08_Q1,9.42,1.33,1.78,VIABLE_WITH_RESERVE,cool for crop,0.884
wheat,2016-08-16,2016-08-31,2016-08_Q2,8.94,1.94,3.77,VIABLE_WITH_RESERVE,cool for crop,0.788
wheat,2016-09-01,2016-09-15,2016-09_Q1,9.81,1.68,2.84,VIABLE_WITH_RESERVE,cool for crop,0.962
wheat,2016-09-16,2016-09-30,2016-09_Q2,8.95,1.9,3.61,VIABLE_WITH_RESERVE,cool for crop,0.79
wheat,2016-10-01,2016-10-15,2016-10_Q1,13.19,3.33,11.06,VIABLE,optimal temperature range,1.0
wheat,2016-10-16,2016-10-31,2016-10_Q2,13.27,2.31,5.36,VIABLE,optimal temperature range,1.0
wheat,2016-11-01,2016-11-15,2016-11_Q1,18.01,3.99,15.93,VIABLE,optimal temperature range,1.0
wheat,2016-11-16,2016-11-30,2016-11_Q2,19.88,3.37,11.35,VIABLE,optimal temperature range,1.0
wheat,2016-12-01,2016-12-15,2016-12_Q1,19.65,3.39,11.48,VIABLE,optimal temperature range,1.0
wheat,2016-12-16,2016-12-31,2016-12_Q2,19.79,3.26,10.65,VIABLE,optimal temperature range,1.0
wheat,2017-01-01,2017-01-15,2017-01_Q1,23.52,3.67,13.48,VIABLE,optimal temperature range,1.0
wheat,2017-01-16,2017-01-31,2017-01_Q2,21.92,4.02,16.13,VIABLE,optimal temperature range,1.0
wheat,2017-02-01,2017-02-15,2017-02_Q1,19.54,3.47,12.03,VIABLE,optimal temperature range,1.0
wheat,2017-02-16,2017-02-28,2017-02_Q2,20.79,3.2,10.26,VIABLE,optimal temperature range,1.0
