period_start,period_end,label,precip_total_mm,precip_rainy_days,precip_max_daily_mm
2016-01-01,2016-01-15,2016-01_Q1,15.75,3,6.09
2016-01-16,2016-01-31,2016-01_Q2,23.58,1,23.58
2016-02-01,2016-02-15,2016-02_Q1,4.14,1,4.14
2016-02-16,2016-02-29,2016-02_Q2,3.98,1,3.98
2016-03-01,2016-03-15,2016-03_Q1,21.86,3,10.66
2016-03-16,2016-03-31,2016-03_Q2,45.51,3,22.05
2016-04-01,2016-04-15,2016-04_Q1,32.87,5,11.77
2016-04-16,2016-04-30,2016-04_Q2,8.1,1,8.1
2016-05-01,2016-05-15,2016-05_Q1,14.32,2,7.38
2016-05-16,2016-05-31,2016-05_Q2,19.7,3,10.25
2016-06-01,2016-06-15,2016-06_Q1,14.15,2,7.89
2016-06-16,2016-06-30,2016-06_Q2,21.75,3,9.21
2016-07-01,2016-07-15,2016-07_Q1,26.27,3,10.84
2016-07-16,2016-07-31,2016-07_Q2,12.87,2,7.54
2016-08-01,2016-08-15,2016-08_Q1,41.09,1,41.09
2016-08-16,2016-08-31,2016-08_Q2,0.0,0,0.0
2016-09-01,2016-09-15,2016-09_Q1,0.0,0,0.0
2016-09-16,2016-09-30,2016-09_Q2,15.16,3,5.66
2016-10-01,2016-10-15,2016-10_Q1,6.97,1,6.97
2016-10-16,2016-10-31,2016-10_Q2,3.74,1,3.74
2016-11-01,2016-11-15,2016-11_Q1,0.0,0,0.0
2016-11-16,2016-11-30,2016-11_Q2,0.0,0,0.0
2016-12-01,2016-12-15,2016-12_Q1,5.86,1,5.86
2016-12-16,2016-12-31,2016-12_Q2,9.07,2,4.66
2017-01-01,2017-01-15,2017-01_Q1,0.0,0,0.0
2017-01-16,2017-01-31,2017-01_Q2,34.47,2,17.24
2017-02-01,2017-02-15,2017-02_Q1,12.88,2,6.93
2017-02-16,2017-02-28,2017-02_Q2,16.28,2,8.22
2017-03-01,2017-03-15,2017-03_Q1,23.58,1,23.58
2017-03-16,2017-03-31,2017-03_Q2,0.0,0,0.0
2017-04-01,2017-04-15,2017-04_Q1,14.69,1,14.69
2017-04-16,2017-04-30,2017-04_Q2,0.0,0,0.0
2017-05-01,2017-05-15,2017-05_Q1,4.65,1,4.65
