period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,15.88,23.25,65.99,-50.11,,,,
2016-01-16,2016-01-31,2016-01_Q2,30.47,22.71,65.99,-35.52,0.796,,,
2016-02-01,2016-02-15,2016-02_Q1,0.0,21.74,49.88,-49.88,0.522,,,
2016-02-16,2016-02-29,2016-02_Q2,4.45,21.0,49.88,-45.43,-0.554,,,
2016-03-01,2016-03-15,2016-03_Q1,17.59,25.07,50.15,-32.56,0.533,,,
2016-03-16,2016-03-31,2016-03_Q2,8.98,17.3,50.15,-41.17,-0.014,0.314,,
2016-04-01,2016-04-15,2016-04_Q1,2.77,16.28,30.03,-27.26,-0.613,-0.029,,
2016-04-16,2016-04-30,2016-04_Q2,10.84,17.05,30.03,-19.19,-0.738,-0.611,,
2016-05-01,2016-05-15,2016-05_Q1,11.37,14.78,20.18,-8.81,-0.688,-0.589,,
2016-05-16,2016-05-31,2016-05_Q2,29.25,12.13,20.18,9.07,-0.275,-0.587,,
2016-06-01,2016-06-15,2016-06_Q1,16.02,9.79,10.68,5.34,-0.549,-0.875,,
2016-06-16,2016-06-30,2016-06_Q2,24.54,9.16,10.68,13.86,-0.245,-0.88,-0.256,
2016-07-01,2016-07-15,2016-07_Q1,47.19,8.94,11.25,35.94,1.212,0.777,0.35,
2016-07-16,2016-07-31,2016-07_Q2,14.4,9.98,11.25,3.15,1.522,0.685,-0.278,
2016-08-01,2016-08-15,2016-08_Q1,9.38,9.28,12.82,-3.44,-1.22,-0.346,-0.627,
2016-08-16,2016-08-31,2016-08_Q2,36.89,10.2,12.82,24.07,-0.239,0.304,-0.192,
2016-09-01,2016-09-15,2016-09_Q1,53.65,11.13,15.86,37.79,1.631,1.212,0.502,
2016-09-16,2016-09-30,2016-09_Q2,42.21,10.18,15.86,26.35,1.652,1.523,1.191,
2016-10-01,2016-10-15,2016-10_Q1,19.55,12.85,23.19,-3.64,0.887,0.778,0.985,
2016-10-16,2016-10-31,2016-10_Q2,44.49,12.18,23.19,21.3,0.92,1.185,1.312,
2016-11-01,2016-11-15,2016-11_Q1,11.21,14.13,35.61,-24.4,1.005,1.405,1.189,
2016-11-16,2016-11-30,2016-11_Q2,4.31,17.89,35.61,-31.3,-0.314,1.252,1.215,
2016-12-01,2016-12-15,2016-12_Q1,10.16,18.83,54.81,-44.65,-0.322,0.886,1.088,
2016-12-16,2016-12-31,2016-12_Q2,22.73,21.55,54.81,-32.08,0.485,0.649,1.232,0.946
2017-01-01,2017-01-15,2017-01_Q1,16.23,22.6,62.87,-46.64,1.137,0.827,1.079,0.923
2017-01-16,2017-01-31,2017-01_Q2,13.51,21.96,62.87,-49.36,0.429,0.676,1.127,0.793
2017-02-01,2017-02-15,2017-02_Q1,20.92,22.29,47.83,-26.91,0.88,0.857,1.411,1.018
2017-02-16,2017-02-28,2017-02_Q2,0.0,19.32,47.83,-47.83,1.077,0.973,1.278,1.008
2017-03-01,2017-03-15,2017-03_Q1,10.91,23.8,52.46,-41.55,-0.625,0.993,1.04,0.94
