period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,12.7,28.21,79.16,-66.46,,,,
2016-01-16,2016-01-31,2016-01_Q2,27.56,24.51,79.16,-51.6,1.502,,,
2016-02-01,2016-02-15,2016-02_Q1,4.39,26.98,67.93,-63.54,0.74,,,
2016-02-16,2016-02-29,2016-02_Q2,4.17,25.78,67.93,-63.76,-0.385,,,
2016-03-01,2016-03-15,2016-03_Q1,17.39,26.79,57.22,-39.83,0.145,,,
2016-03-16,2016-03-31,2016-03_Q2,47.71,21.0,57.22,-9.51,1.696,1.334,,
2016-04-01,2016-04-15,2016-04_Q1,28.37,19.67,30.64,-2.27,1.726,1.439,,
2016-04-16,2016-04-30,2016-04_Q2,12.08,17.76,30.64,-18.56,1.643,1.453,,
2016-05-01,2016-05-15,2016-05_Q1,15.69,13.86,14.71,0.98,1.173,1.594,,
2016-05-16,2016-05-31,2016-05_Q2,16.59,12.97,14.71,1.88,1.175,1.601,,
2016-06-01,2016-06-15,2016-06_Q1,22.18,11.81,9.41,12.77,-0.142,1.814,,
2016-06-16,2016-06-30,2016-06_Q2,15.81,10.62,9.41,6.4,0.116,1.436,1.645,
2016-07-01,2016-07-15,2016-07_Q1,25.34,9.85,8.04,17.3,0.53,0.852,1.493,
2016-07-16,2016-07-31,2016-07_Q2,13.35,10.45,8.04,5.31,0.577,0.897,1.328,
2016-08-01,2016-08-15,2016-08_Q1,20.84,10.98,9.57,11.27,0.772,0.721,1.54,
2016-08-16,2016-08-31,2016-08_Q2,14.17,10.41,9.57,4.6,-0.072,-0.105,1.583,
2016-09-01,2016-09-15,2016-09_Q1,0.0,11.8,11.55,-11.55,-0.296,0.391,1.541,
2016-09-16,2016-09-30,2016-09_Q2,15.75,11.06,11.55,4.2,1.278,0.381,1.424,
2016-10-01,2016-10-15,2016-10_Q1,6.5,16.23,28.69,-22.19,1.37,0.428,0.993,
2016-10-16,2016-10-31,2016-10_Q2,3.7,17.35,28.69,-24.99,0.649,0.537,0.928,
2016-11-01,2016-11-15,2016-11_Q1,0.0,22.48,58.0,-58.0,-0.423,-0.085,0.228,
2016-11-16,2016-11-30,2016-11_Q2,0.0,23.96,58.0,-58.0,-1.256,-0.373,-0.18,
2016-12-01,2016-12-15,2016-12_Q1,10.47,23.25,66.63,-56.16,-0.426,-0.092,0.159,
2016-12-16,2016-12-31,2016-12_Q2,4.25,24.95,66.63,-62.38,1.877,-0.061,0.147,1.437
2017-01-01,2017-01-15,2017-01_Q1,0.0,27.8,82.79,-82.79,0.772,-0.136,0.114,1.314
2017-01-16,2017-01-31,2017-01_Q2,34.6,26.07,82.79,-48.19,0.992,0.588,0.639,1.361
2017-02-01,2017-02-15,2017-02_Q1,14.98,23.27,56.48,-41.5,1.535,1.356,0.73,1.674
2017-02-16,2017-02-28,2017-02_Q2,16.69,25.01,56.48,-39.79,1.315,1.63,1.457,1.672
2017-03-01,2017-03-15,2017-03_Q1,22.91,26.96,54.51,-31.6,1.152,1.559,1.474,1.676
2017-03-16,2017-03-31,2017-03_Q2,0.0,19.73,54.51,-54.51,0.184,1.261,1.35,1.598
2017-04-01,2017-04-15,2017-04_Q1,4.21,21.13,36.27,-32.06,-0.601,1.164,1.145,1.35
2017-04-16,2017-04-30,2017-04_Q2,8.77,19.46,36.27,-27.5,-0.834,0.776,1.085,1.311
2017-05-01,2017-05-15,2017-05_Q1,6.84,17.37,19.95,-13.11,-0.587,0.294,1.203,1.088
2017-05-16,2017-05-31,2017-05_Q2,13.46,13.69,19.95,-6.49,-0.088,-0.239,1.311,1.05
2017-06-01,2017-06-15,2017-06_Q1,24.2,15.42,14.41,9.79,-0.75,-1.146,1.017,0.822
2017-06-16,2017-06-30,2017-06_Q2,0.0,12.11,14.41,-14.41,-1.617,-1.405,0.332,0.478
2017-07-01,2017-07-15,2017-07_Q1,18.07,10.38,9.92,8.15,-0.979,-1.414,0.45,0.373
2017-07-16,2017-07-31,2017-07_Q2,19.53,12.08,9.92,9.61,0.111,-1.47,0.098,0.501
2017-08-01,2017-08-15,2017-08_Q1,16.48,11.16,12.56,3.92,0.612,-1.294,-0.336,0.424
2017-08-16,2017-08-31,2017-08_Q2,37.3,13.22,12.56,24.74,0.733,-0.871,-0.708,0.865
2017-09-01,2017-09-15,2017-09_Q1,12.42,14.68,19.53,-7.11,0.765,0.09,-1.114,0.957
2017-09-16,2017-09-30,2017-09_Q2,14.93,14.74,19.53,-4.6,0.896,0.54,-0.452,0.93
2017-10-01,2017-10-15,2017-10_Q1,17.53,16.69,33.01,-15.48,1.234,0.906,-0.113,1.041
2017-10-16,2017-10-31,2017-10_Q2,0.0,19.23,33.01,-33.01,0.543,0.76,-0.099,0.96
2017-11-01,2017-11-15,2017-11_Q1,15.03,24.42,60.37,-45.34,-0.067,0.636,-0.205,1.063
2017-11-16,2017-11-30,2017-11_Q2,10.37,22.92,60.37,-50.0,-0.57,0.109,-0.197,1.02
2017-12-01,2017-12-15,2017-12_Q1,11.18,25.43,73.27,-62.09,-0.299,0.127,0.089,0.906
2017-12-16,2017-12-31,2017-12_Q2,0.0,25.02,73.27,-73.27,0.579,0.034,0.289,0.488
2018-01-01,2018-01-15,2018-01_Q1,4.93,26.13,77.88,-72.95,0.699,0.048,0.573,0.615
2018-01-16,2018-01-31,2018-01_Q2,26.27,26.18,77.88,-51.61,1.254,1.077,0.984,0.618
2018-02-01,2018-02-15,2018-02_Q1,0.0,27.04,63.95,-63.95,0.725,0.676,0.779,0.271
2018-02-16,2018-02-28,2018-02_Q2,12.37,24.21,63.95,-51.58,0.128,0.973,0.872,0.352
2018-03-01,2018-03-15,2018-03_Q1,0.0,25.91,62.44,-62.44,-0.292,0.525,0.615,0.158
2018-03-16,2018-03-31,2018-03_Q2,12.95,23.93,62.44,-49.49,-1.434,0.074,0.383,0.028
