crop,period_start,period_end,label,mean_C,std_C,var_C,temp_status,temp_detail,temp_score
wheat,2016-01-01,2016-01-15,2016-01_Q1,25.6,2.92,8.51,VIABLE_WITH_RESERVE,warm for crop,0.7333
wheat,2016-01-16,2016-01-31,2016-01_Q2,21.96,2.97,8.82,VIABLE,optimal temperature range,1.0
wheat,2016-02-01,2016-02-15,2016-02_Q1,24.19,5.14,26.44,VIABLE_WITH_RESERVE,warm for crop,0.9683
wheat,2016-02-16,2016-02-29,2016-02_Q2,23.11,3.99,15.93,VIABLE,optimal temperature range,1.0
wheat,2016-03-01,2016-03-15,2016-03_Q1,23.81,2.92,8.53,VIABLE,optimal temperature range,1.0
wheat,2016-03-16,2016-03-31,2016-03_Q2,19.33,2.57,6.6,VIABLE,optimal temperature range,1.0
wheat,2016-04-01,2016-04-15,2016-04_Q1,17.96,2.19,4.81,VIABLE,optimal temperature range,1.0
wheat,2016-04-16,2016-04-30,2016-04_Q2,16.51,3.2,10.23,VIABLE,optimal temperature range,1.0
wheat,2016-05-01,2016-05-15,2016-05_Q1,13.17,1.32,1.73,VIABLE,optimal temperature range,1.0
wheat,2016-05-16,2016-05-31,2016-05_Q2,12.11,1.8,3.23,VIABLE,optimal temperature range,1.0
wheat,2016-06-01,2016-06-15,2016-06_Q1,11.18,1.82,3.31,VIABLE,optimal temperature range,1.0
wheat,2016-06-16,2016-06-30,2016-06_Q2,9.85,1.75,3.05,VIABLE_WITH_RESERVE,cool for crop,0.97
wheat,2016-07-01,2016-07-15,2016-07_Q1,8.98,1.45,2.11,VIABLE_WITH_RESERVE,cool for crop,0.796
wheat,2016-07-16,2016-07-31,2016-07_Q2,10.0,2.75,7.56,VIABLE,optimal temperature range,1.0
wheat,2016-08-01,2016-08-15,2016-08_Q1,10.0,1.68,2.82,VIABLE,optimal temperature range,1.0
wheat,2016-08-16,2016-08-31,2016-08_Q2,9.44,2.15,4.61,VIABLE_WITH_RESERVE,cool for crop,0.888
wheat,2016-09-01,2016-09-15,2016-09_Q1,10.77,2.4,5.77,VIABLE,optimal temperature range,1.0
wheat,2016-09-16,2016-09-30,2016-09_Q2,9.74,2.21,4.88,VIABLE_WITH_RESERVE,cool for crop,0.948
wheat,2016-10-01,2016-10-15,2016-10_Q1,14.34,3.78,14.3,VIABLE,optimal temperature range,1.0
wheat,2016-10-16,2016-10-31,2016-10_Q2,15.14,3.04,9.27,VIABLE,optimal temperature range,1.0
wheat,2016-11-01,2016-11-15,2016-11_Q1,19.74,4.17,17.39,VIABLE,optimal temperature range,1.0
wheat,2016-11-16,2016-11-30,2016-11_Q2,20.82,3.31,10.97,VIABLE,optimal temperature range,1.0
wheat,2016-12-01,2016-12-15,2016-12_Q1,20.98,3.78,14.26,VIABLE,optimal temperature range,1.0
wheat,2016-12-16,2016-12-31,2016-12_Q2,21.66,3.85,14.85,VIABLE,optimal temperature range,1.0
wheat,2017-01-01,2017-01-15,2017-01_Q1,25.22,3.83,14.66,VIABLE_WITH_RESERVE,warm for crop,0.7967
wheat,2017-01-16,2017-01-31,2017-01_Q2,22.99,4.35,18.94,VIABLE,optimal temperature range,1.0
