period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,0.0,24.43,68.07,-68.07,,,,
2016-01-16,2016-01-31,2016-01_Q2,13.38,25.07,68.07,-54.69,0.921,,,
2016-02-01,2016-02-15,2016-02_Q1,0.0,27.16,62.75,-62.75,0.649,,,
2016-02-16,2016-02-29,2016-02_Q2,0.0,23.89,62.75,-62.75,-0.548,,,
2016-03-01,2016-03-15,2016-03_Q1,0.0,25.02,60.94,-60.94,-0.401,,,
2016-03-16,2016-03-31,2016-03_Q2,14.92,24.5,60.94,-46.02,0.411,0.372,,
2016-04-01,2016-04-15,2016-04_Q1,28.92,22.58,40.96,-12.04,1.429,1.203,,
2016-04-16,2016-04-30,2016-04_Q2,21.97,21.0,40.96,-18.99,1.555,1.168,,
2016-05-01,2016-05-15,2016-05_Q1,14.32,17.91,24.22,-9.9,1.121,1.357,,
2016-05-16,2016-05-31,2016-05_Q2,31.82,17.14,24.22,7.6,1.048,1.344,,
2016-06-01,2016-06-15,2016-06_Q1,49.51,15.63,16.26,33.25,0.264,1.038,,
2016-06-16,2016-06-30,2016-06_Q2,30.27,14.67,16.26,14.01,0.059,1.15,1.172,
2016-07-01,2016-07-15,2016-07_Q1,46.01,14.33,14.86,31.15,0.471,1.036,1.375,
2016-07-16,2016-07-31,2016-07_Q2,63.56,14.16,14.86,48.7,0.801,0.802,1.259,
2016-08-01,2016-08-15,2016-08_Q1,61.36,14.3,15.87,45.49,0.835,1.199,1.591,
2016-08-16,2016-08-31,2016-08_Q2,62.53,14.27,15.87,46.66,0.334,0.774,1.5,
2016-09-01,2016-09-15,2016-09_Q1,21.42,15.29,18.94,2.48,-0.076,0.678,1.331,
2016-09-16,2016-09-30,2016-09_Q2,7.15,15.02,18.94,-11.79,0.649,0.502,1.303,
2016-10-01,2016-10-15,2016-10_Q1,14.78,18.15,31.56,-16.78,0.77,0.427,1.068,
2016-10-16,2016-10-31,2016-10_Q2,0.0,18.16,31.56,-31.56,0.275,0.353,0.847,
2016-11-01,2016-11-15,2016-11_Q1,2.77,20.88,47.8,-45.03,-0.092,0.003,0.678,
2016-11-16,2016-11-30,2016-11_Q2,2.88,22.3,47.8,-44.92,-0.303,0.128,0.492,
2016-12-01,2016-12-15,2016-12_Q1,0.0,22.38,55.91,-55.91,0.573,0.358,0.587,
2016-12-16,2016-12-31,2016-12_Q2,0.0,22.71,55.91,-55.91,1.404,0.5,0.538,1.591
2017-01-01,2017-01-15,2017-01_Q1,0.0,24.86,69.54,-69.54,0.835,0.588,0.45,1.521
2017-01-16,2017-01-31,2017-01_Q2,16.93,25.11,69.54,-52.61,0.969,1.233,0.655,1.449
2017-02-01,2017-02-15,2017-02_Q1,11.94,25.0,62.78,-50.84,1.626,1.244,0.699,1.537
2017-02-16,2017-02-28,2017-02_Q2,3.0,26.06,62.78,-59.78,0.288,1.174,1.051,1.517
2017-03-01,2017-03-15,2017-03_Q1,10.13,25.86,57.27,-47.14,0.86,1.232,1.249,1.493
2017-03-16,2017-03-31,2017-03_Q2,0.0,22.31,57.27,-57.27,0.752,1.215,1.16,1.436
2017-04-01,2017-04-15,2017-04_Q1,4.42,23.71,44.33,-39.91,-0.495,0.795,0.842,1.326
2017-04-16,2017-04-30,2017-04_Q2,3.67,21.43,44.33,-40.66,-0.84,-0.356,0.714,1.082
2017-05-01,2017-05-15,2017-05_Q1,13.71,20.43,29.63,-15.92,-0.463,-0.422,0.85,0.954
2017-05-16,2017-05-31,2017-05_Q2,20.16,17.9,29.63,-9.47,-0.132,-0.359,0.717,0.809
2017-06-01,2017-06-15,2017-06_Q1,45.98,18.8,22.07,23.91,-0.487,-0.811,0.071,0.489
2017-06-16,2017-06-30,2017-06_Q2,0.0,15.9,22.07,-22.07,-1.451,-1.583,-0.697,0.104
2017-07-01,2017-07-15,2017-07_Q1,14.83,14.58,17.32,-2.49,-1.218,-1.603,-1.177,-0.235
2017-07-16,2017-07-31,2017-07_Q2,45.33,15.92,17.32,28.01,-0.806,-1.495,-1.593,-0.403
2017-08-01,2017-08-15,2017-08_Q1,65.35,14.91,18.08,47.27,0.173,-1.353,-1.648,-0.569
2017-08-16,2017-08-31,2017-08_Q2,74.65,15.36,18.08,56.57,0.604,-0.992,-1.25,-0.327
2017-09-01,2017-09-15,2017-09_Q1,39.82,16.89,24.01,15.81,0.56,-0.276,-0.916,0.298
2017-09-16,2017-09-30,2017-09_Q2,12.51,16.79,24.01,-11.5,1.256,0.017,-0.784,0.31
2017-10-01,2017-10-15,2017-10_Q1,10.89,18.05,34.71,-23.82,0.188,0.386,-0.656,0.081
2017-10-16,2017-10-31,2017-10_Q2,0.0,19.83,34.71,-34.71,-0.446,0.602,-0.733,-0.058
