crop,period_start,period_end,label,mean_C,std_C,var_C,temp_status,temp_detail,temp_score
wheat,2016-01-01,2016-01-15,2016-01_Q1,27.35,4.2,17.66,VIABLE_WITH_RESERVE,warm for crop,0.4417
wheat,2016-01-16,2016-01-31,2016-01_Q2,25.74,4.63,21.45,VIABLE_WITH_RESERVE,warm for crop,0.71
wheat,2016-02-01,2016-02-15,2016-02_Q1,26.23,3.42,11.7,VIABLE_WITH_RESERVE,warm for crop,0.6283
wheat,2016-02-16,2016-02-29,2016-02_Q2,25.64,4.36,18.99,VIABLE_WITH_RESERVE,warm for crop,0.7267
wheat,2016-03-01,2016-03-15,2016-03_Q1,29.97,3.16,9.95,VIABLE_WITH_RESERVE,warm for crop,0.005
wheat,2016-03-16,2016-03-31,2016-03_Q2,20.2,3.54,12.5,VIABLE,optimal temperature range,1.0
wheat,2016-04-01,2016-04-15,2016-04_Q1,18.62,2.36,5.57,VIABLE,optimal temperature range,1.0
wheat,2016-04-16,2016-04-30,2016-04_Q2,19.92,2.79,7.77,VIABLE,optimal temperature range,1.0
wheat,2016-05-01,2016-05-15,2016-05_Q1,16.46,1.85,3.42,VIABLE,optimal temperature range,1.0
wheat,2016-05-16,2016-05-31,2016-05_Q2,13.39,2.29,5.26,VIABLE,optimal temperature range,1.0
wheat,2016-06-01,2016-06-15,2016-06_Q1,11.55,1.61,2.58,VIABLE,optimal temperature range,1.0
wheat,2016-06-16,2016-06-30,2016-06_Q2,10.01,1.83,3.36,VIABLE,optimal temperature range,1.0
wheat,2016-07-01,2016-07-15,2016-07_Q1,10.07,1.35,1.83,VIABLE,optimal temperature range,1.0
wheat,2016-07-16,2016-07-31,2016-07_Q2,11.99,2.55,6.49,VIABLE,optimal temperature range,1.0
wheat,2016-08-01,2016-08-15,2016-08_Q1,10.9,1.25,1.55,VIABLE,optimal temperature range,1.0
wheat,2016-08-16,2016-08-31,2016-08_Q2,12.4,2.94,8.65,VIABLE,optimal temperature range,1.0
wheat,2016-09-01,2016-09-15,2016-09_Q1,13.64,2.26,5.11,VIABLE,optimal temperature range,1.0
wheat,2016-09-16,2016-09-30,2016-09_Q2,12.55,1.36,1.86,VIABLE,optimal temperature range,1.0
wheat,2016-10-01,2016-10-15,2016-10_Q1,15.56,3.38,11.45,VIABLE,optimal temperature range,1.0
wheat,2016-10-16,2016-10-31,2016-10_Q2,15.92,4.08,16.68,VIABLE,optimal temperature range,1.0
wheat,2016-11-01,2016-11-15,2016-11_Q1,18.68,3.18,10.13,VIABLE,optimal temperature range,1.0
wheat,2016-11-16,2016-11-30,2016-11_Q2,21.86,4.86,23.63,VIABLE,optimal temperature range,1.0
wheat,2016-12-01,2016-12-15,2016-12_Q1,23.0,4.3,18.51,VIABLE,optimal temperature range,1.0
wheat,2016-12-16,2016-12-31,2016-12_Q2,26.12,4.57,20.88,VIABLE_WITH_RESERVE,warm for crop,0.6467
wheat,2017-01-01,2017-01-15,2017-01_Q1,26.95,4.51,20.35,VIABLE_WITH_RESERVE,warm for crop,0.5083
wheat,2017-01-16,2017-01-31,2017-01_Q2,27.19,3.48,12.11,VIABLE_WITH_RESERVE,warm for crop,0.4683
wheat,2017-02-01,2017-02-15,2017-02_Q1,27.17,5.74,32.95,VIABLE_WITH_RESERVE,warm for crop,0.4717
wheat,2017-02-16,2017-02-28,2017-02_Q2,23.03,4.1,16.84,VIABLE,optimal temperature range,1.0
wheat,2017-03-01,2017-03-15,2017-03_Q1,26.87,2.16,4.65,VIABLE_WITH_RESERVE,warm for crop,0.5217
wheat,2017-03-16,2017-03-31,2017-03_Q2,23.77,4.11,16.93,VIABLE,optimal temperature range,1.0
wheat,2017-04-01,2017-04-15,2017-04_Q1,18.59,2.72,7.39,VIABLE,optimal temperature range,1.0
wheat,2017-04-16,2017-04-30,2017-04_Q2,17.78,3.55,12.61,VIABLE,optimal temperature range,1.0
wheat,2017-05-01,2017-05-15,2017-05_Q1,12.15,1.33,1.77,VIABLE,optimal temperature range,1.0
wheat,2017-05-16,2017-05-31,2017-05_Q2,13.44,2.27,5.15,VIABLE,optimal temperature range,1.0
wheat,2017-06-01,2017-06-15,2017-06_Q1,10.05,1.7,2.9,VIABLE,optimal temperature range,1.0
wheat,2017-06-16,2017-06-30,2017-06_Q2,10.05,1.31,1.72,VIABLE,optimal temperature range,1.0
wheat,2017-07-01,2017-07-15,2017-07_Q1,10.23,1.32,1.75,VIABLE,optimal temperature range,1.0
wheat,2017-07-16,2017-07-31,2017-07_Q2,11.57,1.93,3.72,VIABLE,optimal temperature range,1.0
wheat,2017-08-01,2017-08-15,2017-08_Q1,11.73,2.42,5.85,VIABLE,optimal temperature range,1.0
wheat,2017-08-16,2017-08-31,2017-08_Q2,10.3,1.39,1.94,VIABLE,optimal temperature range,1.0
wheat,2017-09-01,2017-09-15,2017-09_Q1,13.84,3.56,12.66,VIABLE,optimal temperature range,1.0
wheat,2017-09-16,2017-09-30,2017-09_Q2,16.81,3.55,12.64,VIABLE,optimal temperature range,1.0
wheat,2017-10-01,2017-10-15,2017-10_Q1,18.49,2.87,8.22,VIABLE,optimal temperature range,1.0
wheat,2017-10-16,2017-10-31,2017-10_Q2,20.04,3.84,14.74,VIABLE,optimal temperature range,1.0
wheat,2017-11-01,2017-11-15,2017-11_Q1,21.88,5.47,29.93,VIABLE,optimal temperature range,1.0
wheat,2017-11-16,2017-11-30,2017-11_Q2,25.38,4.05,16.39,VIABLE_WITH_RESERVE,warm for crop,0.77
wheat,2017-12-01,2017-12-15,2017-12_Q1,20.67,4.72,22.25,VIABLE,optimal temperature range,1.0
