crop,period_start,period_end,label,mean_C,std_C,var_C,temp_status,temp_detail,temp_score
wheat,2016-01-01,2016-01-15,2016-01_Q1,25.61,2.84,8.07,VIABLE_WITH_RESERVE,warm for crop,0.7317
wheat,2016-01-16,2016-01-31,2016-01_Q2,21.7,2.95,8.7,VIABLE,optimal temperature range,1.0
wheat,2016-02-01,2016-02-15,2016-02_Q1,24.19,4.9,24.04,VIABLE_WITH_RESERVE,warm for crop,0.9683
wheat,2016-02-16,2016-02-29,2016-02_Q2,22.91,3.71,13.79,VIABLE,optimal temperature range,1.0
wheat,2016-03-01,2016-03-15,2016-03_Q1,24.07,2.73,7.47,VIABLE_WITH_RESERVE,warm for crop,0.9883
wheat,2016-03-16,2016-03-31,2016-03_Q2,19.49,2.53,6.38,VIABLE,optimal temperature range,1.0
wheat,2016-04-01,2016-04-15,2016-04_Q1,18.01,2.16,4.68,VIABLE,optimal temperature range,1.0
wheat,2016-04-16,2016-04-30,2016-04_Q2,16.21,2.99,8.96,VIABLE,optimal temperature range,1.0
wheat,2016-05-01,2016-05-15,2016-05_Q1,13.25,1.32,1.75,VIABLE,optimal temperature range,1.0
wheat,2016-05-16,2016-05-31,2016-05_Q2,12.28,1.98,3.91,VIABLE,optimal temperature range,1.0
wheat,2016-06-01,2016-06-15,2016-06_Q1,11.46,1.9,3.59,VIABLE,optimal temperature range,1.0
wheat,2016-06-16,2016-06-30,2016-06_Q2,10.21,1.5,2.24,VIABLE,optimal temperature range,1.0
wheat,2016-07-01,2016-07-15,2016-07_Q1,9.21,1.49,2.22,VIABLE_WITH_RESERVE,cool for crop,0.842
wheat,2016-07-16,2016-07-31,2016-07_Q2,10.01,2.64,6.95,VIABLE,optimal temperature range,1.0
wheat,2016-08-01,2016-08-15,2016-08_Q1,9.78,1.51,2.27,VIABLE_WITH_RESERVE,cool for crop,0.956
wheat,2016-08-16,2016-08-31,2016-08_Q2,9.37,2.08,4.31,VIABLE_WITH_RESERVE,cool for crop,0.874
wheat,2016-09-01,2016-09-15,2016-09_Q1,10.52,1.82,3.31,VIABLE,optimal temperature range,1.0
wheat,2016-09-16,2016-09-30,2016-09_Q2,9.54,2.02,4.1,VIABLE_WITH_RESERVE,cool for crop,0.908
wheat,2016-10-01,2016-10-15,2016-10_Q1,13.99,3.51,12.32,VIABLE,optimal temperature range,1.0
wheat,2016-10-16,2016-10-31,2016-10_Q2,14.86,2.65,7.03,VIABLE,optimal temperature range,1.0
wheat,2016-11-01,2016-11-15,2016-11_Q1,19.59,3.99,15.95,VIABLE,optimal temperature range,1.0
wheat,2016-11-16,2016-11-30,2016-11_Q2,20.98,3.36,11.27,VIABLE,optimal temperature range,1.0
wheat,2016-12-01,2016-12-15,2016-12_Q1,20.87,3.56,12.64,VIABLE,optimal temperature range,1.0
wheat,2016-12-16,2016-12-31,2016-12_Q2,21.53,3.51,12.29,VIABLE,optimal temperature range,1.0
wheat,2017-01-01,2017-01-15,2017-01_Q1,24.95,3.7,13.69,VIABLE_WITH_RESERVE,warm for crop,0.8417
wheat,2017-01-16,2017-01-31,2017-01_Q2,23.01,4.13,17.06,VIABLE,optimal temperature range,1.0
wheat,2017-02-01,2017-02-15,2017-02_Q1,20.21,3.3,10.91,VIABLE,optimal temperature range,1.0
