crop,period_start,period_end,label,mean_C,std_C,var_C,temp_status,temp_detail,temp_score
sugarcane,2016-01-01,2016-01-15,2016-01_Q1,26.52,1.11,1.23,VIABLE,optimal temperature range,1.0
sugarcane,2016-01-16,2016-01-31,2016-01_Q2,26.5,1.11,1.23,VIABLE,optimal temperature range,1.0
sugarcane,2016-02-01,2016-02-15,2016-02_Q1,27.19,1.22,1.49,VIABLE,optimal temperature range,1.0
sugarcane,2016-02-16,2016-02-29,2016-02_Q2,27.43,1.47,2.17,VIABLE,optimal temperature range,1.0
sugarcane,2016-03-01,2016-03-15,2016-03_Q1,25.42,0.92,0.85,VIABLE,optimal temperature range,1.0
sugarcane,2016-03-16,2016-03-31,2016-03_Q2,25.64,0.89,0.8,VIABLE,optimal temperature range,1.0
sugarcane,2016-04-01,2016-04-15,2016-04_Q1,24.54,0.81,0.66,VIABLE,optimal temperature range,1.0
sugarcane,2016-04-16,2016-04-30,2016-04_Q2,23.68,0.49,0.24,VIABLE,optimal temperature range,1.0
sugarcane,2016-05-01,2016-05-15,2016-05_Q1,24.19,0.88,0.78,VIABLE,optimal temperature range,1.0
sugarcane,2016-05-16,2016-05-31,2016-05_Q2,23.12,0.55,0.3,VIABLE,optimal temperature range,1.0
sugarcane,2016-06-01,2016-06-15,2016-06_Q1,21.34,1.16,1.35,VIABLE,optimal temperature range,1.0
sugarcane,2016-06-16,2016-06-30,2016-06_Q2,21.55,1.37,1.88,VIABLE,optimal temperature range,1.0
sugarcane,2016-07-01,2016-07-15,2016-07_Q1,19.84,1.6,2.55,VIABLE_WITH_RESERVE,cool for crop,0.968
sugarcane,2016-07-16,2016-07-31,2016-07_Q2,20.81,0.99,0.99,VIABLE,optimal temperature range,1.0
sugarcane,2016-08-01,2016-08-15,2016-08_Q1,19.43,1.02,1.03,VIABLE_WITH_RESERVE,cool for crop,0.886
sugarcane,2016-08-16,2016-08-31,2016-08_Q2,20.43,1.37,1.87,VIABLE,optimal temperature range,1.0
sugarcane,2016-09-01,2016-09-15,2016-09_Q1,22.06,0.75,0.57,VIABLE,optimal temperature range,1.0
sugarcane,2016-09-16,2016-09-30,2016-09_Q2,24.07,0.81,0.66,VIABLE,optimal temperature range,1.0
sugarcane,2016-10-01,2016-10-15,2016-10_Q1,23.43,1.23,1.51,VIABLE,optimal temperature range,1.0
sugarcane,2016-10-16,2016-10-31,2016-10_Q2,23.92,0.61,0.37,VIABLE,optimal temperature range,1.0
sugarcane,2016-11-01,2016-11-15,2016-11_Q1,25.96,1.09,1.18,VIABLE,optimal temperature range,1.0
sugarcane,2016-11-16,2016-11-30,2016-11_Q2,24.87,0.86,0.74,VIABLE,optimal temperature range,1.0
sugarcane,2016-12-01,2016-12-15,2016-12_Q1,25.89,0.76,0.57,VIABLE,optimal temperature range,1.0
sugarcane,2016-12-16,2016-12-31,2016-12_Q2,26.34,0.46,0.21,VIABLE,optimal temperature range,1.0
sugarcane,2017-01-01,2017-01-15,2017-01_Q1,26.16,0.74,0.55,VIABLE,optimal temperature range,1.0
sugarcane,2017-01-16,2017-01-31,2017-01_Q2,26.47,0.88,0.78,VIABLE,optimal temperature range,1.0
sugarcane,2017-02-01,2017-02-15,2017-02_Q1,26.56,1.42,2.03,VIABLE,optimal temperature range,1.0
sugarcane,2017-02-16,2017-02-28,2017-02_Q2,25.92,0.7,0.49,VIABLE,optimal temperature range,1.0
sugarcane,2017-03-01,2017-03-15,2017-03_Q1,26.15,1.0,1.01,VIABLE,optimal temperature range,1.0
sugarcane,2017-03-16,2017-03-31,2017-03_Q2,27.42,1.65,2.72,VIABLE,optimal temperature range,1.0
sugarcane,2017-04-01,2017-04-15,2017-04_Q1,24.23,0.57,0.32,VIABLE,optimal temperature range,1.0
sugarcane,2017-04-16,2017-04-30,2017-04_Q2,22.54,1.1,1.2,VIABLE,optimal temperature range,1.0
sugarcane,2017-05-01,2017-05-15,2017-05_Q1,21.76,0.58,0.34,VIABLE,optimal temperature range,1.0
sugarcane,2017-05-16,2017-05-31,2017-05_Q2,21.88,0.65,0.42,VIABLE,optimal temperature range,1.0
sugarcane,2017-06-01,2017-06-15,2017-06_Q1,19.0,0.95,0.91,VIABLE_WITH_RESERVE,cool for crop,0.8
sugarcane,2017-06-16,2017-06-30,2017-06_Q2,20.45,0.52,0.27,VIABLE,optimal temperature range,1.0
sugarcane,2017-07-01,2017-07-15,2017-07_Q1,20.84,0.66,0.43,VIABLE,optimal temperature range,1.0
sugarcane,2017-07-16,2017-07-31,2017-07_Q2,20.26,0.55,0.3,VIABLE,optimal temperature range,1.0
sugarcane,2017-08-01,2017-08-15,2017-08_Q1,21.01,0.64,0.42,VIABLE,optimal temperature range,1.0
sugarcane,2017-08-16,2017-08-31,2017-08_Q2,20.33,0.67,0.45,VIABLE,optimal temperature range,1.0
sugarcane,2017-09-01,2017-09-15,2017-09_Q1,21.33,0.6,0.36,VIABLE,optimal temperature range,1.0
sugarcane,2017-09-16,2017-09-30,2017-09_Q2,22.1,0.73,0.53,VIABLE,optimal temperature range,1.0
sugarcane,2017-10-01,2017-10-15,2017-10_Q1,24.07,0.34,0.11,VIABLE,optimal temperature range,1.0
sugarcane,2017-10-16,2017-10-31,2017-10_Q2,23.38,1.45,2.11,VIABLE,optimal temperature range,1.0
sugarcane,2017-11-01,2017-11-15,2017-11_Q1,24.09,1.13,1.29,VIABLE,optimal temperature range,1.0
sugarcane,2017-11-16,2017-11-30,2017-11_Q2,24.33,0.75,0.57,VIABLE,optimal temperature range,1.0
sugarcane,2017-12-01,2017-12-15,2017-12_Q1,26.0,0.69,0.48,VIABLE,optimal temperature range,1.0
sugarcane,2017-12-16,2017-12-31,2017-12_Q2,25.75,0.59,0.35,VIABLE,optimal temperature range,1.0
sugarcane,2018-01-01,2018-01-15,2018-01_Q1,26.77,1.58,2.48,VIABLE,optimal temperature range,1.0
sugarcane,2018-01-16,2018-01-31,2018-01_Q2,25.12,0.77,0.59,VIABLE,optimal temperature range,1.0
sugarcane,2018-02-01,2018-02-15,2018-02_Q1,25.67,1.61,2.6,VIABLE,optimal temperature range,1.0
sugarcane,2018-02-16,2018-02-28,2018-02_Q2,26.61,1.11,1.23,VIABLE,optimal temperature range,1.0
sugarcane,2018-03-01,2018-03-15,2018-03_Q1,24.92,0.89,0.8,VIABLE,optimal temperature range,1.0
sugarcane,2018-03-16,2018-03-31,2018-03_Q2,25.01,0.97,0.94,VIABLE,optimal temperature range,1.0
sugarcane,2018-04-01,2018-04-15,2018-04_Q1,24.96,0.64,0.41,VIABLE,optimal temperature range,1.0
sugarcane,2018-04-16,2018-04-30,2018-04_Q2,23.06,0.81,0.65,VIABLE,optimal temperature range,1.0
sugarcane,2018-05-01,2018-05-15,2018-05_Q1,21.96,1.09,1.19,VIABLE,optimal temperature range,1.0
sugarcane,2018-05-16,2018-05-31,2018-05_Q2,20.89,0.6,0.37,VIABLE,optimal temperature range,1.0
sugarcane,2018-06-01,2018-06-15,2018-06_Q1,18.94,1.14,1.3,VIABLE_WITH_RESERVE,cool for crop,0.788
sugarcane,2018-06-16,2018-06-30,2018-06_Q2,19.51,1.39,1.93,VIABLE_WITH_RESERVE,cool for crop,0.902
sugarcane,2018-07-01,2018-07-15,2018-07_Q1,19.3,1.12,1.26,VIABLE_WITH_RESERVE,cool for crop,0.86
sugarcane,2018-07-16,2018-07-31,2018-07_Q2,19.83,0.45,0.2,VIABLE_WITH_RESERVE,cool for crop,0.966
sugarcane,2018-08-01,2018-08-15,2018-08_Q1,19.95,0.78,0.61,VIABLE_WITH_RESERVE,cool for crop,0.99
sugarcane,2018-08-16,2018-08-31,2018-08_Q2,19.77,1.02,1.03,VIABLE_WITH_RESERVE,cool for crop,0.954
sugarcane,2018-09-01,2018-09-15,2018-09_Q1,21.45,0.4,0.16,VIABLE,optimal temperature range,1.0
sugarcane,2018-09-16,2018-09-30,2018-09_Q2,21.7,0.51,0.26,VIABLE,optimal temperature range,1.0
sugarcane,2018-10-01,2018-10-15,2018-10_Q1,23.24,1.08,1.17,VIABLE,optimal temperature range,1.0
sugarcane,2018-10-16,2018-10-31,2018-10_Q2,24.98,0.69,0.48,VIABLE,optimal temperature range,1.0
sugarcane,2018-11-01,2018-11-15,2018-11_Q1,24.75,0.6,0.36,VIABLE,optimal temperature range,1.0
sugarcane,2018-11-16,2018-11-30,2018-11_Q2,27.61,2.5,6.23,VIABLE,optimal temperature range,1.0
sugarcane,2018-12-01,2018-12-15,2018-12_Q1,26.09,2.06,4.24,VIABLE,optimal temperature range,1.0
sugarcane,2018-12-16,2018-12-31,2018-12_Q2,26.08,1.7,2.9,VIABLE,optimal temperature range,1.0
sugarcane,2019-01-01,2019-01-15,2019-01_Q1,25.65,1.03,1.07,VIABLE,optimal temperature range,1.0
sugarcane,2019-01-16,2019-01-31,2019-01_Q2,25.09,0.71,0.5,VIABLE,optimal temperature range,1.0
sugarcane,2019-02-01,2019-02-15,2019-02_Q1,27.01,1.74,3.01,VIABLE,optimal temperature range,1.0
sugarcane,2019-02-16,2019-02-28,2019-02_Q2,26.75,2.27,5.16,VIABLE,optimal temperature range,1.0
sugarcane,2019-03-01,2019-03-15,2019-03_Q1,25.26,0.9,0.81,VIABLE,optimal temperature range,1.0
sugarcane,2019-03-16,2019-03-31,2019-03_Q2,25.25,0.76,0.57,VIABLE,optimal temperature range,1.0
sugarcane,2019-04-01,2019-04-15,2019-04_Q1,23.66,0.49,0.24,VIABLE,optimal temperature range,1.0
sugarcane,2019-04-16,2019-04-30,2019-04_Q2,23.4,0.87,0.75,VIABLE,optimal temperature range,1.0
sugarcane,2019-05-01,2019-05-15,2019-05_Q1,22.49,1.1,1.21,VIABLE,optimal temperature range,1.0
sugarcane,2019-05-16,2019-05-31,2019-05_Q2,21.46,0.47,0.22,VIABLE,optimal temperature range,1.0
sugarcane,2019-06-01,2019-06-15,2019-06_Q1,20.08,1.27,1.62,VIABLE,optimal temperature range,1.0
sugarcane,2019-06-16,2019-06-30,2019-06_Q2,19.04,1.13,1.29,VIABLE_WITH_RESERVE,cool for crop,0.808
sugarcane,2019-07-01,2019-07-15,2019-07_Q1,19.32,1.11,1.24,VIABLE_WITH_RESERVE,cool for crop,0.864
sugarcane,2019-07-16,2019-07-31,2019-07_Q2,18.5,1.38,1.9,VIABLE_WITH_RESERVE,cool for crop,0.7
sugarcane,2019-08-01,2019-08-15,2019-08_Q1,19.16,1.43,2.05,VIABLE_WITH_RESERVE,cool for crop,0.832
sugarcane,2019-08-16,2019-08-31,2019-08_Q2,19.49,0.78,0.61,VIABLE_WITH_RESERVE,cool for crop,0.898
sugarcane,2019-09-01,2019-09-15,2019-09_Q1,19.55,0.71,0.5,VIABLE_WITH_RESERVE,cool for crop,0.91
sugarcane,2019-09-16,2019-09-30,2019-09_Q2,21.41,0.85,0.72,VIABLE,optimal temperature range,1.0
sugarcane,2019-10-01,2019-10-15,2019-10_Q1,22.47,0.87,0.75,VIABLE,optimal temperature range,1.0
sugarcane,2019-10-16,2019-10-31,2019-10_Q2,23.32,0.83,0.68,VIABLE,optimal temperature range,1.0
sugarcane,2019-11-01,2019-11-15,2019-11_Q1,24.08,0.53,0.28,VIABLE,optimal temperature range,1.0
sugarcane,2019-11-16,2019-11-30,2019-11_Q2,25.08,0.36,0.13,VIABLE,optimal temperature range,1.0
sugarcane,2019-12-01,2019-12-15,2019-12_Q1,26.78,1.05,1.1,VIABLE,optimal temperature range,1.0
sugarcane,2019-12-16,2019-12-31,2019-12_Q2,25.77,0.93,0.87,VIABLE,optimal temperature range,1.0
sugarcane,2020-01-01,2020-01-15,2020-01_Q1,26.16,0.61,0.38,VIABLE,optimal temperature range,1.0
sugarcane,2020-01-16,2020-01-31,2020-01_Q2,27.2,1.6,2.55,VIABLE,optimal temperature range,1.0
sugarcane,2020-02-01,2020-02-15,2020-02_Q1,28.04,1.75,3.06,VIABLE,optimal temperature range,1.0
sugarcane,2020-02-16,2020-02-29,2020-02_Q2,27.13,1.03,1.07,VIABLE,optimal temperature range,1.0
sugarcane,2020-03-01,2020-03-15,2020-03_Q1,26.4,0.99,0.98,VIABLE,optimal temperature range,1.0
sugarcane,2020-03-16,2020-03-31,2020-03_Q2,24.28,0.46,0.21,VIABLE,optimal temperature range,1.0
sugarcane,2020-04-01,2020-04-15,2020-04_Q1,24.69,0.63,0.4,VIABLE,optimal temperature range,1.0
sugarcane,2020-04-16,2020-04-30,2020-04_Q2,24.32,0.85,0.72,VIABLE,optimal temperature range,1.0
sugarcane,2020-05-01,2020-05-15,2020-05_Q1,21.97,0.52,0.27,VIABLE,optimal temperature range,1.0
sugarcane,2020-05-16,2020-05-31,2020-05_Q2,19.63,2.2,4.83,VIABLE_WITH_RESERVE,cool for crop,0.926
sugarcane,2020-06-01,2020-06-15,2020-06_Q1,20.8,1.05,1.09,VIABLE,optimal temperature range,1.0
sugarcane,2020-06-16,2020-06-30,2020-06_Q2,20.02,0.7,0.49,VIABLE,optimal temperature range,1.0
