period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,24.04,22.95,62.02,-37.98,,,,
2016-01-16,2016-01-31,2016-01_Q2,105.41,24.37,62.02,43.39,-0.056,,,
2016-02-01,2016-02-15,2016-02_Q1,95.5,23.87,56.49,39.01,0.986,,,
2016-02-16,2016-02-29,2016-02_Q2,0.0,24.72,56.49,-56.49,-0.543,,,
2016-03-01,2016-03-15,2016-03_Q1,0.0,23.37,51.31,-51.31,-1.603,,,
2016-03-16,2016-03-31,2016-03_Q2,191.49,22.3,51.31,140.18,-0.231,-0.456,,
2016-04-01,2016-04-15,2016-04_Q1,0.0,22.36,40.17,-40.17,-0.1,-0.484,,
2016-04-16,2016-04-30,2016-04_Q2,76.63,20.57,40.17,36.46,-1.359,-1.088,,
2016-05-01,2016-05-15,2016-05_Q1,52.5,20.24,30.99,21.51,-0.549,-1.06,,
2016-05-16,2016-05-31,2016-05_Q2,9.37,18.49,30.99,-21.62,-1.307,-1.234,,
2016-06-01,2016-06-15,2016-06_Q1,140.21,16.62,18.99,121.22,0.193,-0.418,,
2016-06-16,2016-06-30,2016-06_Q2,154.69,15.33,18.99,135.7,1.802,0.457,-0.383,
2016-07-01,2016-07-15,2016-07_Q1,13.2,14.95,19.55,-6.35,1.461,0.676,-0.292,
2016-07-16,2016-07-31,2016-07_Q2,26.12,16.72,19.55,6.57,-1.016,0.584,-0.604,
2016-08-01,2016-08-15,2016-08_Q1,61.91,15.53,20.58,41.33,0.634,0.873,-0.471,
2016-08-16,2016-08-31,2016-08_Q2,55.76,16.01,20.58,35.18,1.606,1.729,-0.006,
2016-09-01,2016-09-15,2016-09_Q1,0.0,18.27,29.82,-29.82,0.988,1.298,0.388,
2016-09-16,2016-09-30,2016-09_Q2,34.78,18.38,29.82,4.96,-0.1,0.164,0.387,
2016-10-01,2016-10-15,2016-10_Q1,8.84,19.05,38.8,-29.96,-0.453,0.084,0.556,
2016-10-16,2016-10-31,2016-10_Q2,24.58,20.37,38.8,-14.22,-1.156,0.005,0.507,
2016-11-01,2016-11-15,2016-11_Q1,46.79,22.81,52.88,-6.09,-0.448,-0.425,0.423,
2016-11-16,2016-11-30,2016-11_Q2,21.01,22.11,52.88,-31.87,-0.548,-1.043,0.882,
2016-12-01,2016-12-15,2016-12_Q1,79.31,24.64,68.11,11.2,-0.214,-0.983,-0.162,
2016-12-16,2016-12-31,2016-12_Q2,11.69,24.46,68.11,-56.42,-0.287,-1.205,-0.945,-0.731
2017-01-01,2017-01-15,2017-01_Q1,157.28,25.26,73.12,84.16,0.376,-0.353,-0.335,-0.435
2017-01-16,2017-01-31,2017-01_Q2,20.36,25.78,73.12,-52.76,0.599,-0.356,-0.627,-0.679
2017-02-01,2017-02-15,2017-02_Q1,16.4,26.93,61.99,-45.59,-1.198,-0.781,-1.256,-1.094
2017-02-16,2017-02-28,2017-02_Q2,85.43,23.78,61.99,23.44,-0.639,-0.382,-1.175,-0.876
2017-03-01,2017-03-15,2017-03_Q1,148.72,22.66,52.47,96.25,0.421,-0.31,-0.68,-0.441
2017-03-16,2017-03-31,2017-03_Q2,412.4,23.48,52.47,359.93,1.474,0.928,0.405,0.532
2017-04-01,2017-04-15,2017-04_Q1,41.04,19.71,32.37,8.67,1.379,0.742,0.404,0.561
2017-04-16,2017-04-30,2017-04_Q2,61.13,19.17,32.37,28.76,-0.611,0.86,0.383,0.516
2017-05-01,2017-05-15,2017-05_Q1,43.33,18.1,25.94,17.39,-0.778,0.917,0.401,0.469
2017-05-16,2017-05-31,2017-05_Q2,66.0,17.59,25.94,40.06,-0.299,1.106,0.378,0.681
