period_start,period_end,label,precip_total_mm,precip_rainy_days,precip_max_daily_mm
2016-01-01,2016-01-15,2016-01_Q1,169.52,7.0,61.56
2016-01-16,2016-01-31,2016-01_Q2,0.0,0.0,0.0
2016-02-01,2016-02-15,2016-02_Q1,44.88,4.0,18.65
2016-02-16,2016-02-29,2016-02_Q2,44.93,3.0,23.07
2016-03-01,2016-03-15,2016-03_Q1,97.29,10.0,13.61
2016-03-16,2016-03-31,2016-03_Q2,109.57,7.0,41.06
2016-04-01,2016-04-15,2016-04_Q1,113.03,7.0,38.04
2016-04-16,2016-04-30,2016-04_Q2,104.74,10.0,16.97
2016-05-01,2016-05-15,2016-05_Q1,117.52,7.0,34.85
2016-05-16,2016-05-31,2016-05_Q2,65.13,6.0,32.0
2016-06-01,2016-06-15,2016-06_Q1,28.82,2.0,15.61
2016-06-16,2016-06-30,2016-06_Q2,11.21,1.0,11.21
2016-07-01,2016-07-15,2016-07_Q1,10.28,1.0,10.28
2016-07-16,2016-07-31,2016-07_Q2,79.02,1.0,79.02
2016-08-01,2016-08-15,2016-08_Q1,4.83,1.0,4.83
2016-08-16,2016-08-31,2016-08_Q2,38.02,2.0,21.72
2016-09-01,2016-09-15,2016-09_Q1,61.08,8.0,26.86
2016-09-16,2016-09-30,2016-09_Q2,65.69,9.0,9.6
2016-10-01,2016-10-15,2016-10_Q1,152.82,8.0,31.48
2016-10-16,2016-10-31,2016-10_Q2,139.44,8.0,19.54
2016-11-01,2016-11-15,2016-11_Q1,138.83,9.0,30.21
2016-11-16,2016-11-30,2016-11_Q2,64.37,6.0,20.49
2016-12-01,2016-12-15,2016-12_Q1,76.25,7.0,29.84
2016-12-16,2016-12-31,2016-12_Q2,115.95,6.0,32.05
2017-01-01,2017-01-15,2017-01_Q1,170.65,8.0,36.45
2017-01-16,2017-01-31,2017-01_Q2,57.5,3.0,23.04
2017-02-01,2017-02-15,2017-02_Q1,42.87,2.0,21.44
2017-02-16,2017-02-28,2017-02_Q2,39.36,1.0,39.36
2017-03-01,2017-03-15,2017-03_Q1,189.5,10.0,40.08
2017-03-16,2017-03-31,2017-03_Q2,171.9,10.0,30.72
2017-04-01,2017-04-15,2017-04_Q1,132.04,7.0,37.74
2017-04-16,2017-04-30,2017-04_Q2,107.84,10.0,21.73
2017-05-01,2017-05-15,2017-05_Q1,183.52,8.0,41.23
2017-05-16,2017-05-31,2017-05_Q2,61.84,3.0,28.2
2017-06-01,2017-06-15,2017-06_Q1,95.81,5.0,26.59
2017-06-16,2017-06-30,2017-06_Q2,34.15,3.0,19.33
2017-07-01,2017-07-15,2017-07_Q1,0.0,0.0,0.0
2017-07-16,2017-07-31,2017-07_Q2,24.17,2.0,14.24
2017-08-01,2017-08-15,2017-08_Q1,30.85,2.0,25.26
2017-08-16,2017-08-31,2017-08_Q2,39.21,3.0,15.72
2017-09-01,2017-09-15,2017-09_Q1,52.22,2.0,30.01
2017-09-16,2017-09-30,2017-09_Q2,39.89,5.0,10.24
2017-10-01,2017-10-15,2017-10_Q1,113.69,10.0,40.55
2017-10-16,2017-10-31,2017-10_Q2,103.3,7.0,45.27
2017-11-01,2017-11-15,2017-11_Q1,284.88,7.0,57.24
2017-11-16,2017-11-30,2017-11_Q2,24.69,1.0,24.69
2017-12-01,2017-12-15,2017-12_Q1,91.96,5.0,44.54
2017-12-16,2017-12-31,2017-12_Q2,48.7,2.0,24.35
2018-01-01,2018-01-15,2018-01_Q1,107.44,4.0,31.76
2018-01-16,2018-01-31,2018-01_Q2,45.89,7.0,11.13
2018-02-01,2018-02-15,2018-02_Q1,107.56,3.0,45.3
2018-02-16,2018-02-28,2018-02_Q2,101.74,4.0,39.41
2018-03-01,2018-03-15,2018-03_Q1,33.08,2.0,27.13
2018-03-16,2018-03-31,2018-03_Q2,173.59,11.0,34.68
2018-04-01,2018-04-15,2018-04_Q1,114.15,4.0,47.49
2018-04-16,2018-04-30,2018-04_Q2,88.23,10.0,19.44
2018-05-01,2018-05-15,2018-05_Q1,134.38,8.0,31.45
2018-05-16,2018-05-31,2018-05_Q2,99.92,8.0,18.61
2018-06-01,2018-06-15,2018-06_Q1,51.3,5.0,24.79
2018-06-16,2018-06-30,2018-06_Q2,35.27,2.0,23.51
2018-07-01,2018-07-15,2018-07_Q1,5.07,1.0,5.07
2018-07-16,2018-07-31,2018-07_Q2,65.9,3.0,37.5
2018-08-01,2018-08-15,2018-08_Q1,30.47,4.0,8.47
2018-08-16,2018-08-31,2018-08_Q2,5.35,1.0,5.35
2018-09-01,2018-09-15,2018-09_Q1,61.1,2.0,30.55
2018-09-16,2018-09-30,2018-09_Q2,50.28,3.0,22.76
2018-10-01,2018-10-15,2018-10_Q1,140.14,7.0,35.0
2018-10-16,2018-10-31,2018-10_Q2,83.0,5.0,34.84
2018-11-01,2018-11-15,2018-11_Q1,176.81,10.0,45.6
