crop,period_start,period_end,label,mean_C,std_C,var_C,temp_status,temp_detail,temp_score
sugarcane,2016-01-01,2016-01-15,2016-01_Q1,24.77,1.54,2.38,VIABLE,optimal temperature range,1.0
sugarcane,2016-01-16,2016-01-31,2016-01_Q2,25.55,1.54,2.39,VIABLE,optimal temperature range,1.0
sugarcane,2016-02-01,2016-02-15,2016-02_Q1,25.01,1.74,3.04,VIABLE,optimal temperature range,1.0
sugarcane,2016-02-16,2016-02-29,2016-02_Q2,25.99,1.07,1.14,VIABLE,optimal temperature range,1.0
sugarcane,2016-03-01,2016-03-15,2016-03_Q1,25.02,0.52,0.28,VIABLE,optimal temperature range,1.0
sugarcane,2016-03-16,2016-03-31,2016-03_Q2,24.21,1.09,1.19,VIABLE,optimal temperature range,1.0
sugarcane,2016-04-01,2016-04-15,2016-04_Q1,23.17,0.69,0.48,VIABLE,optimal temperature range,1.0
sugarcane,2016-04-16,2016-04-30,2016-04_Q2,22.48,0.56,0.31,VIABLE,optimal temperature range,1.0
sugarcane,2016-05-01,2016-05-15,2016-05_Q1,21.6,1.99,3.98,VIABLE,optimal temperature range,1.0
sugarcane,2016-05-16,2016-05-31,2016-05_Q2,20.3,1.74,3.03,VIABLE,optimal temperature range,1.0
sugarcane,2016-06-01,2016-06-15,2016-06_Q1,17.63,1.4,1.97,VIABLE_WITH_RESERVE,cool for crop,0.526
sugarcane,2016-06-16,2016-06-30,2016-06_Q2,15.88,2.4,5.75,VIABLE_WITH_RESERVE,cool for crop,0.176
sugarcane,2016-07-01,2016-07-15,2016-07_Q1,15.88,1.51,2.27,VIABLE_WITH_RESERVE,cool for crop,0.176
sugarcane,2016-07-16,2016-07-31,2016-07_Q2,17.5,1.95,3.79,VIABLE_WITH_RESERVE,cool for crop,0.5
sugarcane,2016-08-01,2016-08-15,2016-08_Q1,16.56,1.17,1.36,VIABLE_WITH_RESERVE,cool for crop,0.312
sugarcane,2016-08-16,2016-08-31,2016-08_Q2,17.28,1.77,3.14,VIABLE_WITH_RESERVE,cool for crop,0.456
sugarcane,2016-09-01,2016-09-15,2016-09_Q1,19.54,1.09,1.2,VIABLE_WITH_RESERVE,cool for crop,0.908
sugarcane,2016-09-16,2016-09-30,2016-09_Q2,21.17,1.0,1.0,VIABLE,optimal temperature range,1.0
sugarcane,2016-10-01,2016-10-15,2016-10_Q1,21.23,1.43,2.05,VIABLE,optimal temperature range,1.0
sugarcane,2016-10-16,2016-10-31,2016-10_Q2,21.69,1.88,3.52,VIABLE,optimal temperature range,1.0
sugarcane,2016-11-01,2016-11-15,2016-11_Q1,25.23,2.02,4.1,VIABLE,optimal temperature range,1.0
sugarcane,2016-11-16,2016-11-30,2016-11_Q2,23.27,1.6,2.56,VIABLE,optimal temperature range,1.0
sugarcane,2016-12-01,2016-12-15,2016-12_Q1,25.37,1.43,2.04,VIABLE,optimal temperature range,1.0
sugarcane,2016-12-16,2016-12-31,2016-12_Q2,25.12,1.34,1.78,VIABLE,optimal temperature range,1.0
sugarcane,2017-01-01,2017-01-15,2017-01_Q1,25.82,1.65,2.74,VIABLE,optimal temperature range,1.0
sugarcane,2017-01-16,2017-01-31,2017-01_Q2,27.05,1.28,1.65,VIABLE,optimal temperature range,1.0
sugarcane,2017-02-01,2017-02-15,2017-02_Q1,27.48,1.09,1.18,VIABLE,optimal temperature range,1.0
sugarcane,2017-02-16,2017-02-28,2017-02_Q2,26.12,0.9,0.8,VIABLE,optimal temperature range,1.0
sugarcane,2017-03-01,2017-03-15,2017-03_Q1,25.67,1.3,1.7,VIABLE,optimal temperature range,1.0
sugarcane,2017-03-16,2017-03-31,2017-03_Q2,24.72,0.96,0.91,VIABLE,optimal temperature range,1.0
sugarcane,2017-04-01,2017-04-15,2017-04_Q1,21.96,0.82,0.67,VIABLE,optimal temperature range,1.0
sugarcane,2017-04-16,2017-04-30,2017-04_Q2,20.71,1.28,1.63,VIABLE,optimal temperature range,1.0
sugarcane,2017-05-01,2017-05-15,2017-05_Q1,19.67,1.45,2.11,VIABLE_WITH_RESERVE,cool for crop,0.934
sugarcane,2017-05-16,2017-05-31,2017-05_Q2,19.16,1.06,1.13,VIABLE_WITH_RESERVE,cool for crop,0.832
sugarcane,2017-06-01,2017-06-15,2017-06_Q1,16.67,1.34,1.81,VIABLE_WITH_RESERVE,cool for crop,0.334
sugarcane,2017-06-16,2017-06-30,2017-06_Q2,17.89,0.91,0.82,VIABLE_WITH_RESERVE,cool for crop,0.578
sugarcane,2017-07-01,2017-07-15,2017-07_Q1,17.78,1.4,1.95,VIABLE_WITH_RESERVE,cool for crop,0.556
sugarcane,2017-07-16,2017-07-31,2017-07_Q2,16.7,1.49,2.21,VIABLE_WITH_RESERVE,cool for crop,0.34
sugarcane,2017-08-01,2017-08-15,2017-08_Q1,17.91,1.46,2.13,VIABLE_WITH_RESERVE,cool for crop,0.582
sugarcane,2017-08-16,2017-08-31,2017-08_Q2,18.29,1.96,3.86,VIABLE_WITH_RESERVE,cool for crop,0.658
sugarcane,2017-09-01,2017-09-15,2017-09_Q1,19.54,1.15,1.31,VIABLE_WITH_RESERVE,cool for crop,0.908
sugarcane,2017-09-16,2017-09-30,2017-09_Q2,22.8,2.32,5.37,VIABLE,optimal temperature range,1.0
sugarcane,2017-10-01,2017-10-15,2017-10_Q1,22.54,2.09,4.38,VIABLE,optimal temperature range,1.0
sugarcane,2017-10-16,2017-10-31,2017-10_Q2,21.77,2.28,5.21,VIABLE,optimal temperature range,1.0
sugarcane,2017-11-01,2017-11-15,2017-11_Q1,21.67,1.45,2.11,VIABLE,optimal temperature range,1.0
sugarcane,2017-11-16,2017-11-30,2017-11_Q2,21.8,1.56,2.43,VIABLE,optimal temperature range,1.0
sugarcane,2017-12-01,2017-12-15,2017-12_Q1,24.38,1.08,1.17,VIABLE,optimal temperature range,1.0
sugarcane,2017-12-16,2017-12-31,2017-12_Q2,25.83,0.96,0.91,VIABLE,optimal temperature range,1.0
sugarcane,2018-01-01,2018-01-15,2018-01_Q1,26.19,1.25,1.57,VIABLE,optimal temperature range,1.0
sugarcane,2018-01-16,2018-01-31,2018-01_Q2,25.73,0.95,0.9,VIABLE,optimal temperature range,1.0
sugarcane,2018-02-01,2018-02-15,2018-02_Q1,25.02,3.48,12.1,VIABLE,optimal temperature range,1.0
sugarcane,2018-02-16,2018-02-28,2018-02_Q2,25.16,1.41,1.98,VIABLE,optimal temperature range,1.0
sugarcane,2018-03-01,2018-03-15,2018-03_Q1,24.43,1.47,2.15,VIABLE,optimal temperature range,1.0
sugarcane,2018-03-16,2018-03-31,2018-03_Q2,24.73,0.81,0.65,VIABLE,optimal temperature range,1.0
sugarcane,2018-04-01,2018-04-15,2018-04_Q1,22.91,1.07,1.15,VIABLE,optimal temperature range,1.0
sugarcane,2018-04-16,2018-04-30,2018-04_Q2,22.01,1.37,1.89,VIABLE,optimal temperature range,1.0
sugarcane,2018-05-01,2018-05-15,2018-05_Q1,19.78,1.74,3.01,VIABLE_WITH_RESERVE,cool for crop,0.956
sugarcane,2018-05-16,2018-05-31,2018-05_Q2,18.09,1.1,1.21,VIABLE_WITH_RESERVE,cool for crop,0.618
sugarcane,2018-06-01,2018-06-15,2018-06_Q1,17.57,1.4,1.96,VIABLE_WITH_RESERVE,cool for crop,0.514
sugarcane,2018-06-16,2018-06-30,2018-06_Q2,16.39,1.79,3.21,VIABLE_WITH_RESERVE,cool for crop,0.278
sugarcane,2018-07-01,2018-07-15,2018-07_Q1,16.46,2.25,5.04,VIABLE_WITH_RESERVE,cool for crop,0.292
sugarcane,2018-07-16,2018-07-31,2018-07_Q2,16.75,1.28,1.64,VIABLE_WITH_RESERVE,cool for crop,0.35
sugarcane,2018-08-01,2018-08-15,2018-08_Q1,17.13,1.71,2.93,VIABLE_WITH_RESERVE,cool for crop,0.426
sugarcane,2018-08-16,2018-08-31,2018-08_Q2,17.26,1.66,2.74,VIABLE_WITH_RESERVE,cool for crop,0.452
sugarcane,2018-09-01,2018-09-15,2018-09_Q1,19.16,1.11,1.23,VIABLE_WITH_RESERVE,cool for crop,0.832
sugarcane,2018-09-16,2018-09-30,2018-09_Q2,20.04,1.42,2.02,VIABLE,optimal temperature range,1.0
sugarcane,2018-10-01,2018-10-15,2018-10_Q1,20.43,1.46,2.15,VIABLE,optimal temperature range,1.0
sugarcane,2018-10-16,2018-10-31,2018-10_Q2,23.22,1.45,2.11,VIABLE,optimal temperature range,1.0
sugarcane,2018-11-01,2018-11-15,2018-11_Q1,23.61,1.56,2.44,VIABLE,optimal temperature range,1.0
sugarcane,2018-11-16,2018-11-30,2018-11_Q2,25.51,2.12,4.48,VIABLE,optimal temperature range,1.0
sugarcane,2018-12-01,2018-12-15,2018-12_Q1,24.84,2.37,5.62,VIABLE,optimal temperature range,1.0
sugarcane,2018-12-16,2018-12-31,2018-12_Q2,24.93,1.66,2.77,VIABLE,optimal temperature range,1.0
sugarcane,2019-01-01,2019-01-15,2019-01_Q1,25.33,0.4,0.16,VIABLE,optimal temperature range,1.0
sugarcane,2019-01-16,2019-01-31,2019-01_Q2,26.18,0.35,0.12,VIABLE,optimal temperature range,1.0
sugarcane,2019-02-01,2019-02-15,2019-02_Q1,26.33,1.22,1.48,VIABLE,optimal temperature range,1.0
sugarcane,2019-02-16,2019-02-28,2019-02_Q2,25.79,1.73,3.0,VIABLE,optimal temperature range,1.0
sugarcane,2019-03-01,2019-03-15,2019-03_Q1,25.6,1.31,1.71,VIABLE,optimal temperature range,1.0
sugarcane,2019-03-16,2019-03-31,2019-03_Q2,24.71,1.74,3.04,VIABLE,optimal temperature range,1.0
sugarcane,2019-04-01,2019-04-15,2019-04_Q1,22.12,0.74,0.54,VIABLE,optimal temperature range,1.0
sugarcane,2019-04-16,2019-04-30,2019-04_Q2,21.98,0.84,0.7,VIABLE,optimal temperature range,1.0
sugarcane,2019-05-01,2019-05-15,2019-05_Q1,19.92,1.36,1.86,VIABLE_WITH_RESERVE,cool for crop,0.984
sugarcane,2019-05-16,2019-05-31,2019-05_Q2,18.78,1.64,2.69,VIABLE_WITH_RESERVE,cool for crop,0.756
