period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,0.0,28.16,92.49,-92.49,,,,
2016-01-16,2016-01-31,2016-01_Q2,77.76,28.29,92.49,-14.73,-1.447,,,
2016-02-01,2016-02-15,2016-02_Q1,63.16,28.27,84.96,-21.8,-0.463,,,
2016-02-16,2016-02-29,2016-02_Q2,2.37,29.1,84.96,-82.59,-1.615,,,
2016-03-01,2016-03-15,2016-03_Q1,175.67,26.43,69.93,105.74,0.15,,,
2016-03-16,2016-03-31,2016-03_Q2,63.99,26.34,69.93,-5.94,1.314,-1.25,,
2016-04-01,2016-04-15,2016-04_Q1,0.0,25.63,55.78,-55.78,-0.195,-0.745,,
2016-04-16,2016-04-30,2016-04_Q2,35.01,24.71,55.78,-20.77,-0.438,-0.377,,
2016-05-01,2016-05-15,2016-05_Q1,10.9,24.67,50.76,-39.86,0.376,-0.509,,
2016-05-16,2016-05-31,2016-05_Q2,5.56,24.29,50.76,-45.2,-2.447,0.254,,
2016-06-01,2016-06-15,2016-06_Q1,28.44,21.87,31.14,-2.7,-0.038,-0.762,,
2016-06-16,2016-06-30,2016-06_Q2,24.73,20.62,31.14,-6.41,1.846,-0.656,-1.743,
2016-07-01,2016-07-15,2016-07_Q1,0.0,19.18,26.82,-26.82,0.84,-0.005,-1.284,
2016-07-16,2016-07-31,2016-07_Q2,32.34,20.73,26.82,5.52,0.868,0.204,-0.707,
2016-08-01,2016-08-15,2016-08_Q1,5.61,19.56,28.31,-22.7,1.524,0.547,-0.577,
2016-08-16,2016-08-31,2016-08_Q2,7.86,20.58,28.31,-20.45,0.94,1.46,0.768,
2016-09-01,2016-09-15,2016-09_Q1,0.0,22.6,48.6,-48.6,-0.143,1.051,-0.693,
2016-09-16,2016-09-30,2016-09_Q2,11.84,25.06,48.6,-36.76,-0.28,0.57,-0.313,
2016-10-01,2016-10-15,2016-10_Q1,15.15,24.27,58.55,-43.4,1.107,1.775,0.296,
2016-10-16,2016-10-31,2016-10_Q2,10.56,25.09,58.55,-47.99,0.478,0.278,0.195,
2016-11-01,2016-11-15,2016-11_Q1,19.15,27.2,74.96,-55.81,0.238,0.491,0.401,
2016-11-16,2016-11-30,2016-11_Q2,0.0,26.22,74.96,-74.96,-0.899,-0.337,0.462,
2016-12-01,2016-12-15,2016-12_Q1,0.0,27.26,84.94,-84.94,-1.577,-0.918,-0.527,
2016-12-16,2016-12-31,2016-12_Q2,48.83,27.48,84.94,-36.11,-0.808,-1.065,-0.853,-1.916
2017-01-01,2017-01-15,2017-01_Q1,132.46,27.41,85.66,46.8,-0.196,-0.808,-0.655,-1.192
2017-01-16,2017-01-31,2017-01_Q2,33.23,27.64,85.66,-52.43,-0.78,-1.273,-1.331,-1.359
2017-02-01,2017-02-15,2017-02_Q1,42.6,28.16,76.53,-33.93,-0.939,-1.073,-1.14,-1.077
2017-02-16,2017-02-28,2017-02_Q2,42.63,27.28,76.53,-33.9,-1.073,-1.546,-1.85,-1.428
2017-03-01,2017-03-15,2017-03_Q1,14.88,27.14,76.66,-61.78,-0.898,-1.5,-1.731,-1.602
2017-03-16,2017-03-31,2017-03_Q2,196.46,27.24,76.66,119.8,0.717,-0.794,-1.42,-1.414
2017-04-01,2017-04-15,2017-04_Q1,0.0,24.88,49.12,-49.12,1.127,-1.074,-1.437,-1.289
2017-04-16,2017-04-30,2017-04_Q2,9.97,23.41,49.12,-39.15,-1.101,-0.636,-1.533,-1.378
2017-05-01,2017-05-15,2017-05_Q1,0.0,22.85,38.17,-38.17,-0.64,-0.552,-1.538,-1.425
2017-05-16,2017-05-31,2017-05_Q2,135.99,21.75,38.17,97.82,1.619,1.471,-1.058,-0.968
2017-06-01,2017-06-15,2017-06_Q1,12.72,18.78,24.72,-12.0,1.977,1.475,-0.891,-1.034
2017-06-16,2017-06-30,2017-06_Q2,0.0,20.62,24.72,-24.72,-0.018,1.142,-0.569,-1.158
2017-07-01,2017-07-15,2017-07_Q1,3.25,21.33,30.02,-26.77,-1.124,1.14,-0.625,-1.149
2017-07-16,2017-07-31,2017-07_Q2,3.06,20.08,30.02,-26.96,-1.074,1.302,0.036,-1.318
2017-08-01,2017-08-15,2017-08_Q1,10.37,21.17,34.37,-24.0,-0.527,1.615,0.323,-1.386
2017-08-16,2017-08-31,2017-08_Q2,0.0,21.6,34.37,-34.37,-1.302,-1.03,0.968,-1.419
2017-09-01,2017-09-15,2017-09_Q1,4.82,22.65,44.52,-39.7,-1.972,-1.596,1.3,-1.299
2017-09-16,2017-09-30,2017-09_Q2,0.0,23.66,44.52,-44.52,-0.018,-1.493,0.688,-1.321
2017-10-01,2017-10-15,2017-10_Q1,24.32,25.3,59.61,-35.29,1.137,-0.46,0.937,-1.295
2017-10-16,2017-10-31,2017-10_Q2,70.98,24.35,59.61,11.37,1.884,1.858,1.482,-0.952
2017-11-01,2017-11-15,2017-11_Q1,0.0,25.12,63.39,-63.39,1.327,1.317,1.679,-0.909
2017-11-16,2017-11-30,2017-11_Q2,16.74,25.45,63.39,-46.65,0.569,1.179,0.654,-0.741
2017-12-01,2017-12-15,2017-12_Q1,22.33,27.15,86.08,-63.75,-0.227,0.663,0.138,-1.046
2017-12-16,2017-12-31,2017-12_Q2,0.0,27.83,86.08,-86.08,-1.274,-0.35,-0.698,-0.784
2018-01-01,2018-01-15,2018-01_Q1,75.2,28.38,85.33,-10.13,-0.924,-0.839,-0.902,-1.038
2018-01-16,2018-01-31,2018-01_Q2,36.25,26.6,85.33,-49.08,-1.142,-1.496,-1.369,-1.065
2018-02-01,2018-02-15,2018-02_Q1,10.81,27.17,69.62,-58.81,-1.185,-1.401,-1.288,-0.922
2018-02-16,2018-02-28,2018-02_Q2,357.09,26.58,69.62,287.47,1.121,-0.496,-0.285,-0.003
2018-03-01,2018-03-15,2018-03_Q1,15.49,26.02,66.78,-51.29,1.474,-0.584,-0.443,-0.039
2018-03-16,2018-03-31,2018-03_Q2,129.64,25.96,66.78,62.86,0.04,0.093,-0.037,0.003
2018-04-01,2018-04-15,2018-04_Q1,26.77,24.89,50.92,-24.15,0.897,0.655,-0.045,0.108
2018-04-16,2018-04-30,2018-04_Q2,0.0,23.97,50.92,-50.92,-0.367,1.173,-0.439,0.018
2018-05-01,2018-05-15,2018-05_Q1,12.91,22.65,36.52,-23.61,-0.368,1.807,-0.48,0.005
2018-05-16,2018-05-31,2018-05_Q2,3.96,21.31,36.52,-32.56,-0.253,-0.534,-0.582,-0.513
2018-06-01,2018-06-15,2018-06_Q1,5.83,19.74,25.01,-19.18,-0.429,0.322,-0.583,-0.546
2018-06-16,2018-06-30,2018-06_Q2,6.14,19.81,25.01,-18.87,-0.133,-0.605,-0.086,-0.512
2018-07-01,2018-07-15,2018-07_Q1,0.0,19.62,27.32,-27.32,-0.255,-0.886,0.394,-0.536
2018-07-16,2018-07-31,2018-07_Q2,9.69,20.53,27.32,-17.63,-0.4,-0.438,0.967,-0.474
2018-08-01,2018-08-15,2018-08_Q1,0.0,20.55,31.63,-31.63,-0.345,-0.747,2.063,-0.531
2018-08-16,2018-08-31,2018-08_Q2,12.32,21.07,31.63,-19.31,-0.029,-0.443,-0.662,-0.44
2018-09-01,2018-09-15,2018-09_Q1,0.0,22.9,42.89,-42.89,0.755,-0.76,-0.041,-0.31
2018-09-16,2018-09-30,2018-09_Q2,0.0,22.85,42.89,-42.89,-0.388,-0.933,-1.305,-0.304
2018-10-01,2018-10-15,2018-10_Q1,25.33,24.06,60.57,-35.24,1.277,0.412,-0.745,-0.294
2018-10-16,2018-10-31,2018-10_Q2,0.0,25.85,60.57,-60.57,0.265,-0.34,-0.659,-0.761
2018-11-01,2018-11-15,2018-11_Q1,0.0,25.99,82.17,-82.17,-1.524,-0.459,-1.053,-0.794
2018-11-16,2018-11-30,2018-11_Q2,40.19,29.06,82.17,-41.98,-0.142,-0.278,-0.724,-0.803
2018-12-01,2018-12-15,2018-12_Q1,153.71,26.9,81.34,72.37,1.618,1.262,1.041,0.084
2018-12-16,2018-12-31,2018-12_Q2,31.83,27.07,81.34,-49.51,1.125,0.664,0.465,0.145
2019-01-01,2019-01-15,2019-01_Q1,77.54,26.32,73.63,3.91,-0.575,-0.254,-0.213,0.362
2019-01-16,2019-01-31,2019-01_Q2,192.82,26.07,73.63,119.19,0.135,0.164,0.192,0.676
2019-02-01,2019-02-15,2019-02_Q1,230.76,26.92,71.94,158.82,1.064,0.694,0.669,1.041
2019-02-16,2019-02-28,2019-02_Q2,0.0,27.41,71.94,-71.94,0.408,0.413,0.285,-0.041
2019-03-01,2019-03-15,2019-03_Q1,57.05,26.24,69.37,-12.32,-0.793,-0.078,0.255,0.033
2019-03-16,2019-03-31,2019-03_Q2,104.43,26.39,69.37,35.06,0.201,0.304,0.5,0.185
2019-04-01,2019-04-15,2019-04_Q1,0.0,24.36,50.34,-50.34,0.396,0.698,0.373,0.101
2019-04-16,2019-04-30,2019-04_Q2,30.25,24.32,50.34,-20.09,-0.162,0.664,0.432,0.162
2019-05-01,2019-05-15,2019-05_Q1,23.07,22.65,38.88,-15.81,0.949,-1.036,0.443,0.132
2019-05-16,2019-05-31,2019-05_Q2,0.0,22.22,38.88,-38.88,-0.193,-0.307,0.546,0.238
2019-06-01,2019-06-15,2019-06_Q1,12.53,19.82,23.95,-11.42,-0.262,0.171,0.081,0.29
2019-06-16,2019-06-30,2019-06_Q2,0.0,19.17,23.95,-23.95,0.1,-0.324,0.2,0.276
2019-07-01,2019-07-15,2019-07_Q1,8.57,19.46,23.27,-14.7,0.49,0.305,0.664,0.301
2019-07-16,2019-07-31,2019-07_Q2,4.66,18.64,23.27,-18.61,0.318,0.02,0.383,0.299
2019-08-01,2019-08-15,2019-08_Q1,0.0,19.8,28.36,-28.36,-0.121,-0.383,-1.308,0.325
2019-08-16,2019-08-31,2019-08_Q2,7.5,20.36,28.36,-20.86,0.221,0.167,-0.289,0.307
2019-09-01,2019-09-15,2019-09_Q1,0.0,21.2,37.99,-37.99,1.007,-0.11,-0.051,0.441
2019-09-16,2019-09-30,2019-09_Q2,0.0,22.77,37.99,-37.99,1.07,0.143,-0.276,0.448
2019-10-01,2019-10-15,2019-10_Q1,5.24,24.2,57.94,-52.7,0.2,0.002,0.098,0.405
2019-10-16,2019-10-31,2019-10_Q2,5.19,24.99,57.94,-52.75,-0.349,-0.242,-0.184,0.458
2019-11-01,2019-11-15,2019-11_Q1,5.42,25.78,71.08,-65.66,-0.286,0.078,-0.506,0.552
2019-11-16,2019-11-30,2019-11_Q2,5.67,26.72,71.08,-65.41,-0.954,-0.517,-0.482,0.529
2019-12-01,2019-12-15,2019-12_Q1,24.8,28.45,90.76,-65.96,-0.742,-0.862,-0.856,-0.193
2019-12-16,2019-12-31,2019-12_Q2,0.0,27.49,90.76,-90.76,-1.385,-1.62,-1.544,-0.376
2020-01-01,2020-01-15,2020-01_Q1,0.88,27.68,88.69,-87.81,-1.486,-1.633,-1.658,-0.695
2020-01-16,2020-01-31,2020-01_Q2,368.31,28.0,88.69,279.62,0.602,-0.535,-0.535,-0.138
2020-02-01,2020-02-15,2020-02_Q1,3.58,28.99,82.68,-79.1,0.826,-0.563,-0.639,-0.953
2020-02-16,2020-02-29,2020-02_Q2,165.7,27.87,82.68,83.02,-0.257,-0.406,-0.657,-0.8
2020-03-01,2020-03-15,2020-03_Q1,111.72,26.64,67.06,44.66,0.896,-0.072,-0.36,-0.496
2020-03-16,2020-03-31,2020-03_Q2,0.0,25.41,67.06,-67.06,-0.426,0.061,-0.605,-0.735
2020-04-01,2020-04-15,2020-04_Q1,0.0,25.63,57.31,-57.31,-1.3,0.788,-0.655,-0.706
2020-04-16,2020-04-30,2020-04_Q2,35.44,25.16,57.31,-21.87,-0.571,-0.629,-0.634,-0.758
2020-05-01,2020-05-15,2020-05_Q1,0.0,22.6,32.14,-32.14,0.579,0.102,-0.684,-0.911
2020-05-16,2020-05-31,2020-05_Q2,69.26,19.56,32.14,37.12,1.119,-0.229,-0.316,-0.628
2020-06-01,2020-06-15,2020-06_Q1,14.77,20.7,27.22,-12.45,1.625,-0.507,-0.218,-0.63
2020-06-16,2020-06-30,2020-06_Q2,0.0,19.96,27.22,-27.22,-0.275,0.621,0.141,-0.649
2020-07-01,2020-07-15,2020-07_Q1,3.98,19.25,22.48,-18.5,-0.196,0.895,0.94,-0.687
2020-07-16,2020-07-31,2020-07_Q2,33.25,18.42,22.48,10.77,1.318,1.206,-0.066,-0.511
2020-08-01,2020-08-15,2020-08_Q1,4.13,20.37,30.03,-25.9,1.586,1.431,0.692,-0.515
2020-08-16,2020-08-31,2020-08_Q2,3.33,20.55,30.03,-26.7,-0.29,0.767,-0.004,-0.535
2020-09-01,2020-09-15,2020-09_Q1,0.0,21.54,41.81,-41.81,-0.039,0.621,-0.587,-0.411
2020-09-16,2020-09-30,2020-09_Q2,2.02,23.83,41.81,-39.79,0.444,0.943,0.754,-0.422
2020-10-01,2020-10-15,2020-10_Q1,0.0,23.86,60.01,-60.01,-0.539,0.783,0.847,-0.457
2020-10-16,2020-10-31,2020-10_Q2,24.92,25.9,60.01,-35.09,0.301,-0.173,0.989,-0.378
2020-11-01,2020-11-15,2020-11_Q1,0.0,26.4,73.3,-73.3,0.088,-0.217,0.898,-0.34
2020-11-16,2020-11-30,2020-11_Q2,17.92,26.63,73.3,-55.38,-0.59,-0.266,0.06,-0.252
2020-12-01,2020-12-15,2020-12_Q1,20.4,27.74,86.42,-66.02,-0.487,-0.68,-0.461,-0.433
2020-12-16,2020-12-31,2020-12_Q2,108.89,27.31,86.42,22.47,0.362,-0.149,0.137,0.219
2021-01-01,2021-01-15,2021-01_Q1,357.72,25.66,71.59,286.13,1.368,1.236,1.371,1.233
2021-01-16,2021-01-31,2021-01_Q2,31.29,26.25,71.59,-40.3,0.94,0.505,0.549,0.308
2021-02-01,2021-02-15,2021-02_Q1,28.56,27.16,66.42,-37.86,-0.852,0.232,0.196,0.306
2021-02-16,2021-02-28,2021-02_Q2,139.78,25.77,66.42,73.36,0.025,0.432,0.307,0.232
2021-03-01,2021-03-15,2021-03_Q1,104.7,26.38,70.87,33.83,0.766,0.648,0.449,0.078
2021-03-16,2021-03-31,2021-03_Q2,36.77,26.62,70.87,-34.1,-0.127,0.49,0.424,0.434
2021-04-01,2021-04-15,2021-04_Q1,74.52,24.97,48.35,26.17,0.474,-0.051,0.623,0.663
2021-04-16,2021-04-30,2021-04_Q2,0.0,23.07,48.35,-48.35,1.112,0.508,0.516,0.568
2021-05-01,2021-05-15,2021-05_Q1,10.99,22.73,35.59,-24.6,-0.244,0.839,0.469,0.569
2021-05-16,2021-05-31,2021-05_Q2,4.67,20.86,35.59,-30.92,-0.226,0.028,0.646,0.484
