period_start,period_end,label,precip_total_mm,precip_rainy_days,precip_max_daily_mm
2016-01-01,2016-01-15,2016-01_Q1,59.92,1.0,59.92
2016-01-16,2016-01-31,2016-01_Q2,148.82,5.0,66.1
2016-02-01,2016-02-15,2016-02_Q1,94.43,4.0,23.61
2016-02-16,2016-02-29,2016-02_Q2,0.0,0.0,0.0
2016-03-01,2016-03-15,2016-03_Q1,64.17,4.0,27.17
2016-03-16,2016-03-31,2016-03_Q2,0.0,0.0,0.0
2016-04-01,2016-04-15,2016-04_Q1,34.56,1.0,34.56
2016-04-16,2016-04-30,2016-04_Q2,0.0,0.0,0.0
2016-05-01,2016-05-15,2016-05_Q1,30.57,3.0,19.67
2016-05-16,2016-05-31,2016-05_Q2,12.5,2.0,6.25
2016-06-01,2016-06-15,2016-06_Q1,73.2,4.0,36.1
2016-06-16,2016-06-30,2016-06_Q2,43.49,1.0,43.49
2016-07-01,2016-07-15,2016-07_Q1,9.22,2.0,6.92
2016-07-16,2016-07-31,2016-07_Q2,33.24,1.0,33.24
2016-08-01,2016-08-15,2016-08_Q1,20.23,3.0,8.04
2016-08-16,2016-08-31,2016-08_Q2,10.98,1.0,10.98
2016-09-01,2016-09-15,2016-09_Q1,0.0,0.0,0.0
2016-09-16,2016-09-30,2016-09_Q2,46.96,1.0,46.96
2016-10-01,2016-10-15,2016-10_Q1,20.58,2.0,13.17
2016-10-16,2016-10-31,2016-10_Q2,16.56,3.0,6.2
2016-11-01,2016-11-15,2016-11_Q1,49.83,1.0,49.83
2016-11-16,2016-11-30,2016-11_Q2,35.73,1.0,35.73
2016-12-01,2016-12-15,2016-12_Q1,36.56,1.0,36.56
2016-12-16,2016-12-31,2016-12_Q2,59.56,2.0,35.73
2017-01-01,2017-01-15,2017-01_Q1,56.57,2.0,40.07
2017-01-16,2017-01-31,2017-01_Q2,0.0,0.0,0.0
2017-02-01,2017-02-15,2017-02_Q1,14.86,3.0,5.77
2017-02-16,2017-02-28,2017-02_Q2,0.0,0.0,0.0
2017-03-01,2017-03-15,2017-03_Q1,59.95,2.0,47.96
2017-03-16,2017-03-31,2017-03_Q2,289.33,8.0,64.23
2017-04-01,2017-04-15,2017-04_Q1,13.68,2.0,8.05
2017-04-16,2017-04-30,2017-04_Q2,22.85,3.0,8.59
2017-05-01,2017-05-15,2017-05_Q1,0.0,0.0,0.0
2017-05-16,2017-05-31,2017-05_Q2,90.04,3.0,45.02
2017-06-01,2017-06-15,2017-06_Q1,28.23,1.0,28.23
2017-06-16,2017-06-30,2017-06_Q2,0.0,0.0,0.0
2017-07-01,2017-07-15,2017-07_Q1,5.53,1.0,5.53
2017-07-16,2017-07-31,2017-07_Q2,6.66,1.0,6.66
2017-08-01,2017-08-15,2017-08_Q1,15.37,2.0,7.89
2017-08-16,2017-08-31,2017-08_Q2,6.84,1.0,6.84
2017-09-01,2017-09-15,2017-09_Q1,5.2,1.0,5.2
2017-09-16,2017-09-30,2017-09_Q2,4.28,1.0,4.28
2017-10-01,2017-10-15,2017-10_Q1,248.75,5.0,130.58
2017-10-16,2017-10-31,2017-10_Q2,186.1,3.0,105.25
2017-11-01,2017-11-15,2017-11_Q1,59.67,1.0,59.67
2017-11-16,2017-11-30,2017-11_Q2,94.86,2.0,63.24
