period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,0.0,25.9,71.41,-71.41,,,,
2016-01-16,2016-01-31,2016-01_Q2,137.91,25.94,71.41,66.5,-1.808,,,
2016-02-01,2016-02-15,2016-02_Q1,186.12,26.46,67.57,118.55,-0.745,,,
2016-02-16,2016-02-29,2016-02_Q2,33.4,26.88,67.57,-34.17,-1.448,,,
2016-03-01,2016-03-15,2016-03_Q1,479.77,24.71,59.37,420.4,-0.223,,,
2016-03-16,2016-03-31,2016-03_Q2,186.66,24.9,59.37,127.29,0.94,-1.29,,
2016-04-01,2016-04-15,2016-04_Q1,95.5,23.73,46.34,49.16,0.012,-0.641,,
2016-04-16,2016-04-30,2016-04_Q2,163.8,22.82,46.34,117.46,0.369,-0.456,,
2016-05-01,2016-05-15,2016-05_Q1,24.51,23.44,43.78,-19.27,-0.041,-0.374,,
2016-05-16,2016-05-31,2016-05_Q2,162.49,22.22,43.78,118.71,0.218,0.823,,
2016-06-01,2016-06-15,2016-06_Q1,73.1,20.38,31.08,42.02,0.936,-0.31,,
2016-06-16,2016-06-30,2016-06_Q2,71.34,20.59,31.08,40.26,1.468,0.414,-1.481,
2016-07-01,2016-07-15,2016-07_Q1,66.9,18.59,27.18,39.72,1.166,0.487,-0.784,
2016-07-16,2016-07-31,2016-07_Q2,68.18,19.78,27.18,41.0,1.304,1.027,-0.29,
2016-08-01,2016-08-15,2016-08_Q1,61.95,18.39,27.26,34.69,1.578,1.417,0.025,
2016-08-16,2016-08-31,2016-08_Q2,52.66,19.55,27.26,25.4,1.468,1.71,1.46,
2016-09-01,2016-09-15,2016-09_Q1,14.82,21.29,42.89,-28.07,-0.299,1.338,0.004,
2016-09-16,2016-09-30,2016-09_Q2,38.39,23.48,42.89,-4.5,-0.926,0.97,0.523,
2016-10-01,2016-10-15,2016-10_Q1,24.05,22.7,49.44,-25.39,-0.275,0.844,0.43,
2016-10-16,2016-10-31,2016-10_Q2,30.57,23.21,49.44,-18.87,0.352,0.082,0.738,
2016-11-01,2016-11-15,2016-11_Q1,60.9,25.68,61.78,-0.88,1.036,0.663,1.508,
2016-11-16,2016-11-30,2016-11_Q2,0.0,24.18,61.78,-61.78,-0.561,-0.643,0.286,
2016-12-01,2016-12-15,2016-12_Q1,0.0,25.42,69.2,-69.2,-1.379,-1.151,-0.624,
2016-12-16,2016-12-31,2016-12_Q2,107.52,25.66,69.2,38.32,-0.874,-1.29,-0.986,-1.425
2017-01-01,2017-01-15,2017-01_Q1,685.17,25.49,69.87,615.3,1.171,0.642,0.757,-0.255
2017-01-16,2017-01-31,2017-01_Q2,99.63,25.93,69.87,29.76,1.218,-0.092,-0.166,-0.339
2017-02-01,2017-02-15,2017-02_Q1,368.53,25.94,60.47,308.06,0.349,0.144,0.196,0.152
2017-02-16,2017-02-28,2017-02_Q2,119.72,25.23,60.47,59.25,-0.088,-0.117,-0.332,0.226
2017-03-01,2017-03-15,2017-03_Q1,216.54,25.5,68.22,148.32,-0.849,0.182,-0.371,-0.365
2017-03-16,2017-03-31,2017-03_Q2,135.51,26.76,68.22,67.29,-0.964,0.102,-0.629,-0.511
