period_start,period_end,label,precip_total_mm,precip_rainy_days,precip_max_daily_mm
2016-01-01,2016-01-15,2016-01_Q1,63.58,4.0,31.38
2016-01-16,2016-01-31,2016-01_Q2,0.0,0.0,0.0
2016-02-01,2016-02-15,2016-02_Q1,14.06,2.0,7.23
2016-02-16,2016-02-29,2016-02_Q2,9.67,3.0,3.22
2016-03-01,2016-03-15,2016-03_Q1,77.72,10.0,17.44
2016-03-16,2016-03-31,2016-03_Q2,44.05,1.0,44.05
2016-04-01,2016-04-15,2016-04_Q1,67.81,5.0,22.38
2016-04-16,2016-04-30,2016-04_Q2,53.67,7.0,15.17
2016-05-01,2016-05-15,2016-05_Q1,106.13,9.0,26.61
2016-05-16,2016-05-31,2016-05_Q2,68.1,6.0,24.85
2016-06-01,2016-06-15,2016-06_Q1,19.55,3.0,9.26
2016-06-16,2016-06-30,2016-06_Q2,28.51,4.0,11.36
2016-07-01,2016-07-15,2016-07_Q1,22.44,3.0,16.17
2016-07-16,2016-07-31,2016-07_Q2,13.12,3.0,4.44
2016-08-01,2016-08-15,2016-08_Q1,6.12,2.0,4.08
2016-08-16,2016-08-31,2016-08_Q2,49.45,5.0,27.03
2016-09-01,2016-09-15,2016-09_Q1,54.87,6.0,21.77
2016-09-16,2016-09-30,2016-09_Q2,51.09,7.0,14.23
2016-10-01,2016-10-15,2016-10_Q1,82.58,6.0,26.51
2016-10-16,2016-10-31,2016-10_Q2,103.98,8.0,24.91
2016-11-01,2016-11-15,2016-11_Q1,70.84,8.0,25.7
2016-11-16,2016-11-30,2016-11_Q2,55.09,3.0,39.93
2016-12-01,2016-12-15,2016-12_Q1,49.11,4.0,19.64
2016-12-16,2016-12-31,2016-12_Q2,40.01,2.0,20.2
2017-01-01,2017-01-15,2017-01_Q1,61.6,6.0,17.72
2017-01-16,2017-01-31,2017-01_Q2,7.25,2.0,4.81
2017-02-01,2017-02-15,2017-02_Q1,0.0,0.0,0.0
2017-02-16,2017-02-28,2017-02_Q2,45.06,2.0,27.03
2017-03-01,2017-03-15,2017-03_Q1,90.68,7.0,30.38
2017-03-16,2017-03-31,2017-03_Q2,101.77,10.0,18.64
2017-04-01,2017-04-15,2017-04_Q1,70.32,6.0,23.48
2017-04-16,2017-04-30,2017-04_Q2,97.02,8.0,18.88
2017-05-01,2017-05-15,2017-05_Q1,119.43,7.0,31.27
2017-05-16,2017-05-31,2017-05_Q2,30.01,5.0,13.15
2017-06-01,2017-06-15,2017-06_Q1,52.1,5.0,27.96
2017-06-16,2017-06-30,2017-06_Q2,40.89,5.0,12.82
2017-07-01,2017-07-15,2017-07_Q1,8.72,1.0,8.72
2017-07-16,2017-07-31,2017-07_Q2,17.81,2.0,11.87
2017-08-01,2017-08-15,2017-08_Q1,24.28,3.0,13.65
2017-08-16,2017-08-31,2017-08_Q2,23.24,5.0,7.49
2017-09-01,2017-09-15,2017-09_Q1,21.58,3.0,9.91
2017-09-16,2017-09-30,2017-09_Q2,59.74,6.0,14.8
2017-10-01,2017-10-15,2017-10_Q1,56.56,7.0,15.18
2017-10-16,2017-10-31,2017-10_Q2,94.47,6.0,40.15
2017-11-01,2017-11-15,2017-11_Q1,105.87,5.0,42.0
2017-11-16,2017-11-30,2017-11_Q2,10.52,2.0,7.01
2017-12-01,2017-12-15,2017-12_Q1,18.08,2.0,9.04
2017-12-16,2017-12-31,2017-12_Q2,43.69,2.0,31.2
2018-01-01,2018-01-15,2018-01_Q1,72.92,2.0,48.61
2018-01-16,2018-01-31,2018-01_Q2,32.65,4.0,12.82
2018-02-01,2018-02-15,2018-02_Q1,31.33,3.0,20.66
2018-02-16,2018-02-28,2018-02_Q2,63.75,4.0,25.6
2018-03-01,2018-03-15,2018-03_Q1,2.98,1.0,2.98
2018-03-16,2018-03-31,2018-03_Q2,75.42,8.0,15.67
2018-04-01,2018-04-15,2018-04_Q1,62.1,2.0,34.96
2018-04-16,2018-04-30,2018-04_Q2,73.4,11.0,10.47
2018-05-01,2018-05-15,2018-05_Q1,130.09,5.0,44.83
2018-05-16,2018-05-31,2018-05_Q2,83.16,7.0,19.32
2018-06-01,2018-06-15,2018-06_Q1,27.81,7.0,9.17
2018-06-16,2018-06-30,2018-06_Q2,13.63,3.0,4.82
2018-07-01,2018-07-15,2018-07_Q1,9.07,3.0,3.35
2018-07-16,2018-07-31,2018-07_Q2,31.98,4.0,11.78
2018-08-01,2018-08-15,2018-08_Q1,11.85,2.0,6.71
2018-08-16,2018-08-31,2018-08_Q2,26.6,7.0,13.01
2018-09-01,2018-09-15,2018-09_Q1,41.7,5.0,14.13
2018-09-16,2018-09-30,2018-09_Q2,31.39,5.0,16.96
2018-10-01,2018-10-15,2018-10_Q1,72.78,5.0,22.21
2018-10-16,2018-10-31,2018-10_Q2,58.41,3.0,27.54
2018-11-01,2018-11-15,2018-11_Q1,88.63,7.0,22.52
2018-11-16,2018-11-30,2018-11_Q2,93.87,5.0,20.96
2018-12-01,2018-12-15,2018-12_Q1,0.0,0.0,0.0
2018-12-16,2018-12-31,2018-12_Q2,33.41,6.0,18.38
2019-01-01,2019-01-15,2019-01_Q1,17.6,2.0,11.73
2019-01-16,2019-01-31,2019-01_Q2,9.82,1.0,9.82
2019-02-01,2019-02-15,2019-02_Q1,16.87,1.0,16.87
2019-02-16,2019-02-28,2019-02_Q2,25.85,3.0,15.08
2019-03-01,2019-03-15,2019-03_Q1,39.13,8.0,9.72
2019-03-16,2019-03-31,2019-03_Q2,65.26,6.0,24.16
2019-04-01,2019-04-15,2019-04_Q1,65.93,8.0,15.4
2019-04-16,2019-04-30,2019-04_Q2,80.45,12.0,19.68
2019-05-01,2019-05-15,2019-05_Q1,29.59,3.0,19.75
2019-05-16,2019-05-31,2019-05_Q2,87.01,11.0,17.17
2019-06-01,2019-06-15,2019-06_Q1,45.2,8.0,30.09
2019-06-16,2019-06-30,2019-06_Q2,30.68,5.0,10.59
2019-07-01,2019-07-15,2019-07_Q1,11.83,1.0,11.83
2019-07-16,2019-07-31,2019-07_Q2,26.89,5.0,9.47
2019-08-01,2019-08-15,2019-08_Q1,11.13,2.0,6.22
2019-08-16,2019-08-31,2019-08_Q2,6.54,1.0,6.54
2019-09-01,2019-09-15,2019-09_Q1,24.21,4.0,11.33
2019-09-16,2019-09-30,2019-09_Q2,79.99,5.0,41.79
2019-10-01,2019-10-15,2019-10_Q1,77.99,6.0,30.9
2019-10-16,2019-10-31,2019-10_Q2,68.58,7.0,18.92
2019-11-01,2019-11-15,2019-11_Q1,125.41,9.0,30.11
2019-11-16,2019-11-30,2019-11_Q2,20.2,3.0,6.73
2019-12-01,2019-12-15,2019-12_Q1,15.34,4.0,7.13
2019-12-16,2019-12-31,2019-12_Q2,33.42,4.0,13.78
2020-01-01,2020-01-15,2020-01_Q1,8.19,2.0,5.15
2020-01-16,2020-01-31,2020-01_Q2,20.7,4.0,9.73
2020-02-01,2020-02-15,2020-02_Q1,0.0,0.0,0.0
2020-02-16,2020-02-29,2020-02_Q2,50.2,7.0,11.05
2020-03-01,2020-03-15,2020-03_Q1,52.64,5.0,20.26
2020-03-16,2020-03-31,2020-03_Q2,0.0,0.0,0.0
2020-04-01,2020-04-15,2020-04_Q1,76.42,3.0,34.81
2020-04-16,2020-04-30,2020-04_Q2,51.8,2.0,27.03
2020-05-01,2020-05-15,2020-05_Q1,32.33,5.0,10.18
2020-05-16,2020-05-31,2020-05_Q2,49.21,10.0,21.42
2020-06-01,2020-06-15,2020-06_Q1,52.17,11.0,18.46
2020-06-16,2020-06-30,2020-06_Q2,0.0,0.0,0.0
2020-07-01,2020-07-15,2020-07_Q1,31.59,4.0,10.21
2020-07-16,2020-07-31,2020-07_Q2,12.81,2.0,5.48
2020-08-01,2020-08-15,2020-08_Q1,27.72,4.0,9.03
2020-08-16,2020-08-31,2020-08_Q2,51.0,9.0,6.95
2020-09-01,2020-09-15,2020-09_Q1,13.78,2.0,9.18
2020-09-16,2020-09-30,2020-09_Q2,39.13,7.0,9.65
2020-10-01,2020-10-15,2020-10_Q1,27.73,3.0,9.68
2020-10-16,2020-10-31,2020-10_Q2,82.92,9.0,39.91
2020-11-01,2020-11-15,2020-11_Q1,25.21,4.0,9.95
2020-11-16,2020-11-30,2020-11_Q2,76.99,3.0,28.99
2020-12-01,2020-12-15,2020-12_Q1,18.37,2.0,14.55
2020-12-16,2020-12-31,2020-12_Q2,38.43,6.0,9.31
2021-01-01,2021-01-15,2021-01_Q1,42.02,2.0,33.71
2021-01-16,2021-01-31,2021-01_Q2,0.0,0.0,0.0
2021-02-01,2021-02-15,2021-02_Q1,47.77,2.0,25.98
2021-02-16,2021-02-28,2021-02_Q2,25.03,3.0,13.05
2021-03-01,2021-03-15,2021-03_Q1,69.66,6.0,25.0
2021-03-16,2021-03-31,2021-03_Q2,61.87,7.0,17.45
2021-04-01,2021-04-15,2021-04_Q1,78.56,9.0,18.91
2021-04-16,2021-04-30,2021-04_Q2,77.86,7.0,17.9
2021-05-01,2021-05-15,2021-05_Q1,73.16,8.0,17.15
2021-05-16,2021-05-31,2021-05_Q2,90.68,5.0,32.45
2021-06-01,2021-06-15,2021-06_Q1,112.0,9.0,25.4
2021-06-16,2021-06-30,2021-06_Q2,12.26,1.0,12.26
2021-07-01,2021-07-15,2021-07_Q1,14.84,3.0,5.63
2021-07-16,2021-07-31,2021-07_Q2,47.31,4.0,14.74
2021-08-01,2021-08-15,2021-08_Q1,41.22,6.0,14.22
2021-08-16,2021-08-31,2021-08_Q2,51.9,7.0,17.5
2021-09-01,2021-09-15,2021-09_Q1,47.13,1.0,47.13
2021-09-16,2021-09-30,2021-09_Q2,59.43,2.0,49.97
2021-10-01,2021-10-15,2021-10_Q1,58.66,9.0,10.72
2021-10-16,2021-10-31,2021-10_Q2,98.64,7.0,28.75
2021-11-01,2021-11-15,2021-11_Q1,16.17,2.0,9.91
2021-11-16,2021-11-30,2021-11_Q2,70.04,5.0,32.92
2021-12-01,2021-12-15,2021-12_Q1,44.3,4.0,27.6
2021-12-16,2021-12-31,2021-12_Q2,12.09,3.0,4.03
2022-01-01,2022-01-15,2022-01_Q1,16.9,1.0,16.9
2022-01-16,2022-01-31,2022-01_Q2,27.0,3.0,13.3
2022-02-01,2022-02-15,2022-02_Q1,83.32,2.0,66.68
2022-02-16,2022-02-28,2022-02_Q2,61.45,5.0,22.22
2022-03-01,2022-03-15,2022-03_Q1,40.57,2.0,31.34
2022-03-16,2022-03-31,2022-03_Q2,66.74,6.0,19.19
2022-04-01,2022-04-15,2022-04_Q1,28.29,7.0,6.92
2022-04-16,2022-04-30,2022-04_Q2,71.93,7.0,24.99
2022-05-01,2022-05-15,2022-05_Q1,33.11,6.0,9.16
2022-05-16,2022-05-31,2022-05_Q2,44.76,9.0,12.11
2022-06-01,2022-06-15,2022-06_Q1,93.31,7.0,22.37
2022-06-16,2022-06-30,2022-06_Q2,36.49,6.0,10.43
2022-07-01,2022-07-15,2022-07_Q1,10.86,1.0,10.86
2022-07-16,2022-07-31,2022-07_Q2,47.89,2.0,38.52
2022-08-01,2022-08-15,2022-08_Q1,22.2,4.0,12.63
2022-08-16,2022-08-31,2022-08_Q2,15.1,3.0,7.92
2022-09-01,2022-09-15,2022-09_Q1,16.47,2.0,8.23
2022-09-16,2022-09-30,2022-09_Q2,76.39,9.0,29.31
2022-10-01,2022-10-15,2022-10_Q1,59.87,7.0,12.89
2022-10-16,2022-10-31,2022-10_Q2,239.99,6.0,96.52
2022-11-01,2022-11-15,2022-11_Q1,100.69,8.0,37.01
2022-11-16,2022-11-30,2022-11_Q2,75.21,5.0,15.36
2022-12-01,2022-12-15,2022-12_Q1,0.0,0.0,0.0
2022-12-16,2022-12-31,2022-12_Q2,55.88,4.0,29.89
2023-01-01,2023-01-15,2023-01_Q1,77.43,4.0,26.56
2023-01-16,2023-01-31,2023-01_Q2,28.68,5.0,9.67
2023-02-01,2023-02-15,2023-02_Q1,16.24,3.0,8.12
2023-02-16,2023-02-28,2023-02_Q2,70.89,3.0,29.78
2023-03-01,2023-03-15,2023-03_Q1,76.15,6.0,20.35
2023-03-16,2023-03-31,2023-03_Q2,64.94,8.0,31.58
2023-04-01,2023-04-15,2023-04_Q1,46.62,7.0,22.09
2023-04-16,2023-04-30,2023-04_Q2,59.07,6.0,20.38
2023-05-01,2023-05-15,2023-05_Q1,44.97,9.0,12.25
2023-05-16,2023-05-31,2023-05_Q2,87.47,7.0,20.31
2023-06-01,2023-06-15,2023-06_Q1,12.88,2.0,8.59
2023-06-16,2023-06-30,2023-06_Q2,18.74,2.0,15.25
2023-07-01,2023-07-15,2023-07_Q1,31.09,7.0,10.49
2023-07-16,2023-07-31,2023-07_Q2,12.58,4.0,5.01
2023-08-01,2023-08-15,2023-08_Q1,21.44,4.0,11.67
2023-08-16,2023-08-31,2023-08_Q2,44.27,6.0,8.68
2023-09-01,2023-09-15,2023-09_Q1,16.91,3.0,8.42
2023-09-16,2023-09-30,2023-09_Q2,36.51,4.0,12.89
2023-10-01,2023-10-15,2023-10_Q1,80.12,5.0,32.19
2023-10-16,2023-10-31,2023-10_Q2,63.15,7.0,19.59
2023-11-01,2023-11-15,2023-11_Q1,63.09,5.0,26.33
2023-11-16,2023-11-30,2023-11_Q2,50.54,5.0,20.75
2023-12-01,2023-12-15,2023-12_Q1,21.04,5.0,7.45
2023-12-16,2023-12-31,2023-12_Q2,50.79,6.0,13.89
2024-01-01,2024-01-15,2024-01_Q1,14.33,1.0,14.33
2024-01-16,2024-01-31,2024-01_Q2,4.64,2.0,2.32
2024-02-01,2024-02-15,2024-02_Q1,60.45,4.0,30.23
2024-02-16,2024-02-29,2024-02_Q2,11.28,2.0,5.64
2024-03-01,2024-03-15,2024-03_Q1,15.66,1.0,15.66
2024-03-16,2024-03-31,2024-03_Q2,56.07,3.0,23.26
2024-04-01,2024-04-15,2024-04_Q1,45.38,6.0,18.09
2024-04-16,2024-04-30,2024-04_Q2,105.0,12.0,26.73
2024-05-01,2024-05-15,2024-05_Q1,104.24,6.0,28.75
2024-05-16,2024-05-31,2024-05_Q2,61.75,11.0,9.82
2024-06-01,2024-06-15,2024-06_Q1,79.02,9.0,29.09
2024-06-16,2024-06-30,2024-06_Q2,51.49,3.0,35.55
2024-07-01,2024-07-15,2024-07_Q1,20.27,1.0,20.27
2024-07-16,2024-07-31,2024-07_Q2,7.11,3.0,3.62
2024-08-01,2024-08-15,2024-08_Q1,24.81,3.0,14.2
2024-08-16,2024-08-31,2024-08_Q2,6.86,1.0,1.25
2024-09-01,2024-09-15,2024-09_Q1,16.13,6.0,8.33
2024-09-16,2024-09-30,2024-09_Q2,24.44,4.0,9.15
