crop,period_start,period_end,label,mean_C,std_C,var_C,temp_status,temp_detail,temp_score
sugarcane,2016-01-01,2016-01-15,2016-01_Q1,28.07,1.16,1.35,VIABLE,optimal temperature range,1.0
sugarcane,2016-01-16,2016-01-31,2016-01_Q2,28.21,1.06,1.11,VIABLE,optimal temperature range,1.0
sugarcane,2016-02-01,2016-02-15,2016-02_Q1,28.22,0.83,0.69,VIABLE,optimal temperature range,1.0
sugarcane,2016-02-16,2016-02-29,2016-02_Q2,28.95,1.06,1.13,VIABLE,optimal temperature range,1.0
sugarcane,2016-03-01,2016-03-15,2016-03_Q1,26.41,1.07,1.15,VIABLE,optimal temperature range,1.0
sugarcane,2016-03-16,2016-03-31,2016-03_Q2,26.49,0.64,0.41,VIABLE,optimal temperature range,1.0
sugarcane,2016-04-01,2016-04-15,2016-04_Q1,25.74,0.62,0.39,VIABLE,optimal temperature range,1.0
sugarcane,2016-04-16,2016-04-30,2016-04_Q2,24.82,0.42,0.18,VIABLE,optimal temperature range,1.0
sugarcane,2016-05-01,2016-05-15,2016-05_Q1,24.91,1.06,1.13,VIABLE,optimal temperature range,1.0
sugarcane,2016-05-16,2016-05-31,2016-05_Q2,24.54,0.51,0.26,VIABLE,optimal temperature range,1.0
sugarcane,2016-06-01,2016-06-15,2016-06_Q1,22.13,1.42,2.02,VIABLE,optimal temperature range,1.0
sugarcane,2016-06-16,2016-06-30,2016-06_Q2,21.09,1.92,3.7,VIABLE,optimal temperature range,1.0
sugarcane,2016-07-01,2016-07-15,2016-07_Q1,19.75,2.06,4.25,VIABLE_WITH_RESERVE,cool for crop,0.95
sugarcane,2016-07-16,2016-07-31,2016-07_Q2,21.1,1.45,2.1,VIABLE,optimal temperature range,1.0
sugarcane,2016-08-01,2016-08-15,2016-08_Q1,20.02,1.28,1.63,VIABLE,optimal temperature range,1.0
sugarcane,2016-08-16,2016-08-31,2016-08_Q2,20.83,1.4,1.95,VIABLE,optimal temperature range,1.0
sugarcane,2016-09-01,2016-09-15,2016-09_Q1,22.65,0.75,0.56,VIABLE,optimal temperature range,1.0
sugarcane,2016-09-16,2016-09-30,2016-09_Q2,25.01,0.68,0.46,VIABLE,optimal temperature range,1.0
sugarcane,2016-10-01,2016-10-15,2016-10_Q1,24.41,0.89,0.79,VIABLE,optimal temperature range,1.0
sugarcane,2016-10-16,2016-10-31,2016-10_Q2,25.03,0.76,0.58,VIABLE,optimal temperature range,1.0
sugarcane,2016-11-01,2016-11-15,2016-11_Q1,27.03,0.93,0.86,VIABLE,optimal temperature range,1.0
sugarcane,2016-11-16,2016-11-30,2016-11_Q2,26.05,0.95,0.9,VIABLE,optimal temperature range,1.0
sugarcane,2016-12-01,2016-12-15,2016-12_Q1,27.01,1.03,1.06,VIABLE,optimal temperature range,1.0
sugarcane,2016-12-16,2016-12-31,2016-12_Q2,27.23,0.3,0.09,VIABLE,optimal temperature range,1.0
sugarcane,2017-01-01,2017-01-15,2017-01_Q1,27.31,0.78,0.6,VIABLE,optimal temperature range,1.0
sugarcane,2017-01-16,2017-01-31,2017-01_Q2,27.51,0.78,0.6,VIABLE,optimal temperature range,1.0
sugarcane,2017-02-01,2017-02-15,2017-02_Q1,28.02,1.2,1.43,VIABLE,optimal temperature range,1.0
sugarcane,2017-02-16,2017-02-28,2017-02_Q2,27.28,0.32,0.1,VIABLE,optimal temperature range,1.0
sugarcane,2017-03-01,2017-03-15,2017-03_Q1,27.14,1.01,1.02,VIABLE,optimal temperature range,1.0
sugarcane,2017-03-16,2017-03-31,2017-03_Q2,27.32,0.96,0.92,VIABLE,optimal temperature range,1.0
sugarcane,2017-04-01,2017-04-15,2017-04_Q1,25.07,0.43,0.18,VIABLE,optimal temperature range,1.0
sugarcane,2017-04-16,2017-04-30,2017-04_Q2,23.65,0.98,0.95,VIABLE,optimal temperature range,1.0
sugarcane,2017-05-01,2017-05-15,2017-05_Q1,22.96,0.81,0.65,VIABLE,optimal temperature range,1.0
sugarcane,2017-05-16,2017-05-31,2017-05_Q2,22.17,0.74,0.54,VIABLE,optimal temperature range,1.0
sugarcane,2017-06-01,2017-06-15,2017-06_Q1,19.38,0.96,0.91,VIABLE_WITH_RESERVE,cool for crop,0.876
sugarcane,2017-06-16,2017-06-30,2017-06_Q2,20.92,0.5,0.25,VIABLE,optimal temperature range,1.0
sugarcane,2017-07-01,2017-07-15,2017-07_Q1,21.69,0.49,0.24,VIABLE,optimal temperature range,1.0
sugarcane,2017-07-16,2017-07-31,2017-07_Q2,20.65,0.64,0.41,VIABLE,optimal temperature range,1.0
sugarcane,2017-08-01,2017-08-15,2017-08_Q1,21.63,0.65,0.42,VIABLE,optimal temperature range,1.0
sugarcane,2017-08-16,2017-08-31,2017-08_Q2,21.96,0.8,0.64,VIABLE,optimal temperature range,1.0
sugarcane,2017-09-01,2017-09-15,2017-09_Q1,22.81,0.6,0.36,VIABLE,optimal temperature range,1.0
sugarcane,2017-09-16,2017-09-30,2017-09_Q2,23.73,0.88,0.78,VIABLE,optimal temperature range,1.0
sugarcane,2017-10-01,2017-10-15,2017-10_Q1,25.2,0.31,0.09,VIABLE,optimal temperature range,1.0
sugarcane,2017-10-16,2017-10-31,2017-10_Q2,24.38,1.32,1.75,VIABLE,optimal temperature range,1.0
sugarcane,2017-11-01,2017-11-15,2017-11_Q1,25.12,0.91,0.83,VIABLE,optimal temperature range,1.0
sugarcane,2017-11-16,2017-11-30,2017-11_Q2,25.41,0.75,0.56,VIABLE,optimal temperature range,1.0
sugarcane,2017-12-01,2017-12-15,2017-12_Q1,26.98,0.44,0.19,VIABLE,optimal temperature range,1.0
sugarcane,2017-12-16,2017-12-31,2017-12_Q2,27.68,0.64,0.41,VIABLE,optimal temperature range,1.0
sugarcane,2018-01-01,2018-01-15,2018-01_Q1,28.17,1.08,1.17,VIABLE,optimal temperature range,1.0
sugarcane,2018-01-16,2018-01-31,2018-01_Q2,26.58,0.57,0.33,VIABLE,optimal temperature range,1.0
sugarcane,2018-02-01,2018-02-15,2018-02_Q1,27.09,1.34,1.79,VIABLE,optimal temperature range,1.0
sugarcane,2018-02-16,2018-02-28,2018-02_Q2,26.59,1.49,2.21,VIABLE,optimal temperature range,1.0
sugarcane,2018-03-01,2018-03-15,2018-03_Q1,26.15,0.71,0.5,VIABLE,optimal temperature range,1.0
sugarcane,2018-03-16,2018-03-31,2018-03_Q2,26.07,0.94,0.89,VIABLE,optimal temperature range,1.0
sugarcane,2018-04-01,2018-04-15,2018-04_Q1,24.96,0.68,0.46,VIABLE,optimal temperature range,1.0
sugarcane,2018-04-16,2018-04-30,2018-04_Q2,24.24,0.51,0.26,VIABLE,optimal temperature range,1.0
sugarcane,2018-05-01,2018-05-15,2018-05_Q1,22.99,1.09,1.19,VIABLE,optimal temperature range,1.0
sugarcane,2018-05-16,2018-05-31,2018-05_Q2,21.61,0.57,0.32,VIABLE,optimal temperature range,1.0
sugarcane,2018-06-01,2018-06-15,2018-06_Q1,20.22,1.17,1.37,VIABLE,optimal temperature range,1.0
sugarcane,2018-06-16,2018-06-30,2018-06_Q2,20.23,1.38,1.91,VIABLE,optimal temperature range,1.0
sugarcane,2018-07-01,2018-07-15,2018-07_Q1,19.95,1.19,1.41,VIABLE_WITH_RESERVE,cool for crop,0.99
sugarcane,2018-07-16,2018-07-31,2018-07_Q2,20.96,0.59,0.35,VIABLE,optimal temperature range,1.0
sugarcane,2018-08-01,2018-08-15,2018-08_Q1,20.95,1.03,1.06,VIABLE,optimal temperature range,1.0
sugarcane,2018-08-16,2018-08-31,2018-08_Q2,21.35,1.19,1.41,VIABLE,optimal temperature range,1.0
sugarcane,2018-09-01,2018-09-15,2018-09_Q1,22.9,0.74,0.55,VIABLE,optimal temperature range,1.0
sugarcane,2018-09-16,2018-09-30,2018-09_Q2,22.87,0.45,0.2,VIABLE,optimal temperature range,1.0
sugarcane,2018-10-01,2018-10-15,2018-10_Q1,23.96,0.83,0.68,VIABLE,optimal temperature range,1.0
sugarcane,2018-10-16,2018-10-31,2018-10_Q2,25.67,0.74,0.55,VIABLE,optimal temperature range,1.0
sugarcane,2018-11-01,2018-11-15,2018-11_Q1,25.83,0.5,0.26,VIABLE,optimal temperature range,1.0
sugarcane,2018-11-16,2018-11-30,2018-11_Q2,28.72,2.46,6.07,VIABLE,optimal temperature range,1.0
sugarcane,2018-12-01,2018-12-15,2018-12_Q1,26.83,1.95,3.8,VIABLE,optimal temperature range,1.0
sugarcane,2018-12-16,2018-12-31,2018-12_Q2,26.98,1.19,1.42,VIABLE,optimal temperature range,1.0
sugarcane,2019-01-01,2019-01-15,2019-01_Q1,26.31,0.41,0.17,VIABLE,optimal temperature range,1.0
sugarcane,2019-01-16,2019-01-31,2019-01_Q2,26.15,0.48,0.23,VIABLE,optimal temperature range,1.0
sugarcane,2019-02-01,2019-02-15,2019-02_Q1,27.08,1.73,2.98,VIABLE,optimal temperature range,1.0
sugarcane,2019-02-16,2019-02-28,2019-02_Q2,27.48,1.56,2.43,VIABLE,optimal temperature range,1.0
sugarcane,2019-03-01,2019-03-15,2019-03_Q1,26.34,0.71,0.51,VIABLE,optimal temperature range,1.0
sugarcane,2019-03-16,2019-03-31,2019-03_Q2,26.58,0.49,0.24,VIABLE,optimal temperature range,1.0
sugarcane,2019-04-01,2019-04-15,2019-04_Q1,24.63,0.51,0.26,VIABLE,optimal temperature range,1.0
sugarcane,2019-04-16,2019-04-30,2019-04_Q2,24.45,0.44,0.19,VIABLE,optimal temperature range,1.0
sugarcane,2019-05-01,2019-05-15,2019-05_Q1,22.96,1.17,1.37,VIABLE,optimal temperature range,1.0
sugarcane,2019-05-16,2019-05-31,2019-05_Q2,22.44,0.81,0.66,VIABLE,optimal temperature range,1.0
sugarcane,2019-06-01,2019-06-15,2019-06_Q1,20.17,1.56,2.44,VIABLE,optimal temperature range,1.0
sugarcane,2019-06-16,2019-06-30,2019-06_Q2,19.68,1.33,1.76,VIABLE_WITH_RESERVE,cool for crop,0.936
sugarcane,2019-07-01,2019-07-15,2019-07_Q1,19.83,1.38,1.9,VIABLE_WITH_RESERVE,cool for crop,0.966
sugarcane,2019-07-16,2019-07-31,2019-07_Q2,19.2,1.4,1.96,VIABLE_WITH_RESERVE,cool for crop,0.84
sugarcane,2019-08-01,2019-08-15,2019-08_Q1,20.13,1.16,1.35,VIABLE,optimal temperature range,1.0
sugarcane,2019-08-16,2019-08-31,2019-08_Q2,20.62,0.75,0.56,VIABLE,optimal temperature range,1.0
sugarcane,2019-09-01,2019-09-15,2019-09_Q1,21.36,0.74,0.54,VIABLE,optimal temperature range,1.0
sugarcane,2019-09-16,2019-09-30,2019-09_Q2,22.83,0.6,0.36,VIABLE,optimal temperature range,1.0
sugarcane,2019-10-01,2019-10-15,2019-10_Q1,24.04,1.03,1.06,VIABLE,optimal temperature range,1.0
sugarcane,2019-10-16,2019-10-31,2019-10_Q2,24.81,0.65,0.43,VIABLE,optimal temperature range,1.0
sugarcane,2019-11-01,2019-11-15,2019-11_Q1,25.59,0.92,0.84,VIABLE,optimal temperature range,1.0
sugarcane,2019-11-16,2019-11-30,2019-11_Q2,26.43,0.32,0.1,VIABLE,optimal temperature range,1.0
sugarcane,2019-12-01,2019-12-15,2019-12_Q1,27.97,0.67,0.45,VIABLE,optimal temperature range,1.0
sugarcane,2019-12-16,2019-12-31,2019-12_Q2,27.15,0.94,0.88,VIABLE,optimal temperature range,1.0
sugarcane,2020-01-01,2020-01-15,2020-01_Q1,27.42,0.52,0.27,VIABLE,optimal temperature range,1.0
sugarcane,2020-01-16,2020-01-31,2020-01_Q2,27.93,1.4,1.95,VIABLE,optimal temperature range,1.0
sugarcane,2020-02-01,2020-02-15,2020-02_Q1,28.88,1.48,2.2,VIABLE,optimal temperature range,1.0
sugarcane,2020-02-16,2020-02-29,2020-02_Q2,27.86,1.1,1.21,VIABLE,optimal temperature range,1.0
sugarcane,2020-03-01,2020-03-15,2020-03_Q1,26.76,0.96,0.92,VIABLE,optimal temperature range,1.0
sugarcane,2020-03-16,2020-03-31,2020-03_Q2,25.62,0.39,0.16,VIABLE,optimal temperature range,1.0
sugarcane,2020-04-01,2020-04-15,2020-04_Q1,25.83,0.53,0.29,VIABLE,optimal temperature range,1.0
sugarcane,2020-04-16,2020-04-30,2020-04_Q2,25.35,0.66,0.44,VIABLE,optimal temperature range,1.0
sugarcane,2020-05-01,2020-05-15,2020-05_Q1,22.98,0.6,0.36,VIABLE,optimal temperature range,1.0
sugarcane,2020-05-16,2020-05-31,2020-05_Q2,19.99,2.69,7.22,VIABLE_WITH_RESERVE,cool for crop,0.998
sugarcane,2020-06-01,2020-06-15,2020-06_Q1,21.05,1.2,1.43,VIABLE,optimal temperature range,1.0
sugarcane,2020-06-16,2020-06-30,2020-06_Q2,20.33,1.11,1.23,VIABLE,optimal temperature range,1.0
sugarcane,2020-07-01,2020-07-15,2020-07_Q1,19.63,1.5,2.26,VIABLE_WITH_RESERVE,cool for crop,0.926
sugarcane,2020-07-16,2020-07-31,2020-07_Q2,18.95,1.02,1.04,VIABLE_WITH_RESERVE,cool for crop,0.79
sugarcane,2020-08-01,2020-08-15,2020-08_Q1,20.71,1.24,1.54,VIABLE,optimal temperature range,1.0
sugarcane,2020-08-16,2020-08-31,2020-08_Q2,20.99,0.78,0.6,VIABLE,optimal temperature range,1.0
sugarcane,2020-09-01,2020-09-15,2020-09_Q1,21.64,0.27,0.08,VIABLE,optimal temperature range,1.0
sugarcane,2020-09-16,2020-09-30,2020-09_Q2,23.79,0.58,0.34,VIABLE,optimal temperature range,1.0
sugarcane,2020-10-01,2020-10-15,2020-10_Q1,23.86,0.46,0.21,VIABLE,optimal temperature range,1.0
sugarcane,2020-10-16,2020-10-31,2020-10_Q2,25.72,0.98,0.96,VIABLE,optimal temperature range,1.0
sugarcane,2020-11-01,2020-11-15,2020-11_Q1,26.24,0.87,0.76,VIABLE,optimal temperature range,1.0
sugarcane,2020-11-16,2020-11-30,2020-11_Q2,26.42,0.38,0.15,VIABLE,optimal temperature range,1.0
sugarcane,2020-12-01,2020-12-15,2020-12_Q1,27.51,0.73,0.53,VIABLE,optimal temperature range,1.0
sugarcane,2020-12-16,2020-12-31,2020-12_Q2,27.25,1.61,2.58,VIABLE,optimal temperature range,1.0
sugarcane,2021-01-01,2021-01-15,2021-01_Q1,25.84,0.47,0.22,VIABLE,optimal temperature range,1.0
sugarcane,2021-01-16,2021-01-31,2021-01_Q2,26.35,0.53,0.28,VIABLE,optimal temperature range,1.0
sugarcane,2021-02-01,2021-02-15,2021-02_Q1,27.24,0.72,0.52,VIABLE,optimal temperature range,1.0
sugarcane,2021-02-16,2021-02-28,2021-02_Q2,25.96,1.29,1.65,VIABLE,optimal temperature range,1.0
sugarcane,2021-03-01,2021-03-15,2021-03_Q1,26.53,0.61,0.37,VIABLE,optimal temperature range,1.0
sugarcane,2021-03-16,2021-03-31,2021-03_Q2,26.73,0.93,0.86,VIABLE,optimal temperature range,1.0
sugarcane,2021-04-01,2021-04-15,2021-04_Q1,25.09,0.94,0.88,VIABLE,optimal temperature range,1.0
sugarcane,2021-04-16,2021-04-30,2021-04_Q2,23.36,1.17,1.36,VIABLE,optimal temperature range,1.0
sugarcane,2021-05-01,2021-05-15,2021-05_Q1,23.04,1.07,1.15,VIABLE,optimal temperature range,1.0
sugarcane,2021-05-16,2021-05-31,2021-05_Q2,21.28,0.67,0.46,VIABLE,optimal temperature range,1.0
sugarcane,2021-06-01,2021-06-15,2021-06_Q1,20.82,1.7,2.88,VIABLE,optimal temperature range,1.0
sugarcane,2021-06-16,2021-06-30,2021-06_Q2,20.75,1.69,2.86,VIABLE,optimal temperature range,1.0
sugarcane,2021-07-01,2021-07-15,2021-07_Q1,21.03,1.09,1.18,VIABLE,optimal temperature range,1.0
