period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,0.0,24.68,68.37,-68.37,,,,
2016-01-16,2016-01-31,2016-01_Q2,221.35,25.5,68.37,152.98,1.606,,,
2016-02-01,2016-02-15,2016-02_Q1,103.79,24.95,61.21,42.58,2.012,,,
2016-02-16,2016-02-29,2016-02_Q2,0.0,25.92,61.21,-61.21,0.056,,,
2016-03-01,2016-03-15,2016-03_Q1,50.57,24.91,58.8,-8.23,-0.97,,,
2016-03-16,2016-03-31,2016-03_Q2,15.27,24.13,58.8,-43.53,-1.286,0.379,,
2016-04-01,2016-04-15,2016-04_Q1,35.11,23.07,44.37,-9.26,-0.475,1.555,,
2016-04-16,2016-04-30,2016-04_Q2,0.0,22.39,44.37,-44.37,-0.735,-1.666,,
2016-05-01,2016-05-15,2016-05_Q1,34.83,21.53,35.38,-0.55,-0.404,-1.75,,
2016-05-16,2016-05-31,2016-05_Q2,5.85,20.28,35.38,-29.53,-4.753,-1.533,,
2016-06-01,2016-06-15,2016-06_Q1,70.37,17.59,19.27,51.1,0.626,-0.579,,
2016-06-16,2016-06-30,2016-06_Q2,45.8,15.82,19.27,26.53,1.961,0.806,0.757,
2016-07-01,2016-07-15,2016-07_Q1,9.28,15.88,20.05,-10.77,1.02,0.763,1.281,
2016-07-16,2016-07-31,2016-07_Q2,38.22,17.45,20.05,18.17,0.928,1.251,0.105,
2016-08-01,2016-08-15,2016-08_Q1,14.02,16.49,21.62,-7.6,0.99,1.227,-0.66,
2016-08-16,2016-08-31,2016-08_Q2,7.77,17.2,21.62,-13.85,0.449,1.582,-0.091,
2016-09-01,2016-09-15,2016-09_Q1,10.17,19.46,35.13,-24.96,0.446,1.083,-0.13,
2016-09-16,2016-09-30,2016-09_Q2,27.57,21.17,35.13,-7.56,0.796,0.722,0.85,
2016-10-01,2016-10-15,2016-10_Q1,17.74,21.1,43.28,-25.54,0.353,0.368,0.524,
2016-10-16,2016-10-31,2016-10_Q2,9.79,21.51,43.28,-33.49,-0.708,-0.408,0.303,
2016-11-01,2016-11-15,2016-11_Q1,48.13,25.08,59.51,-11.38,-0.462,-0.302,0.135,
2016-11-16,2016-11-30,2016-11_Q2,32.31,23.18,59.51,-27.2,0.011,-0.375,0.159,
2016-12-01,2016-12-15,2016-12_Q1,28.86,25.24,69.38,-40.52,-0.638,-0.538,-0.305,
2016-12-16,2016-12-31,2016-12_Q2,59.39,25.01,69.38,-9.99,-0.422,-0.631,-0.527,-0.123
2017-01-01,2017-01-15,2017-01_Q1,55.76,25.66,76.5,-20.74,-0.41,-0.619,-0.475,0.068
2017-01-16,2017-01-31,2017-01_Q2,0.0,26.9,76.5,-76.5,-1.008,-0.646,-0.838,-0.709
2017-02-01,2017-02-15,2017-02_Q1,13.39,27.34,68.74,-55.35,-1.539,-1.223,-1.022,-1.049
2017-02-16,2017-02-28,2017-02_Q2,7.6,26.02,68.74,-61.14,-1.438,-1.397,-1.18,-0.935
2017-03-01,2017-03-15,2017-03_Q1,64.78,25.57,62.38,2.4,-0.765,-1.215,-1.179,-1.009
2017-03-16,2017-03-31,2017-03_Q2,280.45,24.68,62.38,218.07,1.858,0.267,-0.277,-0.177
2017-04-01,2017-04-15,2017-04_Q1,9.01,21.91,37.8,-28.79,1.773,0.167,-0.415,-0.243
2017-04-16,2017-04-30,2017-04_Q2,20.64,20.64,37.8,-17.16,-0.203,1.142,-0.088,-0.169
2017-05-01,2017-05-15,2017-05_Q1,0.0,19.64,29.45,-29.45,-0.515,1.246,-0.291,-0.205
2017-05-16,2017-05-31,2017-05_Q2,73.81,19.12,29.45,44.36,1.119,1.734,0.117,0.124
2017-06-01,2017-06-15,2017-06_Q1,27.41,16.62,20.76,6.65,1.481,1.88,0.378,-0.022
2017-06-16,2017-06-30,2017-06_Q2,0.0,17.83,20.76,-20.76,-0.339,0.013,0.279,-0.188
2017-07-01,2017-07-15,2017-07_Q1,0.0,17.83,21.82,-21.82,-1.382,0.181,0.475,-0.225
2017-07-16,2017-07-31,2017-07_Q2,14.24,16.68,21.82,-7.58,-1.082,0.137,1.126,-0.236
2017-08-01,2017-08-15,2017-08_Q1,13.26,17.9,25.68,-12.42,-0.154,0.284,1.226,-0.248
2017-08-16,2017-08-31,2017-08_Q2,7.92,18.27,25.68,-17.76,-0.477,-0.894,1.432,-0.259
2017-09-01,2017-09-15,2017-09_Q1,3.68,19.47,38.29,-34.61,-1.13,-1.302,1.511,-0.244
2017-09-16,2017-09-30,2017-09_Q2,8.9,22.63,38.29,-29.39,-1.377,-1.414,-0.817,-0.313
2017-10-01,2017-10-15,2017-10_Q1,215.58,22.45,47.17,168.41,1.812,1.602,1.213,0.362
2017-10-16,2017-10-31,2017-10_Q2,169.92,21.7,47.17,122.75,1.843,1.749,1.405,0.857
2017-11-01,2017-11-15,2017-11_Q1,30.34,21.58,45.77,-15.43,1.219,1.687,1.541,0.816
2017-11-16,2017-11-30,2017-11_Q2,80.18,21.73,45.77,34.41,0.756,1.591,1.397,0.983
2017-12-01,2017-12-15,2017-12_Q1,55.95,24.28,68.55,-12.6,0.795,1.557,1.346,0.995
2017-12-16,2017-12-31,2017-12_Q2,60.86,25.72,68.55,-7.69,0.285,1.58,1.386,1.132
2018-01-01,2018-01-15,2018-01_Q1,89.21,26.09,73.5,15.71,0.349,0.994,1.463,1.172
2018-01-16,2018-01-31,2018-01_Q2,0.0,25.61,73.5,-73.5,-0.223,0.395,1.405,1.279
2018-02-01,2018-02-15,2018-02_Q1,67.12,24.87,58.71,8.41,-0.609,0.326,1.315,1.297
2018-02-16,2018-02-28,2018-02_Q2,159.26,25.13,58.71,100.55,1.349,0.9,1.479,1.507
2018-03-01,2018-03-15,2018-03_Q1,0.0,24.34,58.65,-58.65,0.762,0.216,1.301,1.425
2018-03-16,2018-03-31,2018-03_Q2,88.64,24.65,58.65,29.99,-0.667,0.505,1.458,1.152
2018-04-01,2018-04-15,2018-04_Q1,29.94,22.77,42.53,-12.59,0.568,0.087,0.91,1.241
2018-04-16,2018-04-30,2018-04_Q2,11.46,21.9,42.53,-31.07,-0.065,0.939,0.533,1.212
2018-05-01,2018-05-15,2018-05_Q1,30.09,19.69,27.58,2.51,0.367,0.786,0.644,1.267
2018-05-16,2018-05-31,2018-05_Q2,23.15,18.04,27.58,-4.43,0.712,-0.617,0.366,1.104
2018-06-01,2018-06-15,2018-06_Q1,7.14,17.52,19.97,-12.83,-0.878,0.08,0.243,1.092
2018-06-16,2018-06-30,2018-06_Q2,10.61,16.38,19.97,-9.36,-1.025,-0.579,0.203,1.135
2018-07-01,2018-07-15,2018-07_Q1,4.17,16.47,19.88,-15.71,-0.573,-0.917,-0.02,1.165
2018-07-16,2018-07-31,2018-07_Q2,8.98,16.74,19.88,-10.9,-0.78,-0.601,0.814,1.171
2018-08-01,2018-08-15,2018-08_Q1,11.02,17.07,22.57,-11.55,-0.265,-1.012,0.488,1.187
2018-08-16,2018-08-31,2018-08_Q2,7.06,17.22,22.57,-15.51,-0.105,-0.957,-1.247,1.192
2018-09-01,2018-09-15,2018-09_Q1,6.28,19.08,31.93,-25.65,0.217,-0.51,-0.52,1.161
2018-09-16,2018-09-30,2018-09_Q2,18.92,19.98,31.93,-13.01,0.439,-0.364,-0.628,1.198
2018-10-01,2018-10-15,2018-10_Q1,122.19,20.44,45.83,76.36,1.461,1.077,0.504,0.899
2018-10-16,2018-10-31,2018-10_Q2,3.44,23.19,45.83,-42.39,0.752,0.555,0.108,0.446
2018-11-01,2018-11-15,2018-11_Q1,0.0,23.52,61.78,-61.78,-1.187,0.044,-0.453,0.178
2018-11-16,2018-11-30,2018-11_Q2,35.69,25.49,61.78,-26.09,-0.929,-0.049,-0.536,-0.186
2018-12-01,2018-12-15,2018-12_Q1,63.66,24.76,67.06,-3.4,0.073,-0.006,-0.309,-0.128
2018-12-16,2018-12-31,2018-12_Q2,23.44,24.79,67.06,-43.62,-0.333,-0.296,-0.519,-0.339
2019-01-01,2019-01-15,2019-01_Q1,4.16,25.2,72.06,-67.9,-1.523,-1.166,-0.686,-0.657
2019-01-16,2019-01-31,2019-01_Q2,13.81,26.08,72.06,-58.25,-1.618,-1.333,-0.796,-0.382
2019-02-01,2019-02-15,2019-02_Q1,42.79,26.24,64.41,-21.62,-0.819,-1.152,-0.802,-0.501
2019-02-16,2019-02-28,2019-02_Q2,0.0,25.71,64.41,-64.41,-0.945,-1.369,-0.934,-1.083
2019-03-01,2019-03-15,2019-03_Q1,55.0,25.46,62.05,-7.05,-1.009,-1.463,-1.02,-0.987
2019-03-16,2019-03-31,2019-03_Q2,113.34,24.68,62.05,51.29,0.616,-1.649,-0.966,-1.083
2019-04-01,2019-04-15,2019-04_Q1,0.0,22.08,40.95,-40.95,0.485,-1.682,-1.415,-1.203
