period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,0.0,24.7,68.42,-68.42,,,,
2016-01-16,2016-01-31,2016-01_Q2,224.39,25.57,68.42,155.97,1.731,,,
2016-02-01,2016-02-15,2016-02_Q1,111.43,25.27,61.48,49.95,1.907,,,
2016-02-16,2016-02-29,2016-02_Q2,0.0,25.74,61.48,-61.48,0.282,,,
2016-03-01,2016-03-15,2016-03_Q1,61.19,25.1,59.98,1.21,-0.682,,,
2016-03-16,2016-03-31,2016-03_Q2,0.0,24.44,59.98,-59.98,-1.376,0.975,,
2016-04-01,2016-04-15,2016-04_Q1,31.95,23.6,45.94,-13.99,-0.849,1.792,,
2016-04-16,2016-04-30,2016-04_Q2,0.0,22.71,45.94,-45.94,-1.046,-1.502,,
2016-05-01,2016-05-15,2016-05_Q1,28.21,22.04,37.52,-9.31,-0.659,-1.672,,
2016-05-16,2016-05-31,2016-05_Q2,11.34,21.08,37.52,-26.18,-2.382,-1.722,,
2016-06-01,2016-06-15,2016-06_Q1,73.23,18.32,21.05,52.18,0.654,-0.978,,
2016-06-16,2016-06-30,2016-06_Q2,46.74,16.81,21.05,25.69,1.936,0.491,0.985,
2016-07-01,2016-07-15,2016-07_Q1,9.54,16.79,21.86,-12.32,0.914,0.519,1.397,
2016-07-16,2016-07-31,2016-07_Q2,35.76,18.23,21.86,13.9,0.687,1.112,0.024,
2016-08-01,2016-08-15,2016-08_Q1,17.49,17.27,23.56,-6.07,0.697,1.141,-0.957,
2016-08-16,2016-08-31,2016-08_Q2,9.41,18.11,23.56,-14.15,0.397,1.58,-0.393,
2016-09-01,2016-09-15,2016-09_Q1,11.56,20.03,36.24,-24.68,0.512,0.886,-0.687,
2016-09-16,2016-09-30,2016-09_Q2,38.12,21.46,36.24,1.88,1.313,0.671,0.691,
2016-10-01,2016-10-15,2016-10_Q1,20.98,21.04,42.71,-21.73,0.597,0.42,0.445,
2016-10-16,2016-10-31,2016-10_Q2,11.64,21.64,42.71,-31.07,-0.664,-0.265,0.188,
2016-11-01,2016-11-15,2016-11_Q1,39.28,24.69,58.39,-19.11,-0.504,-0.228,0.106,
2016-11-16,2016-11-30,2016-11_Q2,44.99,23.34,58.39,-13.4,0.064,-0.213,0.253,
2016-12-01,2016-12-15,2016-12_Q1,43.46,24.89,67.48,-24.02,-0.416,-0.375,-0.216,
2016-12-16,2016-12-31,2016-12_Q2,54.62,24.88,67.48,-12.86,-0.057,-0.531,-0.418,-0.037
2017-01-01,2017-01-15,2017-01_Q1,47.63,25.74,76.11,-28.48,-0.203,-0.543,-0.34,0.114
2017-01-16,2017-01-31,2017-01_Q2,0.0,26.71,76.11,-76.11,-0.936,-0.517,-0.626,-0.629
2017-02-01,2017-02-15,2017-02_Q1,10.99,27.04,67.39,-56.4,-1.403,-0.983,-0.833,-0.98
2017-02-16,2017-02-28,2017-02_Q2,4.73,25.87,67.39,-62.66,-1.462,-1.313,-1.028,-0.924
2017-03-01,2017-03-15,2017-03_Q1,64.93,25.71,64.38,0.55,-0.737,-1.117,-0.994,-0.994
2017-03-16,2017-03-31,2017-03_Q2,261.05,25.25,64.38,196.67,1.819,0.368,-0.198,-0.206
2017-04-01,2017-04-15,2017-04_Q1,12.7,22.4,39.83,-27.13,1.717,0.227,-0.361,-0.238
2017-04-16,2017-04-30,2017-04_Q2,21.99,21.35,39.83,-17.84,-0.117,1.169,-0.058,-0.161
2017-05-01,2017-05-15,2017-05_Q1,0.0,20.36,31.96,-31.96,-0.332,1.063,-0.171,-0.138
2017-05-16,2017-05-31,2017-05_Q2,83.39,20.09,31.96,51.43,0.896,1.634,0.223,0.192
2017-06-01,2017-06-15,2017-06_Q1,28.23,17.49,22.62,5.61,1.575,1.818,0.442,0.031
2017-06-16,2017-06-30,2017-06_Q2,0.0,18.66,22.62,-22.62,-0.296,-0.003,0.402,-0.127
2017-07-01,2017-07-15,2017-07_Q1,4.37,18.72,24.1,-19.73,-1.183,0.162,0.572,-0.151
2017-07-16,2017-07-31,2017-07_Q2,10.11,17.69,24.1,-13.99,-1.176,-0.006,1.079,-0.173
2017-08-01,2017-08-15,2017-08_Q1,21.03,18.75,27.53,-6.5,-0.347,0.122,1.127,-0.157
2017-08-16,2017-08-31,2017-08_Q2,0.0,18.9,27.53,-27.53,-1.062,-1.129,1.29,-0.218
