crop,period_start,period_end,label,mean_C,std_C,var_C,temp_status,temp_detail,temp_score
sugarcane,2016-01-01,2016-01-15,2016-01_Q1,26.71,1.16,1.34,VIABLE,optimal temperature range,1.0
sugarcane,2016-01-16,2016-01-31,2016-01_Q2,26.59,1.1,1.21,VIABLE,optimal temperature range,1.0
sugarcane,2016-02-01,2016-02-15,2016-02_Q1,27.36,1.22,1.48,VIABLE,optimal temperature range,1.0
sugarcane,2016-02-16,2016-02-29,2016-02_Q2,27.58,1.5,2.26,VIABLE,optimal temperature range,1.0
sugarcane,2016-03-01,2016-03-15,2016-03_Q1,25.56,0.9,0.82,VIABLE,optimal temperature range,1.0
sugarcane,2016-03-16,2016-03-31,2016-03_Q2,25.79,0.87,0.76,VIABLE,optimal temperature range,1.0
sugarcane,2016-04-01,2016-04-15,2016-04_Q1,24.69,0.82,0.67,VIABLE,optimal temperature range,1.0
sugarcane,2016-04-16,2016-04-30,2016-04_Q2,23.83,0.49,0.24,VIABLE,optimal temperature range,1.0
sugarcane,2016-05-01,2016-05-15,2016-05_Q1,24.31,0.84,0.71,VIABLE,optimal temperature range,1.0
sugarcane,2016-05-16,2016-05-31,2016-05_Q2,23.33,0.55,0.31,VIABLE,optimal temperature range,1.0
sugarcane,2016-06-01,2016-06-15,2016-06_Q1,21.61,1.08,1.17,VIABLE,optimal temperature range,1.0
sugarcane,2016-06-16,2016-06-30,2016-06_Q2,21.75,1.29,1.67,VIABLE,optimal temperature range,1.0
sugarcane,2016-07-01,2016-07-15,2016-07_Q1,20.14,1.53,2.34,VIABLE,optimal temperature range,1.0
sugarcane,2016-07-16,2016-07-31,2016-07_Q2,21.01,0.95,0.91,VIABLE,optimal temperature range,1.0
sugarcane,2016-08-01,2016-08-15,2016-08_Q1,19.69,0.98,0.96,VIABLE_WITH_RESERVE,cool for crop,0.938
sugarcane,2016-08-16,2016-08-31,2016-08_Q2,20.64,1.36,1.85,VIABLE,optimal temperature range,1.0
sugarcane,2016-09-01,2016-09-15,2016-09_Q1,22.19,0.72,0.52,VIABLE,optimal temperature range,1.0
sugarcane,2016-09-16,2016-09-30,2016-09_Q2,24.18,0.81,0.66,VIABLE,optimal temperature range,1.0
sugarcane,2016-10-01,2016-10-15,2016-10_Q1,23.56,1.2,1.44,VIABLE,optimal temperature range,1.0
sugarcane,2016-10-16,2016-10-31,2016-10_Q2,24.01,0.58,0.33,VIABLE,optimal temperature range,1.0
sugarcane,2016-11-01,2016-11-15,2016-11_Q1,26.0,1.05,1.11,VIABLE,optimal temperature range,1.0
sugarcane,2016-11-16,2016-11-30,2016-11_Q2,24.94,0.82,0.67,VIABLE,optimal temperature range,1.0
sugarcane,2016-12-01,2016-12-15,2016-12_Q1,25.91,0.73,0.53,VIABLE,optimal temperature range,1.0
sugarcane,2016-12-16,2016-12-31,2016-12_Q2,26.43,0.41,0.17,VIABLE,optimal temperature range,1.0
sugarcane,2017-01-01,2017-01-15,2017-01_Q1,26.24,0.76,0.57,VIABLE,optimal temperature range,1.0
sugarcane,2017-01-16,2017-01-31,2017-01_Q2,26.56,0.88,0.77,VIABLE,optimal temperature range,1.0
sugarcane,2017-02-01,2017-02-15,2017-02_Q1,26.63,1.44,2.06,VIABLE,optimal temperature range,1.0
sugarcane,2017-02-16,2017-02-28,2017-02_Q2,26.06,0.71,0.5,VIABLE,optimal temperature range,1.0
sugarcane,2017-03-01,2017-03-15,2017-03_Q1,26.28,1.0,0.99,VIABLE,optimal temperature range,1.0
sugarcane,2017-03-16,2017-03-31,2017-03_Q2,27.53,1.64,2.7,VIABLE,optimal temperature range,1.0
sugarcane,2017-04-01,2017-04-15,2017-04_Q1,24.43,0.55,0.3,VIABLE,optimal temperature range,1.0
sugarcane,2017-04-16,2017-04-30,2017-04_Q2,22.79,1.06,1.12,VIABLE,optimal temperature range,1.0
sugarcane,2017-05-01,2017-05-15,2017-05_Q1,21.98,0.55,0.3,VIABLE,optimal temperature range,1.0
sugarcane,2017-05-16,2017-05-31,2017-05_Q2,22.09,0.61,0.37,VIABLE,optimal temperature range,1.0
