period_start,period_end,label,precip_total_mm,precip_rainy_days,precip_max_daily_mm
2016-01-01,2016-01-15,2016-01_Q1,22.11,1.0,22.11
2016-01-16,2016-01-31,2016-01_Q2,114.64,5.0,53.72
2016-02-01,2016-02-15,2016-02_Q1,96.39,1.0,96.39
2016-02-16,2016-02-29,2016-02_Q2,0.0,0.0,0.0
2016-03-01,2016-03-15,2016-03_Q1,47.08,7.0,11.18
2016-03-16,2016-03-31,2016-03_Q2,111.49,7.0,31.71
2016-04-01,2016-04-15,2016-04_Q1,48.22,3.0,19.54
2016-04-16,2016-04-30,2016-04_Q2,42.34,1.0,42.34
2016-05-01,2016-05-15,2016-05_Q1,54.81,3.0,30.27
2016-05-16,2016-05-31,2016-05_Q2,13.1,1.0,13.1
2016-06-01,2016-06-15,2016-06_Q1,129.5,2.0,97.12
2016-06-16,2016-06-30,2016-06_Q2,139.35,3.0,88.11
2016-07-01,2016-07-15,2016-07_Q1,14.16,1.0,14.16
2016-07-16,2016-07-31,2016-07_Q2,24.65,1.0,24.65
2016-08-01,2016-08-15,2016-08_Q1,68.08,6.0,27.97
2016-08-16,2016-08-31,2016-08_Q2,62.83,6.0,18.31
2016-09-01,2016-09-15,2016-09_Q1,9.24,1.0,9.24
2016-09-16,2016-09-30,2016-09_Q2,27.08,4.0,11.47
2016-10-01,2016-10-15,2016-10_Q1,0.0,0.0,0.0
2016-10-16,2016-10-31,2016-10_Q2,33.66,2.0,20.41
2016-11-01,2016-11-15,2016-11_Q1,38.93,2.0,29.92
2016-11-16,2016-11-30,2016-11_Q2,17.55,3.0,8.77
2016-12-01,2016-12-15,2016-12_Q1,90.22,4.0,59.4
2016-12-16,2016-12-31,2016-12_Q2,6.93,1.0,6.93
2017-01-01,2017-01-15,2017-01_Q1,131.07,5.0,53.28
2017-01-16,2017-01-31,2017-01_Q2,47.25,2.0,26.11
2017-02-01,2017-02-15,2017-02_Q1,43.31,1.0,43.31
2017-02-16,2017-02-28,2017-02_Q2,80.9,4.0,41.59
2017-03-01,2017-03-15,2017-03_Q1,145.37,3.0,56.26
2017-03-16,2017-03-31,2017-03_Q2,399.57,5.0,156.18
2017-04-01,2017-04-15,2017-04_Q1,37.38,4.0,11.81
2017-04-16,2017-04-30,2017-04_Q2,69.53,7.0,14.86
2017-05-01,2017-05-15,2017-05_Q1,69.38,1.0,69.38
2017-05-16,2017-05-31,2017-05_Q2,56.2,2.0,44.96
2017-06-01,2017-06-15,2017-06_Q1,156.02,1.0,156.02
2017-06-16,2017-06-30,2017-06_Q2,0.0,0.0,0.0
2017-07-01,2017-07-15,2017-07_Q1,10.07,2.0,5.31
2017-07-16,2017-07-31,2017-07_Q2,13.86,2.0,8.18
2017-08-01,2017-08-15,2017-08_Q1,11.83,2.0,6.35
2017-08-16,2017-08-31,2017-08_Q2,3.9,1.0,3.9
2017-09-01,2017-09-15,2017-09_Q1,0.0,0.0,0.0
2017-09-16,2017-09-30,2017-09_Q2,16.9,1.0,16.9
2017-10-01,2017-10-15,2017-10_Q1,100.87,7.0,21.54
2017-10-16,2017-10-31,2017-10_Q2,47.0,4.0,16.02
2017-11-01,2017-11-15,2017-11_Q1,115.69,2.0,57.85
2017-11-16,2017-11-30,2017-11_Q2,44.83,3.0,18.75
2017-12-01,2017-12-15,2017-12_Q1,37.35,4.0,15.66
2017-12-16,2017-12-31,2017-12_Q2,99.88,5.0,48.97
2018-01-01,2018-01-15,2018-01_Q1,80.89,4.0,42.54
2018-01-16,2018-01-31,2018-01_Q2,39.57,1.0,39.57
2018-02-01,2018-02-15,2018-02_Q1,18.6,1.0,18.6
2018-02-16,2018-02-28,2018-02_Q2,115.43,3.0,46.7
2018-03-01,2018-03-15,2018-03_Q1,102.5,2.0,51.37
2018-03-16,2018-03-31,2018-03_Q2,34.03,2.0,22.69
2018-04-01,2018-04-15,2018-04_Q1,0.0,0.0,0.0
2018-04-16,2018-04-30,2018-04_Q2,183.06,1.0,183.06
2018-05-01,2018-05-15,2018-05_Q1,87.31,2.0,69.93
2018-05-16,2018-05-31,2018-05_Q2,0.0,0.0,0.0
2018-06-01,2018-06-15,2018-06_Q1,49.78,5.0,16.77
2018-06-16,2018-06-30,2018-06_Q2,29.35,3.0,11.67
2018-07-01,2018-07-15,2018-07_Q1,13.79,2.0,7.71
2018-07-16,2018-07-31,2018-07_Q2,29.19,3.0,10.49
2018-08-01,2018-08-15,2018-08_Q1,28.32,3.0,10.48
2018-08-16,2018-08-31,2018-08_Q2,15.7,2.0,7.89
2018-09-01,2018-09-15,2018-09_Q1,0.0,0.0,0.0
2018-09-16,2018-09-30,2018-09_Q2,77.37,1.0,77.37
2018-10-01,2018-10-15,2018-10_Q1,132.59,3.0,67.03
2018-10-16,2018-10-31,2018-10_Q2,21.3,1.0,21.3
2018-11-01,2018-11-15,2018-11_Q1,0.0,0.0,0.0
2018-11-16,2018-11-30,2018-11_Q2,80.41,2.0,52.77
2018-12-01,2018-12-15,2018-12_Q1,33.76,3.0,22.35
2018-12-16,2018-12-31,2018-12_Q2,36.94,3.0,19.67
2019-01-01,2019-01-15,2019-01_Q1,0.0,0.0,0.0
2019-01-16,2019-01-31,2019-01_Q2,25.77,2.0,12.89
2019-02-01,2019-02-15,2019-02_Q1,36.88,4.0,16.24
2019-02-16,2019-02-28,2019-02_Q2,13.64,2.0,8.45
2019-03-01,2019-03-15,2019-03_Q1,55.43,3.0,29.2
2019-03-16,2019-03-31,2019-03_Q2,125.72,7.0,59.48
2019-04-01,2019-04-15,2019-04_Q1,100.1,1.0,100.1
2019-04-16,2019-04-30,2019-04_Q2,42.99,4.0,24.25
2019-05-01,2019-05-15,2019-05_Q1,56.59,1.0,56.59
2019-05-16,2019-05-31,2019-05_Q2,0.0,0.0,0.0
2019-06-01,2019-06-15,2019-06_Q1,158.01,4.0,77.77
2019-06-16,2019-06-30,2019-06_Q2,0.0,0.0,0.0
2019-07-01,2019-07-15,2019-07_Q1,32.23,3.0,16.36
2019-07-16,2019-07-31,2019-07_Q2,42.89,5.0,11.87
2019-08-01,2019-08-15,2019-08_Q1,20.14,3.0,8.48
2019-08-16,2019-08-31,2019-08_Q2,5.65,1.0,5.65
2019-09-01,2019-09-15,2019-09_Q1,10.35,2.0,5.23
2019-09-16,2019-09-30,2019-09_Q2,5.16,1.0,5.16
2019-10-01,2019-10-15,2019-10_Q1,13.23,2.0,6.84
2019-10-16,2019-10-31,2019-10_Q2,13.92,2.0,7.58
2019-11-01,2019-11-15,2019-11_Q1,2.74,1.0,2.13
2019-11-16,2019-11-30,2019-11_Q2,31.25,2.0,26.98
2019-12-01,2019-12-15,2019-12_Q1,54.33,2.0,36.52
2019-12-16,2019-12-31,2019-12_Q2,48.15,2.0,28.89
2020-01-01,2020-01-15,2020-01_Q1,36.03,4.0,9.28
2020-01-16,2020-01-31,2020-01_Q2,142.46,3.0,88.51
2020-02-01,2020-02-15,2020-02_Q1,304.02,6.0,72.9
2020-02-16,2020-02-29,2020-02_Q2,76.56,3.0,29.39
2020-03-01,2020-03-15,2020-03_Q1,49.62,2.0,41.81
2020-03-16,2020-03-31,2020-03_Q2,68.46,1.0,68.46
