crop,period_start,period_end,label,mean_C,std_C,var_C,temp_status,temp_detail,temp_score
sugarcane,2016-01-01,2016-01-15,2016-01_Q1,24.4,1.36,1.85,VIABLE,optimal temperature range,1.0
sugarcane,2016-01-16,2016-01-31,2016-01_Q2,25.27,1.56,2.44,VIABLE,optimal temperature range,1.0
sugarcane,2016-02-01,2016-02-15,2016-02_Q1,24.9,1.71,2.92,VIABLE,optimal temperature range,1.0
sugarcane,2016-02-16,2016-02-29,2016-02_Q2,25.6,0.95,0.91,VIABLE,optimal temperature range,1.0
sugarcane,2016-03-01,2016-03-15,2016-03_Q1,24.79,0.48,0.23,VIABLE,optimal temperature range,1.0
sugarcane,2016-03-16,2016-03-31,2016-03_Q2,23.99,1.05,1.09,VIABLE,optimal temperature range,1.0
sugarcane,2016-04-01,2016-04-15,2016-04_Q1,23.28,0.84,0.71,VIABLE,optimal temperature range,1.0
sugarcane,2016-04-16,2016-04-30,2016-04_Q2,22.25,0.52,0.27,VIABLE,optimal temperature range,1.0
sugarcane,2016-05-01,2016-05-15,2016-05_Q1,21.51,1.77,3.12,VIABLE,optimal temperature range,1.0
sugarcane,2016-05-16,2016-05-31,2016-05_Q2,20.58,1.73,3.01,VIABLE,optimal temperature range,1.0
sugarcane,2016-06-01,2016-06-15,2016-06_Q1,17.64,1.49,2.23,VIABLE_WITH_RESERVE,cool for crop,0.528
sugarcane,2016-06-16,2016-06-30,2016-06_Q2,16.11,2.44,5.97,VIABLE_WITH_RESERVE,cool for crop,0.222
sugarcane,2016-07-01,2016-07-15,2016-07_Q1,16.11,1.56,2.44,VIABLE_WITH_RESERVE,cool for crop,0.222
sugarcane,2016-07-16,2016-07-31,2016-07_Q2,17.64,1.75,3.05,VIABLE_WITH_RESERVE,cool for crop,0.528
sugarcane,2016-08-01,2016-08-15,2016-08_Q1,16.79,1.16,1.35,VIABLE_WITH_RESERVE,cool for crop,0.358
sugarcane,2016-08-16,2016-08-31,2016-08_Q2,17.68,1.76,3.11,VIABLE_WITH_RESERVE,cool for crop,0.536
sugarcane,2016-09-01,2016-09-15,2016-09_Q1,19.79,0.99,0.98,VIABLE_WITH_RESERVE,cool for crop,0.958
sugarcane,2016-09-16,2016-09-30,2016-09_Q2,21.16,0.85,0.71,VIABLE,optimal temperature range,1.0
sugarcane,2016-10-01,2016-10-15,2016-10_Q1,21.17,1.4,1.96,VIABLE,optimal temperature range,1.0
sugarcane,2016-10-16,2016-10-31,2016-10_Q2,21.93,1.82,3.31,VIABLE,optimal temperature range,1.0
sugarcane,2016-11-01,2016-11-15,2016-11_Q1,25.21,1.9,3.62,VIABLE,optimal temperature range,1.0
sugarcane,2016-11-16,2016-11-30,2016-11_Q2,23.4,1.41,1.99,VIABLE,optimal temperature range,1.0
sugarcane,2016-12-01,2016-12-15,2016-12_Q1,25.4,1.36,1.85,VIABLE,optimal temperature range,1.0
sugarcane,2016-12-16,2016-12-31,2016-12_Q2,25.08,1.34,1.79,VIABLE,optimal temperature range,1.0
sugarcane,2017-01-01,2017-01-15,2017-01_Q1,26.2,1.72,2.96,VIABLE,optimal temperature range,1.0
sugarcane,2017-01-16,2017-01-31,2017-01_Q2,27.04,1.19,1.42,VIABLE,optimal temperature range,1.0
sugarcane,2017-02-01,2017-02-15,2017-02_Q1,27.48,0.98,0.96,VIABLE,optimal temperature range,1.0
sugarcane,2017-02-16,2017-02-28,2017-02_Q2,25.97,1.14,1.31,VIABLE,optimal temperature range,1.0
sugarcane,2017-03-01,2017-03-15,2017-03_Q1,25.62,0.94,0.88,VIABLE,optimal temperature range,1.0
sugarcane,2017-03-16,2017-03-31,2017-03_Q2,24.89,0.82,0.66,VIABLE,optimal temperature range,1.0
sugarcane,2017-04-01,2017-04-15,2017-04_Q1,21.81,0.8,0.65,VIABLE,optimal temperature range,1.0
sugarcane,2017-04-16,2017-04-30,2017-04_Q2,20.84,1.11,1.24,VIABLE,optimal temperature range,1.0
sugarcane,2017-05-01,2017-05-15,2017-05_Q1,19.82,1.21,1.46,VIABLE_WITH_RESERVE,cool for crop,0.964
sugarcane,2017-05-16,2017-05-31,2017-05_Q2,19.44,1.07,1.15,VIABLE_WITH_RESERVE,cool for crop,0.888
sugarcane,2017-06-01,2017-06-15,2017-06_Q1,16.96,1.36,1.84,VIABLE_WITH_RESERVE,cool for crop,0.392
sugarcane,2017-06-16,2017-06-30,2017-06_Q2,18.26,0.89,0.79,VIABLE_WITH_RESERVE,cool for crop,0.652
sugarcane,2017-07-01,2017-07-15,2017-07_Q1,17.77,1.4,1.95,VIABLE_WITH_RESERVE,cool for crop,0.554
sugarcane,2017-07-16,2017-07-31,2017-07_Q2,16.94,1.44,2.06,VIABLE_WITH_RESERVE,cool for crop,0.388
sugarcane,2017-08-01,2017-08-15,2017-08_Q1,18.36,1.5,2.24,VIABLE_WITH_RESERVE,cool for crop,0.672
sugarcane,2017-08-16,2017-08-31,2017-08_Q2,18.48,1.85,3.42,VIABLE_WITH_RESERVE,cool for crop,0.696
sugarcane,2017-09-01,2017-09-15,2017-09_Q1,19.77,1.15,1.33,VIABLE_WITH_RESERVE,cool for crop,0.954
sugarcane,2017-09-16,2017-09-30,2017-09_Q2,22.67,2.04,4.17,VIABLE,optimal temperature range,1.0
sugarcane,2017-10-01,2017-10-15,2017-10_Q1,22.1,1.88,3.54,VIABLE,optimal temperature range,1.0
sugarcane,2017-10-16,2017-10-31,2017-10_Q2,21.61,2.17,4.7,VIABLE,optimal temperature range,1.0
sugarcane,2017-11-01,2017-11-15,2017-11_Q1,21.52,1.46,2.15,VIABLE,optimal temperature range,1.0
sugarcane,2017-11-16,2017-11-30,2017-11_Q2,21.74,1.6,2.57,VIABLE,optimal temperature range,1.0
sugarcane,2017-12-01,2017-12-15,2017-12_Q1,24.2,1.24,1.54,VIABLE,optimal temperature range,1.0
sugarcane,2017-12-16,2017-12-31,2017-12_Q2,25.74,1.02,1.03,VIABLE,optimal temperature range,1.0
sugarcane,2018-01-01,2018-01-15,2018-01_Q1,25.88,1.19,1.41,VIABLE,optimal temperature range,1.0
sugarcane,2018-01-16,2018-01-31,2018-01_Q2,25.73,0.99,0.98,VIABLE,optimal temperature range,1.0
