crop,period_start,period_end,label,mean_C,std_C,var_C,temp_status,temp_detail,temp_score
sugarcane,2016-01-01,2016-01-15,2016-01_Q1,28.24,1.32,1.75,VIABLE,optimal temperature range,1.0
sugarcane,2016-01-16,2016-01-31,2016-01_Q2,28.6,1.06,1.13,VIABLE,optimal temperature range,1.0
sugarcane,2016-02-01,2016-02-15,2016-02_Q1,28.13,1.13,1.28,VIABLE,optimal temperature range,1.0
sugarcane,2016-02-16,2016-02-29,2016-02_Q2,29.23,1.41,1.98,VIABLE,optimal temperature range,1.0
sugarcane,2016-03-01,2016-03-15,2016-03_Q1,26.37,1.33,1.76,VIABLE,optimal temperature range,1.0
sugarcane,2016-03-16,2016-03-31,2016-03_Q2,25.91,0.95,0.9,VIABLE,optimal temperature range,1.0
sugarcane,2016-04-01,2016-04-15,2016-04_Q1,25.32,0.61,0.37,VIABLE,optimal temperature range,1.0
sugarcane,2016-04-16,2016-04-30,2016-04_Q2,24.37,0.42,0.17,VIABLE,optimal temperature range,1.0
sugarcane,2016-05-01,2016-05-15,2016-05_Q1,24.28,1.58,2.49,VIABLE,optimal temperature range,1.0
sugarcane,2016-05-16,2016-05-31,2016-05_Q2,23.86,0.96,0.93,VIABLE,optimal temperature range,1.0
sugarcane,2016-06-01,2016-06-15,2016-06_Q1,21.56,1.9,3.59,VIABLE,optimal temperature range,1.0
sugarcane,2016-06-16,2016-06-30,2016-06_Q2,19.85,2.44,5.94,VIABLE_WITH_RESERVE,cool for crop,0.97
sugarcane,2016-07-01,2016-07-15,2016-07_Q1,18.29,2.19,4.82,VIABLE_WITH_RESERVE,cool for crop,0.658
sugarcane,2016-07-16,2016-07-31,2016-07_Q2,19.86,1.81,3.26,VIABLE_WITH_RESERVE,cool for crop,0.972
sugarcane,2016-08-01,2016-08-15,2016-08_Q1,18.84,1.33,1.78,VIABLE_WITH_RESERVE,cool for crop,0.768
sugarcane,2016-08-16,2016-08-31,2016-08_Q2,20.1,1.84,3.39,VIABLE,optimal temperature range,1.0
sugarcane,2016-09-01,2016-09-15,2016-09_Q1,22.47,0.87,0.76,VIABLE,optimal temperature range,1.0
sugarcane,2016-09-16,2016-09-30,2016-09_Q2,25.05,1.04,1.09,VIABLE,optimal temperature range,1.0
sugarcane,2016-10-01,2016-10-15,2016-10_Q1,24.15,1.22,1.5,VIABLE,optimal temperature range,1.0
sugarcane,2016-10-16,2016-10-31,2016-10_Q2,25.05,0.95,0.91,VIABLE,optimal temperature range,1.0
sugarcane,2016-11-01,2016-11-15,2016-11_Q1,27.58,1.42,2.01,VIABLE,optimal temperature range,1.0
sugarcane,2016-11-16,2016-11-30,2016-11_Q2,26.56,1.29,1.66,VIABLE,optimal temperature range,1.0
sugarcane,2016-12-01,2016-12-15,2016-12_Q1,27.54,1.22,1.49,VIABLE,optimal temperature range,1.0
sugarcane,2016-12-16,2016-12-31,2016-12_Q2,27.84,0.39,0.15,VIABLE,optimal temperature range,1.0
sugarcane,2017-01-01,2017-01-15,2017-01_Q1,27.56,1.02,1.03,VIABLE,optimal temperature range,1.0
sugarcane,2017-01-16,2017-01-31,2017-01_Q2,27.86,0.97,0.95,VIABLE,optimal temperature range,1.0
sugarcane,2017-02-01,2017-02-15,2017-02_Q1,28.51,1.78,3.17,VIABLE,optimal temperature range,1.0
sugarcane,2017-02-16,2017-02-28,2017-02_Q2,27.33,0.47,0.22,VIABLE,optimal temperature range,1.0
sugarcane,2017-03-01,2017-03-15,2017-03_Q1,27.31,1.37,1.88,VIABLE,optimal temperature range,1.0
sugarcane,2017-03-16,2017-03-31,2017-03_Q2,26.94,1.21,1.46,VIABLE,optimal temperature range,1.0
sugarcane,2017-04-01,2017-04-15,2017-04_Q1,24.34,0.61,0.38,VIABLE,optimal temperature range,1.0
sugarcane,2017-04-16,2017-04-30,2017-04_Q2,23.06,1.44,2.07,VIABLE,optimal temperature range,1.0
sugarcane,2017-05-01,2017-05-15,2017-05_Q1,22.61,1.08,1.16,VIABLE,optimal temperature range,1.0
sugarcane,2017-05-16,2017-05-31,2017-05_Q2,20.96,1.08,1.17,VIABLE,optimal temperature range,1.0
sugarcane,2017-06-01,2017-06-15,2017-06_Q1,17.73,1.39,1.93,VIABLE_WITH_RESERVE,cool for crop,0.546
sugarcane,2017-06-16,2017-06-30,2017-06_Q2,19.98,0.89,0.79,VIABLE_WITH_RESERVE,cool for crop,0.996
sugarcane,2017-07-01,2017-07-15,2017-07_Q1,20.77,0.73,0.53,VIABLE,optimal temperature range,1.0
sugarcane,2017-07-16,2017-07-31,2017-07_Q2,19.08,0.85,0.73,VIABLE_WITH_RESERVE,cool for crop,0.816
sugarcane,2017-08-01,2017-08-15,2017-08_Q1,20.36,1.1,1.21,VIABLE,optimal temperature range,1.0
sugarcane,2017-08-16,2017-08-31,2017-08_Q2,20.92,1.06,1.11,VIABLE,optimal temperature range,1.0
sugarcane,2017-09-01,2017-09-15,2017-09_Q1,21.98,0.93,0.86,VIABLE,optimal temperature range,1.0
sugarcane,2017-09-16,2017-09-30,2017-09_Q2,23.46,1.2,1.45,VIABLE,optimal temperature range,1.0
sugarcane,2017-10-01,2017-10-15,2017-10_Q1,25.31,0.47,0.22,VIABLE,optimal temperature range,1.0
sugarcane,2017-10-16,2017-10-31,2017-10_Q2,24.33,1.82,3.31,VIABLE,optimal temperature range,1.0
sugarcane,2017-11-01,2017-11-15,2017-11_Q1,25.16,0.99,0.97,VIABLE,optimal temperature range,1.0
sugarcane,2017-11-16,2017-11-30,2017-11_Q2,25.52,1.02,1.05,VIABLE,optimal temperature range,1.0
sugarcane,2017-12-01,2017-12-15,2017-12_Q1,27.47,0.66,0.44,VIABLE,optimal temperature range,1.0
sugarcane,2017-12-16,2017-12-31,2017-12_Q2,28.01,0.88,0.77,VIABLE,optimal temperature range,1.0
sugarcane,2018-01-01,2018-01-15,2018-01_Q1,28.8,1.65,2.72,VIABLE,optimal temperature range,1.0
sugarcane,2018-01-16,2018-01-31,2018-01_Q2,26.7,0.86,0.73,VIABLE,optimal temperature range,1.0
sugarcane,2018-02-01,2018-02-15,2018-02_Q1,27.42,1.98,3.9,VIABLE,optimal temperature range,1.0
sugarcane,2018-02-16,2018-02-28,2018-02_Q2,26.65,2.02,4.1,VIABLE,optimal temperature range,1.0
sugarcane,2018-03-01,2018-03-15,2018-03_Q1,25.71,0.69,0.48,VIABLE,optimal temperature range,1.0
sugarcane,2018-03-16,2018-03-31,2018-03_Q2,25.69,1.11,1.23,VIABLE,optimal temperature range,1.0
sugarcane,2018-04-01,2018-04-15,2018-04_Q1,24.68,0.74,0.55,VIABLE,optimal temperature range,1.0
sugarcane,2018-04-16,2018-04-30,2018-04_Q2,23.29,0.55,0.3,VIABLE,optimal temperature range,1.0
sugarcane,2018-05-01,2018-05-15,2018-05_Q1,22.04,1.72,2.94,VIABLE,optimal temperature range,1.0
sugarcane,2018-05-16,2018-05-31,2018-05_Q2,20.75,1.03,1.07,VIABLE,optimal temperature range,1.0
sugarcane,2018-06-01,2018-06-15,2018-06_Q1,18.94,1.74,3.04,VIABLE_WITH_RESERVE,cool for crop,0.788
sugarcane,2018-06-16,2018-06-30,2018-06_Q2,19.09,2.04,4.17,VIABLE_WITH_RESERVE,cool for crop,0.818
sugarcane,2018-07-01,2018-07-15,2018-07_Q1,18.81,1.76,3.09,VIABLE_WITH_RESERVE,cool for crop,0.762
sugarcane,2018-07-16,2018-07-31,2018-07_Q2,19.8,0.9,0.82,VIABLE_WITH_RESERVE,cool for crop,0.96
sugarcane,2018-08-01,2018-08-15,2018-08_Q1,19.63,1.64,2.7,VIABLE_WITH_RESERVE,cool for crop,0.926
sugarcane,2018-08-16,2018-08-31,2018-08_Q2,20.38,1.38,1.9,VIABLE,optimal temperature range,1.0
sugarcane,2018-09-01,2018-09-15,2018-09_Q1,22.56,1.03,1.07,VIABLE,optimal temperature range,1.0
sugarcane,2018-09-16,2018-09-30,2018-09_Q2,22.62,0.71,0.51,VIABLE,optimal temperature range,1.0
sugarcane,2018-10-01,2018-10-15,2018-10_Q1,24.05,1.2,1.45,VIABLE,optimal temperature range,1.0
sugarcane,2018-10-16,2018-10-31,2018-10_Q2,26.18,0.99,0.98,VIABLE,optimal temperature range,1.0
sugarcane,2018-11-01,2018-11-15,2018-11_Q1,26.19,0.74,0.55,VIABLE,optimal temperature range,1.0
sugarcane,2018-11-16,2018-11-30,2018-11_Q2,29.23,2.48,6.13,VIABLE,optimal temperature range,1.0
sugarcane,2018-12-01,2018-12-15,2018-12_Q1,26.94,2.5,6.24,VIABLE,optimal temperature range,1.0
sugarcane,2018-12-16,2018-12-31,2018-12_Q2,26.99,1.34,1.79,VIABLE,optimal temperature range,1.0
sugarcane,2019-01-01,2019-01-15,2019-01_Q1,26.09,0.66,0.44,VIABLE,optimal temperature range,1.0
sugarcane,2019-01-16,2019-01-31,2019-01_Q2,25.83,0.73,0.54,VIABLE,optimal temperature range,1.0
sugarcane,2019-02-01,2019-02-15,2019-02_Q1,26.26,1.9,3.62,VIABLE,optimal temperature range,1.0
sugarcane,2019-02-16,2019-02-28,2019-02_Q2,26.91,1.63,2.64,VIABLE,optimal temperature range,1.0
sugarcane,2019-03-01,2019-03-15,2019-03_Q1,25.9,0.87,0.75,VIABLE,optimal temperature range,1.0
sugarcane,2019-03-16,2019-03-31,2019-03_Q2,25.99,0.56,0.31,VIABLE,optimal temperature range,1.0
sugarcane,2019-04-01,2019-04-15,2019-04_Q1,23.8,0.7,0.5,VIABLE,optimal temperature range,1.0
sugarcane,2019-04-16,2019-04-30,2019-04_Q2,23.88,0.69,0.47,VIABLE,optimal temperature range,1.0
sugarcane,2019-05-01,2019-05-15,2019-05_Q1,22.15,1.49,2.23,VIABLE,optimal temperature range,1.0
sugarcane,2019-05-16,2019-05-31,2019-05_Q2,21.83,0.84,0.71,VIABLE,optimal temperature range,1.0
sugarcane,2019-06-01,2019-06-15,2019-06_Q1,19.33,1.6,2.56,VIABLE_WITH_RESERVE,cool for crop,0.866
sugarcane,2019-06-16,2019-06-30,2019-06_Q2,18.19,2.23,4.98,VIABLE_WITH_RESERVE,cool for crop,0.638
sugarcane,2019-07-01,2019-07-15,2019-07_Q1,18.78,1.77,3.14,VIABLE_WITH_RESERVE,cool for crop,0.756
sugarcane,2019-07-16,2019-07-31,2019-07_Q2,17.53,1.79,3.22,VIABLE_WITH_RESERVE,cool for crop,0.506
sugarcane,2019-08-01,2019-08-15,2019-08_Q1,19.14,1.68,2.83,VIABLE_WITH_RESERVE,cool for crop,0.828
sugarcane,2019-08-16,2019-08-31,2019-08_Q2,19.88,1.06,1.13,VIABLE_WITH_RESERVE,cool for crop,0.976
sugarcane,2019-09-01,2019-09-15,2019-09_Q1,20.71,1.07,1.14,VIABLE,optimal temperature range,1.0
sugarcane,2019-09-16,2019-09-30,2019-09_Q2,22.44,1.05,1.11,VIABLE,optimal temperature range,1.0
