period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,0.0,24.82,69.28,-69.28,,,,
2016-01-16,2016-01-31,2016-01_Q2,214.87,25.72,69.28,145.59,1.686,,,
2016-02-01,2016-02-15,2016-02_Q1,117.97,25.36,62.14,55.83,1.915,,,
2016-02-16,2016-02-29,2016-02_Q2,0.0,25.88,62.14,-62.14,0.208,,,
2016-03-01,2016-03-15,2016-03_Q1,37.59,25.21,60.62,-23.03,-1.039,,,
2016-03-16,2016-03-31,2016-03_Q2,20.26,24.56,60.62,-40.36,-1.453,0.612,,
2016-04-01,2016-04-15,2016-04_Q1,39.74,23.71,46.43,-6.69,-0.528,1.277,,
2016-04-16,2016-04-30,2016-04_Q2,0.0,22.83,46.43,-46.43,-0.676,-1.665,,
2016-05-01,2016-05-15,2016-05_Q1,29.85,22.14,37.81,-7.96,-0.515,-1.725,,
2016-05-16,2016-05-31,2016-05_Q2,10.77,21.16,37.81,-27.04,-1.937,-1.726,,
2016-06-01,2016-06-15,2016-06_Q1,70.17,18.41,21.12,49.05,0.625,-0.646,,
2016-06-16,2016-06-30,2016-06_Q2,43.18,16.85,21.12,22.06,1.967,0.501,0.746,
2016-07-01,2016-07-15,2016-07_Q1,8.12,16.86,21.94,-13.82,1.0,0.605,1.165,
2016-07-16,2016-07-31,2016-07_Q2,30.08,18.3,21.94,8.14,0.754,1.071,-0.121,
2016-08-01,2016-08-15,2016-08_Q1,18.35,17.36,23.65,-5.3,0.645,1.046,-0.973,
2016-08-16,2016-08-31,2016-08_Q2,12.63,18.16,23.65,-11.02,0.602,1.577,-0.368,
2016-09-01,2016-09-15,2016-09_Q1,8.79,20.13,36.53,-27.74,0.631,0.935,-0.361,
2016-09-16,2016-09-30,2016-09_Q2,32.92,21.55,36.53,-3.61,1.081,0.638,0.633,
2016-10-01,2016-10-15,2016-10_Q1,20.66,21.16,43.14,-22.48,0.475,0.378,0.441,
2016-10-16,2016-10-31,2016-10_Q2,15.66,21.75,43.14,-27.48,-0.651,-0.31,0.148,
2016-11-01,2016-11-15,2016-11_Q1,52.91,24.77,58.94,-6.03,-0.41,-0.209,0.059,
2016-11-16,2016-11-30,2016-11_Q2,39.88,23.47,58.94,-19.06,0.109,-0.229,0.206,
2016-12-01,2016-12-15,2016-12_Q1,46.57,25.05,68.54,-21.97,-0.489,-0.362,-0.202,
2016-12-16,2016-12-31,2016-12_Q2,61.59,25.05,68.54,-6.95,-0.104,-0.475,-0.377,-0.06
2017-01-01,2017-01-15,2017-01_Q1,54.64,25.81,76.82,-22.18,-0.062,-0.473,-0.32,0.061
2017-01-16,2017-01-31,2017-01_Q2,0.0,26.84,76.82,-76.82,-0.808,-0.49,-0.598,-0.577
2017-02-01,2017-02-15,2017-02_Q1,12.36,27.16,68.22,-55.86,-1.304,-0.879,-0.773,-0.932
2017-02-16,2017-02-28,2017-02_Q2,5.55,26.01,68.22,-62.67,-1.502,-1.293,-1.005,-0.877
2017-03-01,2017-03-15,2017-03_Q1,57.75,25.86,65.09,-7.34,-0.816,-1.214,-1.005,-0.895
2017-03-16,2017-03-31,2017-03_Q2,286.14,25.33,65.09,221.05,1.816,0.489,-0.141,-0.135
2017-04-01,2017-04-15,2017-04_Q1,14.16,22.49,40.08,-25.92,1.766,0.08,-0.329,-0.214
2017-04-16,2017-04-30,2017-04_Q2,23.1,21.42,40.08,-16.98,-0.066,1.115,0.041,-0.116
2017-05-01,2017-05-15,2017-05_Q1,0.0,20.44,32.07,-32.07,-0.194,1.008,-0.149,-0.103
2017-05-16,2017-05-31,2017-05_Q2,84.79,20.13,32.07,52.72,0.923,1.646,0.3,0.212
2017-06-01,2017-06-15,2017-06_Q1,26.63,17.52,22.65,3.98,1.598,1.803,0.542,0.081
2017-06-16,2017-06-30,2017-06_Q2,0.0,18.73,22.65,-22.65,-0.263,0.049,0.459,-0.063
2017-07-01,2017-07-15,2017-07_Q1,5.08,18.84,24.28,-19.2,-1.14,0.427,0.537,-0.08
2017-07-16,2017-07-31,2017-07_Q2,5.81,17.76,24.28,-18.47,-1.34,0.109,1.074,-0.098
2017-08-01,2017-08-15,2017-08_Q1,21.24,18.83,27.71,-6.47,-0.376,0.234,1.0,-0.077
2017-08-16,2017-08-31,2017-08_Q2,0.0,18.99,27.71,-27.71,-1.032,-1.088,1.348,-0.149
2017-09-01,2017-09-15,2017-09_Q1,0.0,19.96,37.87,-37.87,-1.576,-1.374,1.364,-0.138
2017-09-16,2017-09-30,2017-09_Q2,10.04,22.32,37.87,-27.83,-1.414,-1.433,-0.861,-0.207
2017-10-01,2017-10-15,2017-10_Q1,259.74,22.6,47.99,211.75,1.857,1.678,1.363,0.479
2017-10-16,2017-10-31,2017-10_Q2,193.09,22.16,47.99,145.1,1.874,1.798,1.479,0.966
2017-11-01,2017-11-15,2017-11_Q1,47.48,22.14,47.53,-0.05,1.218,1.703,1.609,0.959
2017-11-16,2017-11-30,2017-11_Q2,120.39,22.16,47.53,72.86,1.044,1.674,1.523,1.159
2017-12-01,2017-12-15,2017-12_Q1,58.33,24.48,69.2,-10.87,1.041,1.636,1.463,1.166
2017-12-16,2017-12-31,2017-12_Q2,68.92,25.81,69.2,-0.28,0.275,1.694,1.543,1.318
2018-01-01,2018-01-15,2018-01_Q1,66.07,26.2,74.31,-8.24,0.4,1.153,1.582,1.298
2018-01-16,2018-01-31,2018-01_Q2,5.8,25.76,74.31,-68.51,-0.259,0.54,1.569,1.36
2018-02-01,2018-02-15,2018-02_Q1,0.0,24.87,59.42,-59.42,-1.236,0.07,1.324,1.239
2018-02-16,2018-02-28,2018-02_Q2,189.15,25.47,59.42,129.73,1.087,0.631,1.535,1.515
2018-03-01,2018-03-15,2018-03_Q1,20.66,24.74,60.07,-39.41,1.088,0.202,1.404,1.456
2018-03-16,2018-03-31,2018-03_Q2,69.87,24.85,60.07,9.8,-0.545,0.096,1.499,1.201
2018-04-01,2018-04-15,2018-04_Q1,44.16,23.44,44.39,-0.23,0.302,-0.228,0.924,1.33
2018-04-16,2018-04-30,2018-04_Q2,0.0,22.28,44.39,-44.39,-0.156,0.541,0.483,1.255
2018-05-01,2018-05-15,2018-05_Q1,41.16,20.38,29.28,11.88,0.461,0.941,0.572,1.303
2018-05-16,2018-05-31,2018-05_Q2,41.85,18.75,29.28,12.57,0.984,-0.31,0.213,1.191
2018-06-01,2018-06-15,2018-06_Q1,13.35,18.3,21.56,-8.21,-0.086,0.075,0.261,1.196
2018-06-16,2018-06-30,2018-06_Q2,4.94,17.25,21.56,-16.62,-0.842,-0.037,0.115,1.22
2018-07-01,2018-07-15,2018-07_Q1,0.0,17.32,21.55,-21.55,-0.932,-0.381,-0.107,1.23
2018-07-16,2018-07-31,2018-07_Q2,10.07,17.59,21.55,-11.48,-0.816,0.162,0.67,1.247
2018-08-01,2018-08-15,2018-08_Q1,11.3,17.95,24.41,-13.11,-0.363,-0.821,0.635,1.249
2018-08-16,2018-08-31,2018-08_Q2,11.44,18.02,24.41,-12.97,-0.131,-0.911,-0.84,1.279
2018-09-01,2018-09-15,2018-09_Q1,0.0,19.54,32.61,-32.61,0.016,-0.81,-0.596,1.232
2018-09-16,2018-09-30,2018-09_Q2,18.7,20.31,32.61,-13.91,0.215,-0.606,-0.376,1.258
2018-10-01,2018-10-15,2018-10_Q1,138.17,20.9,46.09,92.08,1.462,1.116,0.679,0.926
2018-10-16,2018-10-31,2018-10_Q2,0.0,23.15,46.09,-46.09,0.752,0.498,0.201,0.476
2018-11-01,2018-11-15,2018-11_Q1,11.11,23.67,61.53,-50.42,-1.172,0.102,-0.337,0.166
2018-11-16,2018-11-30,2018-11_Q2,31.36,25.4,61.53,-30.17,-0.815,-0.024,-0.472,-0.266
2018-12-01,2018-12-15,2018-12_Q1,46.5,24.84,67.58,-21.08,-0.661,-0.151,-0.473,-0.288
2018-12-16,2018-12-31,2018-12_Q2,41.08,24.98,67.58,-26.5,-0.545,-0.322,-0.549,-0.446
2019-01-01,2019-01-15,2019-01_Q1,3.34,25.42,72.91,-69.57,-1.255,-1.185,-0.665,-0.687
2019-01-16,2019-01-31,2019-01_Q2,11.63,26.15,72.91,-61.28,-1.753,-1.254,-0.802,-0.487
2019-02-01,2019-02-15,2019-02_Q1,42.49,26.27,64.75,-22.26,-0.609,-1.067,-0.745,-0.344
2019-02-16,2019-02-28,2019-02_Q2,0.0,25.81,64.75,-64.75,-1.003,-1.424,-0.964,-0.983
2019-03-01,2019-03-15,2019-03_Q1,32.53,25.36,63.18,-30.65,-1.191,-1.501,-1.068,-1.025
2019-03-16,2019-03-31,2019-03_Q2,122.32,25.23,63.18,59.14,0.474,-1.676,-0.957,-1.012
2019-04-01,2019-04-15,2019-04_Q1,0.0,22.8,43.2,-43.2,0.381,-1.748,-1.436,-1.186
2019-04-16,2019-04-30,2019-04_Q2,58.72,22.43,43.2,15.52,0.573,-0.816,-1.314,-0.997
2019-05-01,2019-05-15,2019-05_Q1,18.39,20.82,31.81,-13.42,1.149,-0.482,-1.308,-1.023
2019-05-16,2019-05-31,2019-05_Q2,21.67,19.62,31.81,-10.14,-0.566,0.015,-1.488,-1.126
2019-06-01,2019-06-15,2019-06_Q1,42.4,18.16,21.27,21.13,0.199,0.571,-1.518,-1.005
2019-06-16,2019-06-30,2019-06_Q2,0.0,17.2,21.27,-21.27,0.737,-0.176,-1.785,-1.019
2019-07-01,2019-07-15,2019-07_Q1,14.42,18.12,22.37,-7.95,-0.456,0.728,-2.454,-0.978
2019-07-16,2019-07-31,2019-07_Q2,0.0,17.31,22.37,-22.37,-0.568,-0.417,-2.853,-1.015
2019-08-01,2019-08-15,2019-08_Q1,15.67,17.43,24.39,-8.72,-0.621,-0.622,-0.645,-1.005
2019-08-16,2019-08-31,2019-08_Q2,5.77,18.53,24.39,-18.62,-0.252,-0.238,-0.082,-1.04
2019-09-01,2019-09-15,2019-09_Q1,0.0,19.9,35.76,-35.76,-0.754,-0.961,-0.11,-0.957
2019-09-16,2019-09-30,2019-09_Q2,8.37,21.43,35.76,-27.39,-1.171,-1.002,-0.745,-1.018
2019-10-01,2019-10-15,2019-10_Q1,23.62,21.01,45.15,-21.53,-0.082,-0.859,-0.302,-1.347
2019-10-16,2019-10-31,2019-10_Q2,27.32,22.68,45.15,-17.83,-0.386,-0.846,-0.957,-1.291
2019-11-01,2019-11-15,2019-11_Q1,6.14,23.9,60.74,-54.6,-0.876,-1.057,-1.098,-1.339
2019-11-16,2019-11-30,2019-11_Q2,13.6,24.92,60.74,-47.14,-1.289,-1.284,-1.178,-1.325
2019-12-01,2019-12-15,2019-12_Q1,18.54,26.89,76.95,-58.41,-1.551,-1.368,-1.363,-1.381
2019-12-16,2019-12-31,2019-12_Q2,20.5,25.56,76.95,-56.45,-2.334,-1.705,-1.605,-1.651
2020-01-01,2020-01-15,2020-01_Q1,15.05,25.94,76.53,-61.48,-1.541,-1.42,-1.561,-1.558
2020-01-16,2020-01-31,2020-01_Q2,94.1,26.63,76.53,17.57,0.391,-1.265,-1.415,-1.464
2020-02-01,2020-02-15,2020-02_Q1,0.0,25.88,65.09,-65.09,-0.128,-1.323,-1.376,-1.337
2020-02-16,2020-02-29,2020-02_Q2,158.25,26.31,65.09,93.16,0.641,-0.373,-0.889,-0.711
2020-03-01,2020-03-15,2020-03_Q1,33.13,24.95,56.82,-23.69,0.903,-0.192,-0.956,-0.771
2020-03-16,2020-03-31,2020-03_Q2,18.59,23.56,56.82,-38.23,-1.407,-0.425,-1.285,-1.284
2020-04-01,2020-04-15,2020-04_Q1,0.0,23.66,47.39,-47.39,-1.216,-0.719,-1.283,-1.331
2020-04-16,2020-04-30,2020-04_Q2,46.91,23.26,47.39,-0.48,-0.34,-0.724,-1.299,-1.389
2020-05-01,2020-05-15,2020-05_Q1,0.0,19.97,27.46,-27.46,0.588,-0.112,-1.351,-1.43
2020-05-16,2020-05-31,2020-05_Q2,58.07,18.18,27.46,30.61,0.562,-1.072,-1.099,-1.309
2020-06-01,2020-06-15,2020-06_Q1,26.73,18.69,22.4,4.33,1.047,-0.636,-0.771,-1.388
2020-06-16,2020-06-30,2020-06_Q2,0.0,17.4,22.4,-22.4,-0.215,-0.439,-0.537,-1.405
2020-07-01,2020-07-15,2020-07_Q1,0.0,16.97,19.76,-19.76,-1.157,0.409,-0.178,-1.491
2020-07-16,2020-07-31,2020-07_Q2,24.09,16.76,19.76,4.33,0.372,0.229,-0.654,-1.432
2020-08-01,2020-08-15,2020-08_Q1,21.47,18.0,24.12,-2.65,0.607,0.328,0.161,-1.442
2020-08-16,2020-08-31,2020-08_Q2,12.47,17.8,24.12,-11.65,0.718,0.001,-1.194,-1.407
2020-09-01,2020-09-15,2020-09_Q1,3.54,19.51,34.01,-30.47,0.33,-0.199,-1.003,-1.266
2020-09-16,2020-09-30,2020-09_Q2,14.57,21.01,34.01,-19.44,-0.033,0.05,-0.248,-1.216
2020-10-01,2020-10-15,2020-10_Q1,0.0,21.56,48.32,-48.32,-0.949,-0.346,-0.203,-1.134
2020-10-16,2020-10-31,2020-10_Q2,67.1,23.32,48.32,18.78,-0.18,-0.254,-0.33,-0.986
2020-11-01,2020-11-15,2020-11_Q1,9.67,23.48,58.57,-48.9,-0.371,-0.639,-0.505,-1.068
2020-11-16,2020-11-30,2020-11_Q2,8.65,24.64,58.57,-49.92,-1.218,-0.956,-0.907,-1.05
2020-12-01,2020-12-15,2020-12_Q1,59.97,25.29,71.12,-11.15,-0.826,-0.797,-0.822,-0.858
2020-12-16,2020-12-31,2020-12_Q2,65.55,25.55,71.12,-5.57,0.16,-0.78,-0.759,-0.804
2021-01-01,2021-01-15,2021-01_Q1,29.88,24.93,68.18,-38.3,-0.369,-0.641,-0.701,-0.728
2021-01-16,2021-01-31,2021-01_Q2,11.2,25.29,68.18,-56.98,-0.71,-0.918,-0.913,-0.916
2021-02-01,2021-02-15,2021-02_Q1,0.0,25.1,61.56,-61.56,-1.102,-1.019,-1.04,-0.788
2021-02-16,2021-02-28,2021-02_Q2,60.23,25.95,61.56,-1.33,-0.624,-0.747,-1.007,-1.102
2021-03-01,2021-03-15,2021-03_Q1,61.02,25.39,59.86,1.16,0.145,-0.711,-0.949,-1.071
2021-03-16,2021-03-31,2021-03_Q2,80.22,24.13,59.86,20.36,0.379,-1.124,-1.011,-1.019
2021-04-01,2021-04-15,2021-04_Q1,59.8,22.78,40.18,19.62,0.654,-0.906,-0.754,-0.814
2021-04-16,2021-04-30,2021-04_Q2,0.0,21.17,40.18,-40.18,0.795,-0.34,-0.928,-0.968
2021-05-01,2021-05-15,2021-05_Q1,24.7,20.18,28.4,-3.7,0.055,0.306,-0.8,-0.803
2021-05-16,2021-05-31,2021-05_Q2,9.97,18.48,28.4,-18.43,-0.465,0.033,-0.775,-1.002
2021-06-01,2021-06-15,2021-06_Q1,19.7,17.31,20.45,-0.75,-1.203,0.025,-0.884,-1.019
2021-06-16,2021-06-30,2021-06_Q2,21.91,17.5,20.45,1.46,0.768,0.027,-0.996,-0.909
2021-07-01,2021-07-15,2021-07_Q1,49.53,17.41,20.28,29.25,1.522,0.462,-0.388,-0.708
2021-07-16,2021-07-31,2021-07_Q2,0.0,16.67,20.28,-20.28,1.154,0.558,0.213,-0.773
2021-08-01,2021-08-15,2021-08_Q1,0.0,17.94,25.24,-25.24,-1.187,-0.282,0.264,-0.895
2021-08-16,2021-08-31,2021-08_Q2,24.72,18.51,25.24,-0.52,-0.102,0.657,0.395,-0.836
2021-09-01,2021-09-15,2021-09_Q1,0.0,19.4,31.55,-31.55,1.19,0.578,0.069,-0.749
2021-09-16,2021-09-30,2021-09_Q2,20.17,19.93,31.55,-11.38,0.455,0.505,0.3,-0.68
2021-10-01,2021-10-15,2021-10_Q1,0.0,22.24,50.97,-50.97,-0.629,-0.978,-0.634,-0.681
2021-10-16,2021-10-31,2021-10_Q2,109.91,23.6,50.97,58.94,0.383,0.161,0.103,-0.452
2021-11-01,2021-11-15,2021-11_Q1,178.12,23.38,55.3,122.82,1.442,1.066,0.767,0.007
2021-11-16,2021-11-30,2021-11_Q2,156.3,23.66,55.3,101.0,1.761,1.262,1.219,0.444
2021-12-01,2021-12-15,2021-12_Q1,56.34,24.98,66.82,-10.48,1.359,1.156,1.137,0.436
2021-12-16,2021-12-31,2021-12_Q2,53.63,24.62,66.82,-13.19,0.012,1.12,1.092,0.453
2022-01-01,2022-01-15,2022-01_Q1,63.65,25.52,71.24,-7.59,0.122,1.398,0.948,0.494
2022-01-16,2022-01-31,2022-01_Q2,0.0,25.58,71.24,-71.24,-0.307,1.395,0.96,0.676
2022-02-01,2022-02-15,2022-02_Q1,132.36,24.42,56.31,76.05,0.489,1.145,1.227,0.922
2022-02-16,2022-02-28,2022-02_Q2,128.17,24.86,56.31,71.86,1.705,1.151,1.319,1.099
2022-03-01,2022-03-15,2022-03_Q1,131.92,25.66,60.23,71.69,1.489,1.409,1.389,1.199
2022-03-16,2022-03-31,2022-03_Q2,36.21,23.98,60.23,-24.02,0.709,1.709,1.365,1.259
2022-04-01,2022-04-15,2022-04_Q1,0.0,23.6,45.1,-45.1,-0.91,1.427,1.574,1.102
2022-04-16,2022-04-30,2022-04_Q2,33.83,22.41,45.1,-11.27,-0.914,1.693,1.681,1.206
2022-05-01,2022-05-15,2022-05_Q1,160.69,22.06,35.53,125.16,1.968,1.721,1.758,1.474
2022-05-16,2022-05-31,2022-05_Q2,78.41,20.19,35.53,42.88,1.987,1.482,1.696,1.584
2022-06-01,2022-06-15,2022-06_Q1,9.93,15.99,17.98,-8.05,1.044,1.014,1.788,1.598
2022-06-16,2022-06-30,2022-06_Q2,15.98,17.09,17.98,-2.0,0.299,1.821,1.962,1.586
2022-07-01,2022-07-15,2022-07_Q1,35.83,14.31,15.67,20.16,1.254,1.987,1.876,1.583
