crop,period_start,period_end,label,mean_C,std_C,var_C,temp_status,temp_detail,temp_score
sugarcane,2016-01-01,2016-01-15,2016-01_Q1,20.6,0.41,0.17,VIABLE,optimal temperature range,1.0
sugarcane,2016-01-16,2016-01-31,2016-01_Q2,21.0,0.42,0.17,VIABLE,optimal temperature range,1.0
sugarcane,2016-02-01,2016-02-15,2016-02_Q1,20.92,0.65,0.42,VIABLE,optimal temperature range,1.0
sugarcane,2016-02-16,2016-02-29,2016-02_Q2,21.08,0.72,0.52,VIABLE,optimal temperature range,1.0
sugarcane,2016-03-01,2016-03-15,2016-03_Q1,20.64,0.37,0.14,VIABLE,optimal temperature range,1.0
sugarcane,2016-03-16,2016-03-31,2016-03_Q2,21.09,0.69,0.47,VIABLE,optimal temperature range,1.0
sugarcane,2016-04-01,2016-04-15,2016-04_Q1,20.35,0.49,0.24,VIABLE,optimal temperature range,1.0
sugarcane,2016-04-16,2016-04-30,2016-04_Q2,20.41,0.42,0.17,VIABLE,optimal temperature range,1.0
sugarcane,2016-05-01,2016-05-15,2016-05_Q1,20.32,0.4,0.16,VIABLE,optimal temperature range,1.0
sugarcane,2016-05-16,2016-05-31,2016-05_Q2,20.5,0.52,0.27,VIABLE,optimal temperature range,1.0
sugarcane,2016-06-01,2016-06-15,2016-06_Q1,19.73,0.39,0.15,VIABLE_WITH_RESERVE,cool for crop,0.946
sugarcane,2016-06-16,2016-06-30,2016-06_Q2,20.05,0.4,0.16,VIABLE,optimal temperature range,1.0
sugarcane,2016-07-01,2016-07-15,2016-07_Q1,19.92,0.39,0.15,VIABLE_WITH_RESERVE,cool for crop,0.984
sugarcane,2016-07-16,2016-07-31,2016-07_Q2,19.53,0.45,0.2,VIABLE_WITH_RESERVE,cool for crop,0.906
sugarcane,2016-08-01,2016-08-15,2016-08_Q1,20.02,0.31,0.09,VIABLE,optimal temperature range,1.0
sugarcane,2016-08-16,2016-08-31,2016-08_Q2,19.91,0.38,0.14,VIABLE_WITH_RESERVE,cool for crop,0.982
sugarcane,2016-09-01,2016-09-15,2016-09_Q1,19.41,0.36,0.13,VIABLE_WITH_RESERVE,cool for crop,0.882
