crop,period_start,period_end,label,mean_C,std_C,var_C,temp_status,temp_detail,temp_score
sugarcane,2016-01-01,2016-01-15,2016-01_Q1,18.24,0.68,0.46,VIABLE_WITH_RESERVE,cool for crop,0.648
sugarcane,2016-01-16,2016-01-31,2016-01_Q2,17.62,1.05,1.11,VIABLE_WITH_RESERVE,cool for crop,0.524
sugarcane,2016-02-01,2016-02-15,2016-02_Q1,18.43,0.86,0.74,VIABLE_WITH_RESERVE,cool for crop,0.686
sugarcane,2016-02-16,2016-02-29,2016-02_Q2,18.88,0.49,0.24,VIABLE_WITH_RESERVE,cool for crop,0.776
sugarcane,2016-03-01,2016-03-15,2016-03_Q1,18.31,0.67,0.46,VIABLE_WITH_RESERVE,cool for crop,0.662
sugarcane,2016-03-16,2016-03-31,2016-03_Q2,18.84,0.5,0.25,VIABLE_WITH_RESERVE,cool for crop,0.768
sugarcane,2016-04-01,2016-04-15,2016-04_Q1,18.63,0.83,0.69,VIABLE_WITH_RESERVE,cool for crop,0.726
sugarcane,2016-04-16,2016-04-30,2016-04_Q2,18.7,0.63,0.4,VIABLE_WITH_RESERVE,cool for crop,0.74
sugarcane,2016-05-01,2016-05-15,2016-05_Q1,18.45,0.65,0.42,VIABLE_WITH_RESERVE,cool for crop,0.69
sugarcane,2016-05-16,2016-05-31,2016-05_Q2,18.55,0.59,0.34,VIABLE_WITH_RESERVE,cool for crop,0.71
sugarcane,2016-06-01,2016-06-15,2016-06_Q1,17.77,0.52,0.27,VIABLE_WITH_RESERVE,cool for crop,0.554
sugarcane,2016-06-16,2016-06-30,2016-06_Q2,17.98,0.59,0.35,VIABLE_WITH_RESERVE,cool for crop,0.596
sugarcane,2016-07-01,2016-07-15,2016-07_Q1,17.6,0.64,0.4,VIABLE_WITH_RESERVE,cool for crop,0.52
sugarcane,2016-07-16,2016-07-31,2016-07_Q2,17.35,0.71,0.5,VIABLE_WITH_RESERVE,cool for crop,0.47
sugarcane,2016-08-01,2016-08-15,2016-08_Q1,17.61,0.6,0.37,VIABLE_WITH_RESERVE,cool for crop,0.522
sugarcane,2016-08-16,2016-08-31,2016-08_Q2,17.3,0.58,0.33,VIABLE_WITH_RESERVE,cool for crop,0.46
sugarcane,2016-09-01,2016-09-15,2016-09_Q1,17.2,0.64,0.41,VIABLE_WITH_RESERVE,cool for crop,0.44
sugarcane,2016-09-16,2016-09-30,2016-09_Q2,17.2,0.52,0.27,VIABLE_WITH_RESERVE,cool for crop,0.44
sugarcane,2016-10-01,2016-10-15,2016-10_Q1,17.53,0.49,0.24,VIABLE_WITH_RESERVE,cool for crop,0.506
sugarcane,2016-10-16,2016-10-31,2016-10_Q2,17.16,0.57,0.32,VIABLE_WITH_RESERVE,cool for crop,0.432
sugarcane,2016-11-01,2016-11-15,2016-11_Q1,17.48,0.61,0.37,VIABLE_WITH_RESERVE,cool for crop,0.496
sugarcane,2016-11-16,2016-11-30,2016-11_Q2,17.29,0.58,0.34,VIABLE_WITH_RESERVE,cool for crop,0.458
