point_id,lat,lon,crop,period_start,period_end,label,month,biweek,mean_C,std_C,precip_total_mm,precip_rainy_days,pet_mm,spei_1m,spei_3m,spei_6m,spei_12m,AWC_mm,Storage_mm,P_acum_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_3m,future_deficit_6m,future_deficit_1m_mm,future_deficit_3m_mm,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
p061,-31.835248,118.152513,wheat,2016-12-16,2016-12-31,2016-12_Q2,12,2,23.1,3.78,21.99,3,59.83,2.072,0.07,0.169,1.606,79.9,0.0,14.91,0.0648,93.52,82.4718,76.5185,73.8989,166.7,319.81,442.02,94.4975,83.1758,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-01-01,2017-01-15,2017-01_Q1,1,1,26.47,3.69,14.23,2,74.78,0.934,-0.089,-0.025,1.528,79.9,0.0,4.31,0.0201,97.99,69.4273,71.535,64.984,104.8,246.63,333.19,96.5197,86.0012,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-01-16,2017-01-31,2017-01_Q2,1,2,24.56,4.09,14.94,2,74.78,1.117,1.262,0.806,1.533,79.9,0.0,35.43,0.1753,82.47,69.6924,73.1767,64.1638,78.51,211.62,287.01,97.5689,88.9164,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-02-01,2017-02-15,2017-02_Q1,2,1,21.56,3.33,21.66,3,50.21,1.64,1.54,0.679,1.711,79.9,0.0,46.15,0.3057,69.43,51.1391,71.6062,58.9571,54.41,183.82,253.49,93.2038,88.7922,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-02-16,2017-02-28,2017-02_Q2,2,2,23.38,3.65,0.0,0,50.21,1.69,1.745,1.507,1.72,79.9,0.0,34.14,0.3031,69.69,72.3075,72.4952,58.047,74.6,167.13,244.31,90.2509,91.3127,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-03-01,2017-03-15,2017-03_Q1,3,1,25.25,4.11,9.72,1,48.96,1.56,1.696,1.765,1.83,79.9,0.0,51.99,0.4886,51.14,100.0,76.0005,56.1598,87.42,155.01,250.96,84.4954,90.1132,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-03-16,2017-03-31,2017-03_Q2,3,2,18.37,2.01,5.8,1,48.96,0.706,1.443,1.688,1.699,79.9,0.0,28.57,0.2769,72.31,79.7479,67.823,58.6049,58.52,122.21,277.36,78.261,88.2711,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-04-01,2017-04-15,2017-04_Q1,4,1,19.54,2.29,0.0,0,32.41,-0.627,1.339,1.504,1.513,79.9,0.0,0.0,0.0,100.0,66.7662,51.5362,60.6868,41.99,86.56,338.78,76.5185,89.6282,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-04-16,2017-04-30,2017-04_Q2,4,2,17.86,1.81,39.79,2,32.41,-0.838,1.109,1.514,1.422,79.9,0.0,14.86,0.2025,79.75,62.9983,47.6803,67.4404,34.02,75.39,423.79,71.535,89.4905,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-05-01,2017-05-15,2017-05_Q1,5,1,16.33,2.46,0.0,0,19.79,-0.37,0.776,1.559,1.484,79.9,0.0,20.9,0.3323,66.77,47.7223,40.2149,73.6291,25.61,69.67,554.39,73.1767,87.5804,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-05-16,2017-05-31,2017-05_Q2,5,2,13.22,1.68,57.71,4,19.79,-0.372,-0.056,1.586,1.259,79.9,0.0,19.98,0.37,63.0,56.1893,40.5467,75.9701,29.68,77.17,643.33,71.6062,84.8305,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-06-01,2017-06-15,2017-06_Q1,6,1,14.4,1.0,10.58,2,14.31,-1.109,-1.21,1.275,0.715,79.9,0.0,28.05,0.5228,47.72,36.8867,39.5004,79.4506,18.96,95.95,749.56,72.4952,80.9275,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-06-16,2017-06-30,2017-06_Q2,6,2,11.54,1.74,3.59,1,14.31,-1.665,-1.535,0.64,0.723,79.9,0.0,23.14,0.4381,56.19,22.8002,52.9375,81.4035,11.7,155.15,828.98,76.0005,77.5782,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-07-01,2017-07-15,2017-07_Q1,7,1,9.82,2.76,0.0,0,10.27,-0.621,-1.474,0.739,0.398,79.9,1.63,34.08,0.6311,36.89,36.8167,64.6248,83.4778,25.1,252.22,909.05,67.823,73.8989,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-07-16,2017-07-31,2017-07_Q2,7,2,11.39,1.94,41.27,2,10.27,-0.387,-1.963,0.126,0.645,79.9,0.0,39.61,0.772,22.8,41.525,74.0847,85.3533,35.8,348.39,976.97,51.5362,64.984,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-08-01,2017-08-15,2017-08_Q1,8,1,10.31,2.25,59.12,4,12.14,0.295,-1.73,0.071,0.45,79.9,0.0,41.45,0.6318,36.82,42.0741,83.6156,87.947,51.88,484.72,1027.08,47.6803,64.1638,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-08-16,2017-08-31,2017-08_Q2,8,2,12.03,2.38,0.0,0,12.14,0.216,-1.313,-1.163,0.936,79.9,0.0,50.41,0.5847,41.53,69.202,86.2404,88.8246,107.65,566.16,1050.12,40.2149,58.9571,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-09-01,2017-09-15,2017-09_Q1,9,1,13.48,3.35,26.54,3,18.51,1.321,0.529,-0.598,1.381,79.9,0.0,71.43,0.5793,42.07,88.1528,93.3036,92.282,175.23,653.61,1071.21,40.5467,58.047,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-09-16,2017-09-30,2017-09_Q2,9,2,13.62,3.4,7.81,1,18.51,1.45,0.292,-0.881,1.087,79.9,0.0,47.91,0.308,69.2,89.6933,92.9062,91.7085,204.94,673.83,1044.01,39.5004,56.1598,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-10-01,2017-10-15,2017-10_Q1,10,1,15.48,4.4,22.35,2,31.03,0.141,1.092,-0.279,1.127,79.9,0.0,23.55,0.1185,88.15,100.0,94.0088,93.2646,257.6,656.83,980.91,52.9375,58.6049,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-10-16,2017-10-31,2017-10_Q2,10,2,18.03,2.97,25.13,2,31.03,0.586,0.856,-0.22,0.988,79.9,0.0,23.55,0.1031,89.69,93.0735,93.2114,91.5457,253.56,628.58,897.24,64.6248,60.6868,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-11-01,2017-11-15,2017-11_Q1,11,1,22.52,2.73,21.26,1,53.83,-1.391,0.504,-0.355,0.892,79.9,0.0,0.0,0.0,100.0,90.4316,92.2162,90.322,220.78,542.36,773.31,74.0847,67.4404,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-11-16,2017-11-30,2017-11_Q2,11,2,21.5,3.22,30.52,2,53.83,-0.439,0.693,-0.171,1.093,79.9,0.0,18.87,0.0693,93.07,95.9752,92.0514,88.891,215.33,483.96,677.67,83.6156,73.6291,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-12-01,2017-12-15,2017-12_Q1,12,1,23.94,3.27,2.97,1,65.46,0.296,-0.429,0.081,0.977,79.9,0.0,23.36,0.0957,90.43,90.6069,90.7274,85.2499,178.45,417.6,562.65,86.2404,75.9701,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2017-12-16,2017-12-31,2017-12_Q2,12,2,23.27,3.68,13.87,5,65.46,0.544,0.171,0.285,0.61,79.9,0.0,9.03,0.0402,95.98,89.9307,89.6058,80.1801,159.69,370.17,464.26,93.3036,79.4506,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-01-01,2018-01-15,2018-01_Q1,1,1,24.89,3.24,14.6,1,69.63,1.689,0.459,0.936,0.858,79.9,0.0,18.5,0.0939,90.61,97.3343,91.7918,75.3128,143.13,324.08,384.19,92.9062,81.4035,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-01-16,2018-01-31,2018-01_Q2,1,2,24.26,3.08,0.0,0,69.63,0.834,0.72,0.928,0.666,79.9,0.0,17.88,0.1007,89.93,87.9828,87.8719,66.6483,108.94,268.66,304.57,94.0088,83.4778,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-02-01,2018-02-15,2018-02_Q1,2,1,24.95,2.49,0.0,0,57.43,-0.044,0.837,0.883,0.415,79.9,0.0,3.92,0.0267,97.33,82.5754,86.1654,56.5899,96.01,230.94,242.0,93.2114,85.3533,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-02-16,2018-02-28,2018-02_Q2,2,2,23.28,3.64,10.22,1,57.43,0.503,0.975,1.047,0.41,79.9,0.0,14.88,0.1202,87.98,90.8881,81.8686,48.916,101.54,193.71,199.02,92.2162,87.947,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-03-01,2018-03-15,2018-03_Q1,3,1,24.51,2.55,0.0,0,55.81,0.092,0.676,0.451,0.223,79.9,0.0,20.26,0.1742,82.58,94.6509,72.6262,49.8338,84.94,145.05,212.27,92.0514,88.8246,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-03-16,2018-03-31,2018-03_Q2,3,2,22.22,3.26,12.73,2,55.81,-1.318,0.1,0.457,0.042,79.9,0.0,10.18,0.0911,90.89,82.8754,56.71,49.5909,58.17,94.09,221.95,90.7274,92.282,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-04-01,2018-04-15,2018-04_Q1,4,1,18.96,2.84,5.15,2,32.7,-0.784,-0.64,-0.06,-0.113,79.9,0.0,4.8,0.0535,94.65,80.6181,38.2709,56.1336,50.0,60.11,305.48,89.6058,91.7085,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-04-16,2018-04-30,2018-04_Q2,4,2,18.62,2.4,7.69,1,32.7,-1.093,-1.343,-0.149,-0.208,79.9,0.0,12.02,0.1712,82.88,62.152,23.7461,61.3765,33.99,35.92,381.59,91.7918,93.2646,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-05-01,2018-05-15,2018-05_Q1,5,1,16.09,2.69,28.27,4,21.22,-1.284,-1.975,0.024,-0.369,79.9,0.0,12.02,0.1938,80.62,21.0884,6.9279,65.7724,10.12,11.06,476.95,87.8719,91.5457,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-05-16,2018-05-31,2018-05_Q2,5,2,14.56,2.1,14.91,1,21.22,-0.874,-2.522,0.033,-0.256,79.9,0.0,20.7,0.3785,62.15,4.6871,3.1209,71.131,1.92,5.31,573.65,86.1654,90.322,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-06-01,2018-06-15,2018-06_Q1,6,1,12.25,2.24,29.46,3,12.01,-0.67,-1.296,-0.542,-0.176,79.9,0.0,37.85,0.7891,21.09,0.0,29.714,75.3414,0.0,67.23,696.44,81.8686,88.891,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-06-16,2018-06-30,2018-06_Q2,6,2,11.41,1.93,15.15,2,12.01,-0.141,-1.031,-0.556,-0.094,79.9,3.26,42.36,0.9531,4.69,0.0,45.3974,79.5526,0.0,127.86,807.84,72.6262,85.2499,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-07-01,2018-07-15,2018-07_Q1,7,1,11.36,2.04,14.08,2,11.66,1.223,-0.016,-0.408,0.303,79.9,26.25,73.34,1.0,0.0,1.4608,63.381,83.3098,0.94,245.37,910.97,56.71,80.1801,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-07-16,2018-07-31,2018-07_Q2,7,2,11.32,1.43,24.61,1,11.66,0.756,0.079,-1.151,0.243,79.9,8.06,60.33,1.0,0.0,4.6006,73.4738,86.8104,3.39,345.67,1001.14,38.2709,75.3128,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-08-01,2018-08-15,2018-08_Q1,8,1,9.6,2.34,37.35,3,10.28,-0.119,0.839,-0.716,0.365,79.9,0.0,37.37,0.9854,1.46,57.8424,82.381,89.6378,66.28,465.89,1066.34,23.7461,66.6483,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-08-16,2018-08-31,2018-08_Q2,8,2,10.87,2.09,20.93,5,10.28,1.111,1.112,-0.504,0.619,79.9,0.0,62.25,0.954,4.6,81.6627,89.3307,92.53,124.47,568.34,1125.48,6.9279,56.5899,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-09-01,2018-09-15,2018-09_Q1,9,1,10.94,1.64,11.15,1,17.44,0.671,1.031,-0.145,0.013,79.9,0.0,48.31,0.4216,57.84,85.6565,90.128,93.079,178.14,629.22,1113.56,3.1209,48.916,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-09-16,2018-09-30,2018-09_Q2,9,2,15.33,2.7,0.0,0,17.44,0.478,1.051,0.09,0.312,79.9,0.0,27.95,0.1834,81.66,89.1386,92.6617,93.4071,217.81,679.97,1095.6,29.714,49.8338,NOT_SUITABLE
p061,-31.835248,118.152513,wheat,2018-10-01,2018-10-15,2018-10_Q1,10,1,16.12,1.57,22.2,4,32.01,0.596,0.53,0.312,0.294,79.9,0.0,29.83,0.1434,85.66,91.151,94.2323,92.1741,221.46,665.6,988.66,45.3974,49.5909,NOT_SUITABLE
