point_id,lat,lon,crop,period_start,period_end,label,month,biweek,mean_C,std_C,precip_total_mm,precip_rainy_days,pet_mm,spei_1m,spei_3m,spei_6m,spei_12m,AWC_mm,Storage_mm,P_acum_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_3m,future_deficit_6m,future_deficit_1m_mm,future_deficit_3m_mm,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
p181,-36.67908141245351,142.17782880411835,wheat,2016-12-16,2016-12-31,2016-12_Q2,12,2,21.79,4.18,21.99,3,55.67,0.519,0.559,1.107,0.76,112.7,0.0,33.64,0.1367,86.33,85.6319,85.4249,72.3188,173.85,388.88,435.97,81.332,64.5619,NOT_SUITABLE
p181,-36.67908141245351,142.17782880411835,wheat,2017-01-01,2017-01-15,2017-01_Q1,1,1,22.78,4.7,14.23,2,63.8,0.964,0.559,0.833,0.745,112.7,0.0,36.22,0.1639,83.61,77.1685,86.24,68.361,123.71,326.66,353.89,83.9858,67.816,NOT_SUITABLE
p181,-36.67908141245351,142.17782880411835,wheat,2017-01-16,2017-01-31,2017-01_Q2,1,2,22.09,3.3,14.94,2,63.8,0.257,0.526,1.023,0.614,112.7,0.0,29.17,0.1437,85.63,83.0267,77.6093,60.6453,105.95,247.06,274.3,84.6358,71.5024,NOT_SUITABLE
p181,-36.67908141245351,142.17782880411835,wheat,2017-02-01,2017-02-15,2017-02_Q1,2,1,22.29,4.59,21.66,3,48.23,0.943,0.915,1.274,0.857,112.7,0.0,36.6,0.2283,77.17,92.2432,79.7639,53.3108,115.59,218.01,230.19,88.2611,74.6336,NOT_SUITABLE
p181,-36.67908141245351,142.17782880411835,wheat,2017-02-16,2017-02-28,2017-02_Q2,2,2,19.44,4.25,0.0,0,48.23,1.02,0.95,1.177,0.89,112.7,0.0,21.66,0.1697,83.03,87.5438,66.4247,46.0151,109.08,156.17,193.98,85.2773,75.4392,NOT_SUITABLE
p181,-36.67908141245351,142.17782880411835,wheat,2017-03-01,2017-03-15,2017-03_Q1,3,1,24.08,2.08,9.72,1,53.0,-0.723,0.838,0.816,0.834,112.7,0.0,9.72,0.0776,92.24,93.7745,54.2234,45.0345,87.37,102.42,200.24,85.3533,78.6215,NOT_SUITABLE
p181,-36.67908141245351,142.17782880411835,wheat,2017-03-16,2017-03-31,2017-03_Q2,3,2,19.74,3.89,5.8,1,53.0,-1.396,-0.103,0.296,0.743,112.7,0.0,15.52,0.1246,87.54,48.4395,31.902,47.4374,32.04,47.09,222.38,83.706,82.3922,HIGH
p181,-36.67908141245351,142.17782880411835,wheat,2017-04-01,2017-04-15,2017-04_Q1,4,1,15.86,2.58,0.0,0,27.3,-1.155,-0.354,0.068,0.655,112.7,0.0,5.8,0.0623,93.77,27.4539,19.6061,53.0926,15.06,27.23,304.2,85.4249,84.5699,NOT_SUITABLE
p181,-36.67908141245351,142.17782880411835,wheat,2017-04-16,2017-04-30,2017-04_Q2,4,2,15.41,2.81,39.79,2,27.3,0.985,0.382,0.065,0.948,112.7,5.69,39.79,0.5156,48.44,33.932,20.3304,60.3426,15.06,27.23,395.3,86.24,85.2131,NOT_SUITABLE
p181,-36.67908141245351,142.17782880411835,wheat,2017-05-01,2017-05-15,2017-05_Q1,5,1,10.42,0.82,0.0,0,15.08,1.034,-0.388,-0.009,0.957,112.7,0.0,39.79,0.7255,27.45,0.0,7.6836,64.9166,0.0,12.18,509.51,77.6093,84.8519,NOT_SUITABLE
p181,-36.67908141245351,142.17782880411835,wheat,2017-05-16,2017-05-31,2017-05_Q2,5,2,11.82,2.36,57.71,4,15.08,1.615,0.57,0.889,1.07,112.7,34.08,57.71,0.6607,33.93,0.0,20.2797,68.0808,0.0,37.81,602.02,79.7639,83.5913,NOT_SUITABLE
p181,-36.67908141245351,142.17782880411835,wheat,2017-06-01,2017-06-15,2017-06_Q1,6,1,8.27,1.39,10.58,2,9.3,1.192,0.309,0.704,1.051,112.7,27.41,68.29,1.0,0.0,28.1994,38.2478,72.6099,12.18,97.82,710.38,66.4247,79.8715,NOT_SUITABLE
p181,-36.67908141245351,142.17782880411835,wheat,2017-06-16,2017-06-30,2017-06_Q2,6,2,8.98,1.12,3.59,1,9.3,-1.783,0.347,0.093,0.845,112.7,11.14,14.17,1.0,0.0,23.2046,54.5778,75.1504,12.18,175.29,792.3,54.2234,75.6983,NOT_SUITABLE
p181,-36.67908141245351,142.17782880411835,wheat,2017-07-01,2017-07-15,2017-07_Q1,7,1,7.63,1.2,0.0,0,9.27,-1.31,-0.24,-0.349,0.456,112.7,0.0,3.59,0.718,28.2,0.0,63.8087,76.5987,0.0,276.96,868.86,31.902,72.3188,NOT_SUITABLE
