periodo_inicio,periodo_fin,label,lat,lon,sm_index,n_imagenes
2016-01-01,2016-01-15,2016-01_Q1,-19.689669877950884,147.22717515914223,65.22,1
2016-01-16,2016-01-31,2016-01_Q2,-19.689669877950884,147.22717515914223,35.04,1
2016-02-01,2016-02-15,2016-02_Q1,-19.689669877950884,147.22717515914223,46.11,3
2016-02-16,2016-02-29,2016-02_Q2,-19.689669877950884,147.22717515914223,8.92,1
2016-03-01,2016-03-15,2016-03_Q1,-19.689669877950884,147.22717515914223,59.12,1
2016-03-16,2016-03-31,2016-03_Q2,-19.689669877950884,147.22717515914223,,0
2016-04-01,2016-04-15,2016-04_Q1,-19.689669877950884,147.22717515914223,49.13,1
2016-04-16,2016-04-30,2016-04_Q2,-19.689669877950884,147.22717515914223,100.0,1
2016-05-01,2016-05-15,2016-05_Q1,-19.689669877950884,147.22717515914223,,0
2016-05-16,2016-05-31,2016-05_Q2,-19.689669877950884,147.22717515914223,51.0,1
2016-06-01,2016-06-15,2016-06_Q1,-19.689669877950884,147.22717515914223,69.9,1
2016-06-16,2016-06-30,2016-06_Q2,-19.689669877950884,147.22717515914223,,0
2016-07-01,2016-07-15,2016-07_Q1,-19.689669877950884,147.22717515914223,77.19,1
2016-07-16,2016-07-31,2016-07_Q2,-19.689669877950884,147.22717515914223,56.22,1
2016-08-01,2016-08-15,2016-08_Q1,-19.689669877950884,147.22717515914223,63.22,3
2016-08-16,2016-08-31,2016-08_Q2,-19.689669877950884,147.22717515914223,67.64,2
2016-09-01,2016-09-15,2016-09_Q1,-19.689669877950884,147.22717515914223,35.83,3
2016-09-16,2016-09-30,2016-09_Q2,-19.689669877950884,147.22717515914223,51.18,3
2016-10-01,2016-10-15,2016-10_Q1,-19.689669877950884,147.22717515914223,17.98,2
2016-10-16,2016-10-31,2016-10_Q2,-19.689669877950884,147.22717515914223,53.5,3
2016-11-01,2016-11-15,2016-11_Q1,-19.689669877950884,147.22717515914223,45.25,2
2016-11-16,2016-11-30,2016-11_Q2,-19.689669877950884,147.22717515914223,69.32,2
2016-12-01,2016-12-15,2016-12_Q1,-19.689669877950884,147.22717515914223,41.65,2
2016-12-16,2016-12-31,2016-12_Q2,-19.689669877950884,147.22717515914223,26.71,3
2017-01-01,2017-01-15,2017-01_Q1,-19.689669877950884,147.22717515914223,66.01,2
2017-01-16,2017-01-31,2017-01_Q2,-19.689669877950884,147.22717515914223,50.54,3
2017-02-01,2017-02-15,2017-02_Q1,-19.689669877950884,147.22717515914223,30.81,2
2017-02-16,2017-02-28,2017-02_Q2,-19.689669877950884,147.22717515914223,65.97,3
2017-03-01,2017-03-15,2017-03_Q1,-19.689669877950884,147.22717515914223,74.13,2
2017-03-16,2017-03-31,2017-03_Q2,-19.689669877950884,147.22717515914223,56.61,4
2017-04-01,2017-04-15,2017-04_Q1,-19.689669877950884,147.22717515914223,43.65,2
2017-04-16,2017-04-30,2017-04_Q2,-19.689669877950884,147.22717515914223,21.48,2
2017-05-01,2017-05-15,2017-05_Q1,-19.689669877950884,147.22717515914223,33.0,2
