periodo_inicio,periodo_fin,label,lat,lon,n_images,ndvi,evi,ndmi,bsi,ndre
2025-09-16,2025-09-30,2025-09_Q2,-19.689669877950884,147.22717515914223,4,0.1099,0.067,-0.2256,0.2538,0.0684
2025-10-01,2025-10-15,2025-10_Q1,-19.689669877950884,147.22717515914223,4,0.1631,0.0953,-0.1306,0.1532,0.0972
2025-10-16,2025-10-31,2025-10_Q2,-19.689669877950884,147.22717515914223,4,0.3107,0.2054,-0.0725,0.1182,0.2152
2025-11-01,2025-11-15,2025-11_Q1,-19.689669877950884,147.22717515914223,3,0.3903,0.2808,0.0409,0.0291,0.3033
2025-11-16,2025-11-30,2025-11_Q2,-19.689669877950884,147.22717515914223,4,0.4621,0.3319,0.0446,0.0068,0.371
2025-12-01,2025-12-15,2025-12_Q1,-19.689669877950884,147.22717515914223,3,,,,,
2025-12-16,2025-12-31,2025-12_Q2,-19.689669877950884,147.22717515914223,2,0.5823,0.4864,0.1764,-0.121,0.4423
2026-01-01,2026-01-15,2026-01_Q1,-19.689669877950884,147.22717515914223,2,,,,,
2026-01-16,2026-01-31,2026-01_Q2,-19.689669877950884,147.22717515914223,1,0.7274,0.3243,0.3519,-0.3064,0.5775
2026-02-01,2026-02-15,2026-02_Q1,-19.689669877950884,147.22717515914223,2,0.7032,0.656,0.3094,-0.2431,0.5445
2026-02-16,2026-02-28,2026-02_Q2,-19.689669877950884,147.22717515914223,1,,,,,
2026-03-01,2026-03-15,2026-03_Q1,-19.689669877950884,147.22717515914223,1,,,,,
2026-03-16,2026-03-31,2026-03_Q2,-19.689669877950884,147.22717515914223,4,0.5952,0.51,0.1795,-0.1055,0.4137
2026-04-01,2026-04-15,2026-04_Q1,-19.689669877950884,147.22717515914223,3,0.5728,0.4244,0.1511,-0.0752,0.4251
2026-04-16,2026-04-30,2026-04_Q2,-19.689669877950884,147.22717515914223,4,0.6053,0.4366,0.1519,-0.0878,0.4506
2026-05-01,2026-05-15,2026-05_Q1,-19.689669877950884,147.22717515914223,4,0.5612,0.384,0.1254,-0.0497,0.4227
2026-05-16,2026-05-31,2026-05_Q2,-19.689669877950884,147.22717515914223,4,0.5603,0.365,0.1147,-0.0327,0.4249
2026-06-01,2026-06-15,2026-06_Q1,-19.689669877950884,147.22717515914223,3,0.5615,0.3568,0.1125,-0.0258,0.3908
2026-06-16,2026-06-30,2026-06_Q2,-19.689669877950884,147.22717515914223,5,0.5614,0.3592,0.0998,-0.0278,0.3738
2026-07-01,2026-07-15,2026-07_Q1,-19.689669877950884,147.22717515914223,4,0.4857,0.4122,0.1152,-0.0691,0.323
2026-07-16,2026-07-31,2026-07_Q2,-19.689669877950884,147.22717515914223,5,0.5189,0.3505,0.0937,-0.0209,0.3536
