periodo_inicio,periodo_fin,label,lat,lon,n_images,ndvi,evi,ndmi,bsi,ndre
2016-01-01,2016-01-15,2016-01_Q1,7.300921,-73.009794,0,,,,,
2016-01-16,2016-01-31,2016-01_Q2,7.300921,-73.009794,0,,,,,
2016-02-01,2016-02-15,2016-02_Q1,7.300921,-73.009794,0,,,,,
2016-02-16,2016-02-29,2016-02_Q2,7.300921,-73.009794,0,,,,,
2016-03-01,2016-03-15,2016-03_Q1,7.300921,-73.009794,0,,,,,
2016-03-16,2016-03-31,2016-03_Q2,7.300921,-73.009794,0,,,,,
2016-04-01,2016-04-15,2016-04_Q1,7.300921,-73.009794,0,,,,,
2016-04-16,2016-04-30,2016-04_Q2,7.300921,-73.009794,0,,,,,
2016-05-01,2016-05-15,2016-05_Q1,7.300921,-73.009794,0,,,,,
2016-05-16,2016-05-31,2016-05_Q2,7.300921,-73.009794,0,,,,,
2016-06-01,2016-06-15,2016-06_Q1,7.300921,-73.009794,0,,,,,
2016-06-16,2016-06-30,2016-06_Q2,7.300921,-73.009794,0,,,,,
2016-07-01,2016-07-15,2016-07_Q1,7.300921,-73.009794,0,,,,,
2016-07-16,2016-07-31,2016-07_Q2,7.300921,-73.009794,0,,,,,
2016-08-01,2016-08-15,2016-08_Q1,7.300921,-73.009794,0,,,,,
2016-08-16,2016-08-31,2016-08_Q2,7.300921,-73.009794,0,,,,,
2016-09-01,2016-09-15,2016-09_Q1,7.300921,-73.009794,0,,,,,
2016-09-16,2016-09-30,2016-09_Q2,7.300921,-73.009794,0,,,,,
2016-10-01,2016-10-15,2016-10_Q1,7.300921,-73.009794,0,,,,,
2016-10-16,2016-10-31,2016-10_Q2,7.300921,-73.009794,0,,,,,
2016-11-01,2016-11-15,2016-11_Q1,7.300921,-73.009794,0,,,,,
2016-11-16,2016-11-30,2016-11_Q2,7.300921,-73.009794,0,,,,,
2016-12-01,2016-12-15,2016-12_Q1,7.300921,-73.009794,0,,,,,
2016-12-16,2016-12-31,2016-12_Q2,7.300921,-73.009794,0,,,,,
2017-01-01,2017-01-15,2017-01_Q1,7.300921,-73.009794,0,,,,,
2017-01-16,2017-01-31,2017-01_Q2,7.300921,-73.009794,0,,,,,
2017-02-01,2017-02-15,2017-02_Q1,7.300921,-73.009794,0,,,,,
2017-02-16,2017-02-28,2017-02_Q2,7.300921,-73.009794,0,,,,,
2017-03-01,2017-03-15,2017-03_Q1,7.300921,-73.009794,0,,,,,
2017-03-16,2017-03-31,2017-03_Q2,7.300921,-73.009794,0,,,,,
2017-04-01,2017-04-15,2017-04_Q1,7.300921,-73.009794,0,,,,,
2017-04-16,2017-04-30,2017-04_Q2,7.300921,-73.009794,0,,,,,
2017-05-01,2017-05-15,2017-05_Q1,7.300921,-73.009794,0,,,,,
2017-05-16,2017-05-31,2017-05_Q2,7.300921,-73.009794,0,,,,,
2017-06-01,2017-06-15,2017-06_Q1,7.300921,-73.009794,0,,,,,
2017-06-16,2017-06-30,2017-06_Q2,7.300921,-73.009794,0,,,,,
2017-07-01,2017-07-15,2017-07_Q1,7.300921,-73.009794,0,,,,,
2017-07-16,2017-07-31,2017-07_Q2,7.300921,-73.009794,0,,,,,
2017-08-01,2017-08-15,2017-08_Q1,7.300921,-73.009794,0,,,,,
2017-08-16,2017-08-31,2017-08_Q2,7.300921,-73.009794,0,,,,,
2017-09-01,2017-09-15,2017-09_Q1,7.300921,-73.009794,0,,,,,
2017-09-16,2017-09-30,2017-09_Q2,7.300921,-73.009794,0,,,,,
2017-10-01,2017-10-15,2017-10_Q1,7.300921,-73.009794,0,,,,,
2017-10-16,2017-10-31,2017-10_Q2,7.300921,-73.009794,0,,,,,
2017-11-01,2017-11-15,2017-11_Q1,7.300921,-73.009794,0,,,,,
2017-11-16,2017-11-30,2017-11_Q2,7.300921,-73.009794,0,,,,,
2017-12-01,2017-12-15,2017-12_Q1,7.300921,-73.009794,0,,,,,
2017-12-16,2017-12-31,2017-12_Q2,7.300921,-73.009794,0,,,,,
2018-01-01,2018-01-15,2018-01_Q1,7.300921,-73.009794,0,,,,,
2018-01-16,2018-01-31,2018-01_Q2,7.300921,-73.009794,0,,,,,
2018-02-01,2018-02-15,2018-02_Q1,7.300921,-73.009794,0,,,,,
2018-02-16,2018-02-28,2018-02_Q2,7.300921,-73.009794,0,,,,,
2018-03-01,2018-03-15,2018-03_Q1,7.300921,-73.009794,0,,,,,
2018-03-16,2018-03-31,2018-03_Q2,7.300921,-73.009794,0,,,,,
2018-04-01,2018-04-15,2018-04_Q1,7.300921,-73.009794,0,,,,,
2018-04-16,2018-04-30,2018-04_Q2,7.300921,-73.009794,0,,,,,
2018-05-01,2018-05-15,2018-05_Q1,7.300921,-73.009794,0,,,,,
2018-05-16,2018-05-31,2018-05_Q2,7.300921,-73.009794,0,,,,,
2018-06-01,2018-06-15,2018-06_Q1,7.300921,-73.009794,0,,,,,
2018-06-16,2018-06-30,2018-06_Q2,7.300921,-73.009794,0,,,,,
2018-07-01,2018-07-15,2018-07_Q1,7.300921,-73.009794,0,,,,,
2018-07-16,2018-07-31,2018-07_Q2,7.300921,-73.009794,0,,,,,
2018-08-01,2018-08-15,2018-08_Q1,7.300921,-73.009794,0,,,,,
2018-08-16,2018-08-31,2018-08_Q2,7.300921,-73.009794,0,,,,,
2018-09-01,2018-09-15,2018-09_Q1,7.300921,-73.009794,0,,,,,
2018-09-16,2018-09-30,2018-09_Q2,7.300921,-73.009794,0,,,,,
2018-10-01,2018-10-15,2018-10_Q1,7.300921,-73.009794,0,,,,,
2018-10-16,2018-10-31,2018-10_Q2,7.300921,-73.009794,0,,,,,
2018-11-01,2018-11-15,2018-11_Q1,7.300921,-73.009794,0,,,,,
2018-11-16,2018-11-30,2018-11_Q2,7.300921,-73.009794,0,,,,,
2018-12-01,2018-12-15,2018-12_Q1,7.300921,-73.009794,1,0.8536,0.6063,0.3963,-0.3568,0.5963
2018-12-16,2018-12-31,2018-12_Q2,7.300921,-73.009794,3,0.8071,0.511,0.3028,-0.2494,0.5639
2019-01-01,2019-01-15,2019-01_Q1,7.300921,-73.009794,2,0.7076,0.4086,0.1651,-0.1183,0.4288
2019-01-16,2019-01-31,2019-01_Q2,7.300921,-73.009794,3,0.3545,0.2084,-0.0736,0.1076,0.2579
2019-02-01,2019-02-15,2019-02_Q1,7.300921,-73.009794,3,0.3437,0.1744,-0.1477,0.1797,0.2222
2019-02-16,2019-02-28,2019-02_Q2,7.300921,-73.009794,2,0.2935,0.1741,-0.1272,0.1429,0.1925
2019-03-01,2019-03-15,2019-03_Q1,7.300921,-73.009794,0,,,,,
2019-03-16,2019-03-31,2019-03_Q2,7.300921,-73.009794,1,0.3033,0.1966,-0.0842,0.121,0.2355
2019-04-01,2019-04-15,2019-04_Q1,7.300921,-73.009794,3,0.4327,0.2755,-0.0555,0.0862,0.2672
2019-04-16,2019-04-30,2019-04_Q2,7.300921,-73.009794,0,,,,,
2019-05-01,2019-05-15,2019-05_Q1,7.300921,-73.009794,1,,,,,
2019-05-16,2019-05-31,2019-05_Q2,7.300921,-73.009794,2,0.7194,0.5998,0.2934,-0.2372,0.4865
