period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,71.48,16.38,32.2,39.28,,,,
2016-01-16,2016-01-31,2016-01_Q2,0.0,16.63,32.2,-32.2,-0.165,,,
2016-02-01,2016-02-15,2016-02_Q1,0.0,16.87,31.0,-31.0,-1.324,,,
2016-02-16,2016-02-29,2016-02_Q2,55.76,17.24,31.0,24.76,-0.648,,,
2016-03-01,2016-03-15,2016-03_Q1,15.8,17.21,36.26,-20.46,-0.794,,,
2016-03-16,2016-03-31,2016-03_Q2,60.25,17.77,36.26,23.99,-1.921,-1.893,,
2016-04-01,2016-04-15,2016-04_Q1,68.09,16.75,33.42,34.67,-0.395,-2.44,,
2016-04-16,2016-04-30,2016-04_Q2,71.67,16.78,33.42,38.25,-0.896,-1.685,,
2016-05-01,2016-05-15,2016-05_Q1,108.99,16.33,34.28,74.71,-0.304,-0.931,,
2016-05-16,2016-05-31,2016-05_Q2,92.73,16.74,34.28,58.45,0.819,-1.008,,
2016-06-01,2016-06-15,2016-06_Q1,32.91,15.94,31.77,1.14,-0.217,-0.868,,
2016-06-16,2016-06-30,2016-06_Q2,34.14,16.08,31.77,2.37,-1.629,-0.371,-1.289,
2016-07-01,2016-07-15,2016-07_Q1,23.04,16.01,32.11,-9.07,-0.753,-0.48,-1.793,
2016-07-16,2016-07-31,2016-07_Q2,33.82,15.62,32.11,1.71,-1.237,-0.228,-1.4,
2016-08-01,2016-08-15,2016-08_Q1,27.73,16.38,33.49,-5.76,-1.352,-1.088,-1.268,
2016-08-16,2016-08-31,2016-08_Q2,28.18,16.36,33.49,-5.31,-1.499,-1.606,-1.353,
2016-09-01,2016-09-15,2016-09_Q1,41.68,15.92,30.58,11.1,-1.115,-1.511,-1.228,
2016-09-16,2016-09-30,2016-09_Q2,28.93,15.96,30.58,-1.65,-1.393,-1.675,-1.42,
2016-10-01,2016-10-15,2016-10_Q1,74.77,16.0,31.27,43.5,-1.106,-1.489,-1.266,
2016-10-16,2016-10-31,2016-10_Q2,96.2,16.02,31.27,64.93,-0.38,-1.563,-1.447,
2016-11-01,2016-11-15,2016-11_Q1,161.88,15.82,28.99,132.89,0.685,-0.35,-1.111,
2016-11-16,2016-11-30,2016-11_Q2,18.09,15.63,28.99,-10.9,0.45,-0.825,-1.528,
2016-12-01,2016-12-15,2016-12_Q1,51.27,15.46,28.59,22.68,-0.521,-0.739,-1.158,
2016-12-16,2016-12-31,2016-12_Q2,9.27,15.2,28.59,-19.32,-0.283,-1.044,-1.494,-1.843
2017-01-01,2017-01-15,2017-01_Q1,36.07,15.16,27.92,8.15,-1.238,-0.785,-1.301,-1.852
2017-01-16,2017-01-31,2017-01_Q2,0.0,14.97,27.92,-27.92,-0.837,-0.813,-1.432,-1.669
2017-02-01,2017-02-15,2017-02_Q1,16.24,15.98,27.23,-10.99,-0.753,-1.392,-1.928,-1.688
2017-02-16,2017-02-28,2017-02_Q2,15.09,15.41,27.23,-12.14,-1.15,-1.368,-1.438,-1.677
2017-03-01,2017-03-15,2017-03_Q1,93.53,15.48,30.01,63.52,0.091,-0.837,-1.004,-1.229
2017-03-16,2017-03-31,2017-03_Q2,70.93,15.51,30.01,40.92,0.789,-0.464,-1.03,-1.45
2017-04-01,2017-04-15,2017-04_Q1,68.66,16.25,31.62,37.04,0.041,-0.276,-0.842,-1.549
2017-04-16,2017-04-30,2017-04_Q2,127.42,16.11,31.62,95.8,0.843,0.275,-0.201,-1.242
2017-05-01,2017-05-15,2017-05_Q1,101.61,15.89,32.91,68.7,0.975,0.628,-0.457,-1.2
2017-05-16,2017-05-31,2017-05_Q2,33.9,16.33,32.91,0.99,-0.993,0.143,-0.601,-1.254
2017-06-01,2017-06-15,2017-06_Q1,55.38,16.07,31.81,23.57,-1.541,-0.4,-1.031,-1.151
2017-06-16,2017-06-30,2017-06_Q2,40.78,15.98,31.81,8.97,0.633,0.026,-0.27,-1.09
